index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
2701,Cost-effectiveness of raloxifene in the UK: an economic evaluation based on the MORE study,"Raloxifene treatment has been shown to reduce the risk of vertebral fractures and breast cancer in postmenopausal women. The long-term economic implications of treatment with raloxifene have not yet been investigated. The aim of this study was to assess the cost-effectiveness of treating postmenopausal women in the UK with raloxifene. A previously developed computer simulation model was used to estimate the cost-effectiveness of osteoporotic treatments with extra skeletal benefits. The model was populated with epidemiological data and cost data relevant for a UK female population. Data on the effect of treatment were taken from the Multiple Outcomes of Raloxifene (MORE) study, which recruited women with low bone mineral density or with a prior vertebral fracture. Cost-effectiveness was estimated using Quality Adjusted Life Years (QALYs) and life years gained as primary outcome measures. The cost per QALY gained of treating postmenopausal women without prior vertebral fractures was 18,000 pounds, 23,000 pounds , 18,000 pounds and 21,000 pounds at 50, 60, 70 and 80 years of age. Corresponding estimates for women with prior vertebral fractures were 10,000 pounds, 24,000 pounds, 18,000 pounds and 20,000 pounds. In relation to threshold values that are recommended in the UK, the analysis suggests that raloxifene is cost-effective in the treatment of postmenopausal women at an increased risk of vertebral fractures.",2005-01-00028,15672210,Osteoporos Int,J A Kanis,2004,16 / 1,15-25,No,15672210,"J A Kanis; F Borgström; O Johnell; A Oden; D Sykes; B Jönsson; F Borgström; O Johnell; A Oden; D Sykes; B Jönsson; Cost-effectiveness of raloxifene in the UK: an economic evaluation based on the MORE study, Osteoporos Int, 2005-Jan; 16(1):0937-941X; 15-25",QALY,Not Stated,Not Stated,Not Stated,Raloxifene therapy vs. No treatment,Not Stated,50 Years,50 Years,Female,Full,Not Stated / None,6.00,1.50,18234,United Kingdom,2002,39414.47
2702,Cost-effectiveness of raloxifene in the UK: an economic evaluation based on the MORE study,"Raloxifene treatment has been shown to reduce the risk of vertebral fractures and breast cancer in postmenopausal women. The long-term economic implications of treatment with raloxifene have not yet been investigated. The aim of this study was to assess the cost-effectiveness of treating postmenopausal women in the UK with raloxifene. A previously developed computer simulation model was used to estimate the cost-effectiveness of osteoporotic treatments with extra skeletal benefits. The model was populated with epidemiological data and cost data relevant for a UK female population. Data on the effect of treatment were taken from the Multiple Outcomes of Raloxifene (MORE) study, which recruited women with low bone mineral density or with a prior vertebral fracture. Cost-effectiveness was estimated using Quality Adjusted Life Years (QALYs) and life years gained as primary outcome measures. The cost per QALY gained of treating postmenopausal women without prior vertebral fractures was 18,000 pounds, 23,000 pounds , 18,000 pounds and 21,000 pounds at 50, 60, 70 and 80 years of age. Corresponding estimates for women with prior vertebral fractures were 10,000 pounds, 24,000 pounds, 18,000 pounds and 20,000 pounds. In relation to threshold values that are recommended in the UK, the analysis suggests that raloxifene is cost-effective in the treatment of postmenopausal women at an increased risk of vertebral fractures.",2005-01-00028,15672210,Osteoporos Int,J A Kanis,2004,16 / 1,15-25,No,15672210,"J A Kanis; F Borgström; O Johnell; A Oden; D Sykes; B Jönsson; F Borgström; O Johnell; A Oden; D Sykes; B Jönsson; Cost-effectiveness of raloxifene in the UK: an economic evaluation based on the MORE study, Osteoporos Int, 2005-Jan; 16(1):0937-941X; 15-25",QALY,Not Stated,Not Stated,Not Stated,Raloxifene therapy vs. No treatment,Not Stated,60 Years,60 Years,Female,Full,Not Stated / None,6.00,1.50,23622,United Kingdom,2002,51061.13
2703,Cost-effectiveness of raloxifene in the UK: an economic evaluation based on the MORE study,"Raloxifene treatment has been shown to reduce the risk of vertebral fractures and breast cancer in postmenopausal women. The long-term economic implications of treatment with raloxifene have not yet been investigated. The aim of this study was to assess the cost-effectiveness of treating postmenopausal women in the UK with raloxifene. A previously developed computer simulation model was used to estimate the cost-effectiveness of osteoporotic treatments with extra skeletal benefits. The model was populated with epidemiological data and cost data relevant for a UK female population. Data on the effect of treatment were taken from the Multiple Outcomes of Raloxifene (MORE) study, which recruited women with low bone mineral density or with a prior vertebral fracture. Cost-effectiveness was estimated using Quality Adjusted Life Years (QALYs) and life years gained as primary outcome measures. The cost per QALY gained of treating postmenopausal women without prior vertebral fractures was 18,000 pounds, 23,000 pounds , 18,000 pounds and 21,000 pounds at 50, 60, 70 and 80 years of age. Corresponding estimates for women with prior vertebral fractures were 10,000 pounds, 24,000 pounds, 18,000 pounds and 20,000 pounds. In relation to threshold values that are recommended in the UK, the analysis suggests that raloxifene is cost-effective in the treatment of postmenopausal women at an increased risk of vertebral fractures.",2005-01-00028,15672210,Osteoporos Int,J A Kanis,2004,16 / 1,15-25,No,15672210,"J A Kanis; F Borgström; O Johnell; A Oden; D Sykes; B Jönsson; F Borgström; O Johnell; A Oden; D Sykes; B Jönsson; Cost-effectiveness of raloxifene in the UK: an economic evaluation based on the MORE study, Osteoporos Int, 2005-Jan; 16(1):0937-941X; 15-25",QALY,Not Stated,Not Stated,Not Stated,Raloxifene therapy vs. No treatment,Not Stated,70 Years,70 Years,Female,Full,Not Stated / None,6.00,1.50,17503,United Kingdom,2002,37834.35
2704,Cost-effectiveness of raloxifene in the UK: an economic evaluation based on the MORE study,"Raloxifene treatment has been shown to reduce the risk of vertebral fractures and breast cancer in postmenopausal women. The long-term economic implications of treatment with raloxifene have not yet been investigated. The aim of this study was to assess the cost-effectiveness of treating postmenopausal women in the UK with raloxifene. A previously developed computer simulation model was used to estimate the cost-effectiveness of osteoporotic treatments with extra skeletal benefits. The model was populated with epidemiological data and cost data relevant for a UK female population. Data on the effect of treatment were taken from the Multiple Outcomes of Raloxifene (MORE) study, which recruited women with low bone mineral density or with a prior vertebral fracture. Cost-effectiveness was estimated using Quality Adjusted Life Years (QALYs) and life years gained as primary outcome measures. The cost per QALY gained of treating postmenopausal women without prior vertebral fractures was 18,000 pounds, 23,000 pounds , 18,000 pounds and 21,000 pounds at 50, 60, 70 and 80 years of age. Corresponding estimates for women with prior vertebral fractures were 10,000 pounds, 24,000 pounds, 18,000 pounds and 20,000 pounds. In relation to threshold values that are recommended in the UK, the analysis suggests that raloxifene is cost-effective in the treatment of postmenopausal women at an increased risk of vertebral fractures.",2005-01-00028,15672210,Osteoporos Int,J A Kanis,2004,16 / 1,15-25,No,15672210,"J A Kanis; F Borgström; O Johnell; A Oden; D Sykes; B Jönsson; F Borgström; O Johnell; A Oden; D Sykes; B Jönsson; Cost-effectiveness of raloxifene in the UK: an economic evaluation based on the MORE study, Osteoporos Int, 2005-Jan; 16(1):0937-941X; 15-25",QALY,Not Stated,Not Stated,Not Stated,Raloxifene therapy vs. No treatment,Not Stated,80 Years,80 Years,Female,Full,Not Stated / None,6.00,1.50,20402,United Kingdom,2002,44100.8
2705,Cost-effectiveness of enhancing primary care depression management on an ongoing basis,"PURPOSE: Although potentially costly, enhancing primary care depression management on an ongoing basis results in substantial long-term treatment effectiveness. The purpose of this article is to compare the cost-effectiveness of this approach with that of usual care. METHODS: The study was conducted in 12 community primary care practices randomized to enhanced or usual care after stratification by baseline practice patterns. Practices assigned to enhanced care encouraged depressed patients to engage in active treatment, using practice nurses to provide regularly scheduled care management during the course of 24 months. We analyze outcomes for 211 adults (73.4% of potential eligible patients) beginning a new treatment episode for major depression determined by previsit screening. Outcomes included blinded estimates of days free of depression impairment as well as health care costs for 2 years. RESULTS: Enhanced care significantly increased the number of days free of depression impairment for 2 years when compared with usual care (647.6 days vs 588.2 days, P <.01). The incremental cost-effectiveness ratio for enhanced care ranged from 9,592 dollars to 14,306 dollars per quality-adjusted life-year (QALY). The number of incremental days free of depression impairment increased between the first year and the second year (23.0 vs 36.4, respectively, P <.001) while incremental health plan costs decreased significantly (568 dollars vs -12 dollars, P <.001). CONCLUSIONS: Enhancing primary care depression management on an ongoing basis should be considered for adoption by policy and health plan leaders.",2005-01-00031,15671185,Ann Fam Med,Kathryn Rost,2005,3 / 1,7-14,No,15671185,"Kathryn Rost; Jeffrey M Pyne; L Miriam Dickinson; Anthony T LoSasso; Jeffrey M Pyne; L Miriam Dickinson; Anthony T LoSasso; Cost-effectiveness of enhancing primary care depression management on an ongoing basis, Ann Fam Med, 2005 Jan-Feb; 3(1):1544-1717; 7-14",QALY,Not Stated,Not Stated,Not Stated,Enhanced depression management vs. Usual care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,2 Years,Not Stated,Not Stated,14306.12,United States,2000,21501.64
2706,Elective cesarean section to prevent anal incontinence and brachial plexus injuries associated with macrosomia-a decision analysis,"Our aim was to determine the cost-effectiveness of a policy of elective C-section for macrosomic infants to prevent maternal anal incontinence, urinary incontinence, and newborn brachial plexus injuries. We used a decision analytic model to compare the standard of care with a policy whereby all primigravid patients in the United States would undergo an ultrasound at 39 weeks gestation, followed by an elective C-section for any fetus estimated at >/=4500 g. The following clinical consequences were considered crucial to the analysis: brachial plexus injury to the newborn; maternal anal and urinary incontinence; emergency hysterectomy; hemorrhage requiring blood transfusion; and maternal mortality. Our outcome measures included (1) number of brachial plexus injuries or cases of incontinence averted, (2) incremental monetary cost per 100,000 deliveries, (3) expected quality of life of the mother and her child, and (4) ""quality-adjusted life years"" (QALY) associated with the two policies. For every 100,000 deliveries, the policy of elective C-section resulted in 16.6 fewer permanent brachial plexus injuries, 185.7 fewer cases of anal incontinence, and cost savings of $3,211,000. Therefore, this policy would prevent one case of anal incontinence for every 539 elective C-sections performed. The expected quality of life associated with the elective C-section policy was also greater (quality of life score 0.923 vs 0.917 on a scale from 0.0 to 1.0 and 53.6 QALY vs 53.2). A policy whereby primigravid patients in the United States have a 39 week ultrasound-estimated fetal weight followed by C-section for any fetuses >/=4500 g appears cost effective. However, the monetary costs in our analysis were sensitive to the probability estimates of urinary incontinence following C-section and vaginal delivery and the cost estimates for urinary incontinence, vaginal delivery, and C-section.",2005-01-00040,15647962,Int Urogynecol J Pelvic Floor Dysfunct,Patrick Culligan,2005,16 / 1,19-28,No,15647962,"Patrick Culligan; John Myers; Roger Goldberg; Linda Blackwell; Stephan Gohmann; Troy Abell; Patrick J Culligan; John A Myers; Roger P Goldberg; Linda Blackwell; Stephan F Gohmann; Troy D Abell; Elective cesarean section to prevent anal incontinence and brachial plexus injuries associated with macrosomia-a decision analysis, Int Urogynecol J Pelvic Floor Dysfunct, 2005-Feb; 16(1):0937-3462; 19-28",QALY,United States of America,Not Stated,Not Stated,Ultrasound followed by elective C-section for fetus estimated >= 4500g vs. Standard care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,Lifetime,3.00,3.00,-8027500,United States,2001,-11731255.24
2707,Elective cesarean section to prevent anal incontinence and brachial plexus injuries associated with macrosomia-a decision analysis,"Our aim was to determine the cost-effectiveness of a policy of elective C-section for macrosomic infants to prevent maternal anal incontinence, urinary incontinence, and newborn brachial plexus injuries. We used a decision analytic model to compare the standard of care with a policy whereby all primigravid patients in the United States would undergo an ultrasound at 39 weeks gestation, followed by an elective C-section for any fetus estimated at >/=4500 g. The following clinical consequences were considered crucial to the analysis: brachial plexus injury to the newborn; maternal anal and urinary incontinence; emergency hysterectomy; hemorrhage requiring blood transfusion; and maternal mortality. Our outcome measures included (1) number of brachial plexus injuries or cases of incontinence averted, (2) incremental monetary cost per 100,000 deliveries, (3) expected quality of life of the mother and her child, and (4) ""quality-adjusted life years"" (QALY) associated with the two policies. For every 100,000 deliveries, the policy of elective C-section resulted in 16.6 fewer permanent brachial plexus injuries, 185.7 fewer cases of anal incontinence, and cost savings of $3,211,000. Therefore, this policy would prevent one case of anal incontinence for every 539 elective C-sections performed. The expected quality of life associated with the elective C-section policy was also greater (quality of life score 0.923 vs 0.917 on a scale from 0.0 to 1.0 and 53.6 QALY vs 53.2). A policy whereby primigravid patients in the United States have a 39 week ultrasound-estimated fetal weight followed by C-section for any fetuses >/=4500 g appears cost effective. However, the monetary costs in our analysis were sensitive to the probability estimates of urinary incontinence following C-section and vaginal delivery and the cost estimates for urinary incontinence, vaginal delivery, and C-section.",2005-01-00040,15647962,Int Urogynecol J Pelvic Floor Dysfunct,Patrick Culligan,2005,16 / 1,19-28,No,15647962,"Patrick Culligan; John Myers; Roger Goldberg; Linda Blackwell; Stephan Gohmann; Troy Abell; Patrick J Culligan; John A Myers; Roger P Goldberg; Linda Blackwell; Stephan F Gohmann; Troy D Abell; Elective cesarean section to prevent anal incontinence and brachial plexus injuries associated with macrosomia-a decision analysis, Int Urogynecol J Pelvic Floor Dysfunct, 2005-Feb; 16(1):0937-3462; 19-28",QALY,United States of America,Not Stated,Not Stated,Ultrasound followed by elective C-section for fetus estimated >= 4500g vs. Standard care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,Lifetime,3.00,3.00,-19318181.82,United States,2001,-28231270.21
2708,Elective cesarean section to prevent anal incontinence and brachial plexus injuries associated with macrosomia-a decision analysis,"Our aim was to determine the cost-effectiveness of a policy of elective C-section for macrosomic infants to prevent maternal anal incontinence, urinary incontinence, and newborn brachial plexus injuries. We used a decision analytic model to compare the standard of care with a policy whereby all primigravid patients in the United States would undergo an ultrasound at 39 weeks gestation, followed by an elective C-section for any fetus estimated at >/=4500 g. The following clinical consequences were considered crucial to the analysis: brachial plexus injury to the newborn; maternal anal and urinary incontinence; emergency hysterectomy; hemorrhage requiring blood transfusion; and maternal mortality. Our outcome measures included (1) number of brachial plexus injuries or cases of incontinence averted, (2) incremental monetary cost per 100,000 deliveries, (3) expected quality of life of the mother and her child, and (4) ""quality-adjusted life years"" (QALY) associated with the two policies. For every 100,000 deliveries, the policy of elective C-section resulted in 16.6 fewer permanent brachial plexus injuries, 185.7 fewer cases of anal incontinence, and cost savings of $3,211,000. Therefore, this policy would prevent one case of anal incontinence for every 539 elective C-sections performed. The expected quality of life associated with the elective C-section policy was also greater (quality of life score 0.923 vs 0.917 on a scale from 0.0 to 1.0 and 53.6 QALY vs 53.2). A policy whereby primigravid patients in the United States have a 39 week ultrasound-estimated fetal weight followed by C-section for any fetuses >/=4500 g appears cost effective. However, the monetary costs in our analysis were sensitive to the probability estimates of urinary incontinence following C-section and vaginal delivery and the cost estimates for urinary incontinence, vaginal delivery, and C-section.",2005-01-00040,15647962,Int Urogynecol J Pelvic Floor Dysfunct,Patrick Culligan,2005,16 / 1,19-28,No,15647962,"Patrick Culligan; John Myers; Roger Goldberg; Linda Blackwell; Stephan Gohmann; Troy Abell; Patrick J Culligan; John A Myers; Roger P Goldberg; Linda Blackwell; Stephan F Gohmann; Troy D Abell; Elective cesarean section to prevent anal incontinence and brachial plexus injuries associated with macrosomia-a decision analysis, Int Urogynecol J Pelvic Floor Dysfunct, 2005-Feb; 16(1):0937-3462; 19-28",QALY,United States of America,Not Stated,Not Stated,Ultrasound followed by elective C-section for fetus estimated >= 4500g vs. Standard care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,Lifetime,3.00,3.00,1921,United States,2001,2807.32
2709,Cost-effectiveness of hepatocellular carcinoma surveillance in patients with hepatitis C virus-related cirrhosis,"BACKGROUND & AIMS: HCV-related cirrhosis is a leading risk factor for hepatocellular carcinoma (HCC). Surveillance might detect HCC at a treatable stage. We estimated the clinical and economic consequences of a common HCC surveillance strategy in patients with HCV-related cirrhosis in the context of alternative HCC treatment strategies. METHODS: With a Markov model, we examined surveillance with serum alpha-fetoprotein and ultrasound every 6 months in patients with compensated HCV-related cirrhosis from age 45-70 years or death, and HCC treatment with resection, cadaveric liver transplantation (CLT), or living donor liver transplantation (LDLT). RESULTS: Compared to natural history in the base case, surveillance with resection, listing for CLT, or LDLT increased life expectancy by 0.49, 2.58, and 3.81 quality-adjusted life-years (QALYs), respectively, all at costs less than 51,000 US dollars/QALY gained. The consequences of surveillance were most sensitive to the outcomes and costs of HCC treatments but not surveillance test performance characteristics or cost. Prioritizing CLT for patients with HCC over those with decompensated cirrhosis resulted in greater overall life expectancy with minimal increase in cost. CONCLUSIONS: Surveillance for HCC in patients with compensated HCV-related cirrhosis might gain QALYs at acceptable costs. The impact of surveillance depends most on the outcomes and costs of HCC treatments, rather than surveillance test characteristics. By increasing organ availability for timely definitive treatment, LDLT might achieve the greatest gain in life expectancy at acceptable costs. Prioritizing CLT for HCC might increase the population-wide benefits of CLT.",2005-01-00041,15645408,Clin Gastroenterol Hepatol,Derek Patel,2005,3 / 1,75-84,No,15645408,"Derek Patel; Norah A Terrault; Francis Y Yao; Nathan M Bass; Uri Ladabaum; Norah A Terrault; Francis Y Yao; Nathan M Bass; Uri Ladabaum; Cost-effectiveness of hepatocellular carcinoma surveillance in patients with hepatitis C virus-related cirrhosis, Clin Gastroenterol Hepatol, 2005-Jan; 3(1):1542-3565; 75-84",QALY,Not Stated,Not Stated,Not Stated,Surveillance followed by resection vs. Natural history,Not Stated,Not Stated,Not Stated,"Female, Male",Full,Lifetime,3.00,3.00,21063.39,United States,2000,31657.6
2710,Cost-effectiveness of hepatocellular carcinoma surveillance in patients with hepatitis C virus-related cirrhosis,"BACKGROUND & AIMS: HCV-related cirrhosis is a leading risk factor for hepatocellular carcinoma (HCC). Surveillance might detect HCC at a treatable stage. We estimated the clinical and economic consequences of a common HCC surveillance strategy in patients with HCV-related cirrhosis in the context of alternative HCC treatment strategies. METHODS: With a Markov model, we examined surveillance with serum alpha-fetoprotein and ultrasound every 6 months in patients with compensated HCV-related cirrhosis from age 45-70 years or death, and HCC treatment with resection, cadaveric liver transplantation (CLT), or living donor liver transplantation (LDLT). RESULTS: Compared to natural history in the base case, surveillance with resection, listing for CLT, or LDLT increased life expectancy by 0.49, 2.58, and 3.81 quality-adjusted life-years (QALYs), respectively, all at costs less than 51,000 US dollars/QALY gained. The consequences of surveillance were most sensitive to the outcomes and costs of HCC treatments but not surveillance test performance characteristics or cost. Prioritizing CLT for patients with HCC over those with decompensated cirrhosis resulted in greater overall life expectancy with minimal increase in cost. CONCLUSIONS: Surveillance for HCC in patients with compensated HCV-related cirrhosis might gain QALYs at acceptable costs. The impact of surveillance depends most on the outcomes and costs of HCC treatments, rather than surveillance test characteristics. By increasing organ availability for timely definitive treatment, LDLT might achieve the greatest gain in life expectancy at acceptable costs. Prioritizing CLT for HCC might increase the population-wide benefits of CLT.",2005-01-00041,15645408,Clin Gastroenterol Hepatol,Derek Patel,2005,3 / 1,75-84,No,15645408,"Derek Patel; Norah A Terrault; Francis Y Yao; Nathan M Bass; Uri Ladabaum; Norah A Terrault; Francis Y Yao; Nathan M Bass; Uri Ladabaum; Cost-effectiveness of hepatocellular carcinoma surveillance in patients with hepatitis C virus-related cirrhosis, Clin Gastroenterol Hepatol, 2005-Jan; 3(1):1542-3565; 75-84",QALY,Not Stated,Not Stated,Not Stated,Surveillance followed by cadaveric liver transplantation vs. Surveillance followed by resection,Not Stated,Not Stated,Not Stated,"Female, Male",Full,Lifetime,3.00,3.00,51400,United States,2000,77252.53
