index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
29401,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Mauritania,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,171,United States,2012,192.76
29402,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Yemen,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,172,United States,2012,193.89
29403,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Zimbabwe,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,178,United States,2012,200.65
29404,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Pakistan,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,182,United States,2012,205.16
29405,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Ghana,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,188,United States,2012,211.92
29406,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Madagascar,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,195,United States,2012,219.81
29407,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Eritrea,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,219,United States,2012,246.87
29408,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Botswana,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,253,United States,2012,285.2
29409,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Haiti,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,257,United States,2012,289.7
29410,Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries,"OBJECTIVE: This study estimated the health impact, cost and cost-effectiveness of an integrated prevention campaign (IPC) focused on diarrhoea, malaria and HIV in 70 countries ranked by per capita disability-adjusted life-year (DALY) burden for the three diseases. METHODS: We constructed a deterministic cost-effectiveness model portraying an IPC combining counselling and testing, cotrimoxazole prophylaxis, referral to treatment and condom distribution for HIV prevention; bed nets for malaria prevention; and provision of household water filters for diarrhoea prevention. We developed a mix of empirical and modelled cost and health impact estimates applied to all 70 countries. One-way, multiway and scenario sensitivity analyses were conducted to document the strength of our findings. We used a healthcare payer's perspective, discounted costs and DALYs at 3% per year and denominated cost in 2012 US dollars. PRIMARY AND SECONDARY OUTCOMES: The primary outcome was cost-effectiveness expressed as net cost per DALY averted. Other outcomes included cost of the IPC; net IPC costs adjusted for averted and additional medical costs and DALYs averted. RESULTS: Implementation of the IPC in the 10 most cost-effective countries at 15% population coverage would cost US$583 million over 3 years (adjusted costs of US$398 million), averting 8.0 million DALYs. Extending IPC programmes to all 70 of the identified high-burden countries at 15% coverage would cost an adjusted US$51.3 billion and avert 78.7 million DALYs. Incremental cost-effectiveness ranged from US$49 per DALY averted for the 10 countries with the most favourable cost-effectiveness to US$119, US$181, US$335, US$1692 and US$8340 per DALY averted as each successive group of 10 countries is added ordered by decreasing cost-effectiveness. CONCLUSIONS: IPC appears cost-effective in many settings, and has the potential to substantially reduce the burden of disease in resource-poor countries. This study increases confidence that IPC can be an important new approach for enhancing global health.",2014-99-16318,24969782,BMJ Open,Elliot Marseille,2014,4 / 6,e003987,No,24969782,"Elliot Marseille; Aliya Jiwani; Abhishek Raut; Stephane Verguet; Judd Walson; James G Kahn; Scaling up integrated prevention campaigns for global health: costs and cost-effectiveness in 70 countries, BMJ Open , ; 4(6):2044-6055; e003987",DALY,Swaziland,Not Stated,"Environmental, Health Education or Behavior, Pharmaceutical, Screening","Integrated prevention campaign (IPC) against diarrhea (household water filters), malaria (bed-nets) and HIV (counseling, testing, cotrimoxazole prophylaxis, referral to treatment & condom distribution) vs. None",Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,274,United States,2012,308.87
