index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
30701,An economic evaluation of vector control in the age of a dengue vaccine,"INTRODUCTION: Dengue is a rapidly emerging vector-borne Neglected Tropical Disease, with a 30-fold increase in the number of cases reported since 1960. The economic cost of the illness is measured in the billions of dollars annually. Environmental change and unplanned urbanization are conspiring to raise the health and economic cost even further beyond the reach of health systems and households. The health-sector response has depended in large part on control of the Aedes aegypti and Ae. albopictus (mosquito) vectors. The cost-effectiveness of the first-ever dengue vaccine remains to be evaluated in the field. In this paper, we examine how it might affect the cost-effectiveness of sustained vector control. METHODS: We employ a dynamic Markov model of the effects of vector control on dengue in both vectors and humans over a 15-year period, in six countries: Brazil, Columbia, Malaysia, Mexico, the Philippines, and Thailand. We evaluate the cost (direct medical costs and control programme costs) and cost-effectiveness of sustained vector control, outbreak response and/or medical case management, in the presence of a (hypothetical) highly targeted and low cost immunization strategy using a (non-hypothetical) medium-efficacy vaccine. RESULTS: Sustained vector control using existing technologies would cost little more than outbreak response, given the associated costs of medical case management. If sustained use of existing or upcoming technologies (of similar price) reduce vector populations by 70-90%, the cost per disability-adjusted life year averted is 2013 US$ 679-1331 (best estimates) relative to no intervention. Sustained vector control could be highly cost-effective even with less effective technologies (50-70% reduction in vector populations) and in the presence of a highly targeted and low cost immunization strategy using a medium-efficacy vaccine. DISCUSSION: Economic evaluation of the first-ever dengue vaccine is ongoing. However, even under very optimistic assumptions about a highly targeted and low cost immunization strategy, our results suggest that sustained vector control will continue to play an important role in mitigating the impact of environmental change and urbanization on human health. If additional benefits for the control of other Aedes borne diseases, such as Chikungunya, yellow fever and Zika fever are taken into account, the investment case is even stronger. High-burden endemic countries should proceed to map populations to be covered by sustained vector control.",2017-XX-24892,28806786,PLoS Negl Trop Dis,Christopher Fitzpatrick,2017,11 / 8,e0005785,No,28806786,"Christopher Fitzpatrick; Alexander Haines; Mathieu Bangert; Andrew Farlow; Janet Hemingway; Raman Velayudhan; An economic evaluation of vector control in the age of a dengue vaccine, PLoS Negl Trop Dis, 2017 Aug; 11(8):1935-2735; e0005785",DALY,Thailand,Not Stated,"Care Delivery, Environmental, Immunization",Case management vs. Medium efficacy vaccine,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,-497.72,United States,2013,-552.96
30702,An economic evaluation of vector control in the age of a dengue vaccine,"INTRODUCTION: Dengue is a rapidly emerging vector-borne Neglected Tropical Disease, with a 30-fold increase in the number of cases reported since 1960. The economic cost of the illness is measured in the billions of dollars annually. Environmental change and unplanned urbanization are conspiring to raise the health and economic cost even further beyond the reach of health systems and households. The health-sector response has depended in large part on control of the Aedes aegypti and Ae. albopictus (mosquito) vectors. The cost-effectiveness of the first-ever dengue vaccine remains to be evaluated in the field. In this paper, we examine how it might affect the cost-effectiveness of sustained vector control. METHODS: We employ a dynamic Markov model of the effects of vector control on dengue in both vectors and humans over a 15-year period, in six countries: Brazil, Columbia, Malaysia, Mexico, the Philippines, and Thailand. We evaluate the cost (direct medical costs and control programme costs) and cost-effectiveness of sustained vector control, outbreak response and/or medical case management, in the presence of a (hypothetical) highly targeted and low cost immunization strategy using a (non-hypothetical) medium-efficacy vaccine. RESULTS: Sustained vector control using existing technologies would cost little more than outbreak response, given the associated costs of medical case management. If sustained use of existing or upcoming technologies (of similar price) reduce vector populations by 70-90%, the cost per disability-adjusted life year averted is 2013 US$ 679-1331 (best estimates) relative to no intervention. Sustained vector control could be highly cost-effective even with less effective technologies (50-70% reduction in vector populations) and in the presence of a highly targeted and low cost immunization strategy using a medium-efficacy vaccine. DISCUSSION: Economic evaluation of the first-ever dengue vaccine is ongoing. However, even under very optimistic assumptions about a highly targeted and low cost immunization strategy, our results suggest that sustained vector control will continue to play an important role in mitigating the impact of environmental change and urbanization on human health. If additional benefits for the control of other Aedes borne diseases, such as Chikungunya, yellow fever and Zika fever are taken into account, the investment case is even stronger. High-burden endemic countries should proceed to map populations to be covered by sustained vector control.",2017-XX-24892,28806786,PLoS Negl Trop Dis,Christopher Fitzpatrick,2017,11 / 8,e0005785,No,28806786,"Christopher Fitzpatrick; Alexander Haines; Mathieu Bangert; Andrew Farlow; Janet Hemingway; Raman Velayudhan; An economic evaluation of vector control in the age of a dengue vaccine, PLoS Negl Trop Dis, 2017 Aug; 11(8):1935-2735; e0005785",DALY,Thailand,Not Stated,"Care Delivery, Environmental, Immunization",Medium efficacy dengue vaccine and high efficacy vector control vs. Medium efficacy vaccine,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,2639,United States,2013,2931.88
30703,An economic evaluation of vector control in the age of a dengue vaccine,"INTRODUCTION: Dengue is a rapidly emerging vector-borne Neglected Tropical Disease, with a 30-fold increase in the number of cases reported since 1960. The economic cost of the illness is measured in the billions of dollars annually. Environmental change and unplanned urbanization are conspiring to raise the health and economic cost even further beyond the reach of health systems and households. The health-sector response has depended in large part on control of the Aedes aegypti and Ae. albopictus (mosquito) vectors. The cost-effectiveness of the first-ever dengue vaccine remains to be evaluated in the field. In this paper, we examine how it might affect the cost-effectiveness of sustained vector control. METHODS: We employ a dynamic Markov model of the effects of vector control on dengue in both vectors and humans over a 15-year period, in six countries: Brazil, Columbia, Malaysia, Mexico, the Philippines, and Thailand. We evaluate the cost (direct medical costs and control programme costs) and cost-effectiveness of sustained vector control, outbreak response and/or medical case management, in the presence of a (hypothetical) highly targeted and low cost immunization strategy using a (non-hypothetical) medium-efficacy vaccine. RESULTS: Sustained vector control using existing technologies would cost little more than outbreak response, given the associated costs of medical case management. If sustained use of existing or upcoming technologies (of similar price) reduce vector populations by 70-90%, the cost per disability-adjusted life year averted is 2013 US$ 679-1331 (best estimates) relative to no intervention. Sustained vector control could be highly cost-effective even with less effective technologies (50-70% reduction in vector populations) and in the presence of a highly targeted and low cost immunization strategy using a medium-efficacy vaccine. DISCUSSION: Economic evaluation of the first-ever dengue vaccine is ongoing. However, even under very optimistic assumptions about a highly targeted and low cost immunization strategy, our results suggest that sustained vector control will continue to play an important role in mitigating the impact of environmental change and urbanization on human health. If additional benefits for the control of other Aedes borne diseases, such as Chikungunya, yellow fever and Zika fever are taken into account, the investment case is even stronger. High-burden endemic countries should proceed to map populations to be covered by sustained vector control.",2017-XX-24892,28806786,PLoS Negl Trop Dis,Christopher Fitzpatrick,2017,11 / 8,e0005785,No,28806786,"Christopher Fitzpatrick; Alexander Haines; Mathieu Bangert; Andrew Farlow; Janet Hemingway; Raman Velayudhan; An economic evaluation of vector control in the age of a dengue vaccine, PLoS Negl Trop Dis, 2017 Aug; 11(8):1935-2735; e0005785",DALY,Thailand,Not Stated,"Care Delivery, Environmental, Immunization",Just outbreak control vs. Medium efficacy vaccine and high efficacy vector control,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,-205.48,United States,2013,-228.28
30704,An economic evaluation of vector control in the age of a dengue vaccine,"INTRODUCTION: Dengue is a rapidly emerging vector-borne Neglected Tropical Disease, with a 30-fold increase in the number of cases reported since 1960. The economic cost of the illness is measured in the billions of dollars annually. Environmental change and unplanned urbanization are conspiring to raise the health and economic cost even further beyond the reach of health systems and households. The health-sector response has depended in large part on control of the Aedes aegypti and Ae. albopictus (mosquito) vectors. The cost-effectiveness of the first-ever dengue vaccine remains to be evaluated in the field. In this paper, we examine how it might affect the cost-effectiveness of sustained vector control. METHODS: We employ a dynamic Markov model of the effects of vector control on dengue in both vectors and humans over a 15-year period, in six countries: Brazil, Columbia, Malaysia, Mexico, the Philippines, and Thailand. We evaluate the cost (direct medical costs and control programme costs) and cost-effectiveness of sustained vector control, outbreak response and/or medical case management, in the presence of a (hypothetical) highly targeted and low cost immunization strategy using a (non-hypothetical) medium-efficacy vaccine. RESULTS: Sustained vector control using existing technologies would cost little more than outbreak response, given the associated costs of medical case management. If sustained use of existing or upcoming technologies (of similar price) reduce vector populations by 70-90%, the cost per disability-adjusted life year averted is 2013 US$ 679-1331 (best estimates) relative to no intervention. Sustained vector control could be highly cost-effective even with less effective technologies (50-70% reduction in vector populations) and in the presence of a highly targeted and low cost immunization strategy using a medium-efficacy vaccine. DISCUSSION: Economic evaluation of the first-ever dengue vaccine is ongoing. However, even under very optimistic assumptions about a highly targeted and low cost immunization strategy, our results suggest that sustained vector control will continue to play an important role in mitigating the impact of environmental change and urbanization on human health. If additional benefits for the control of other Aedes borne diseases, such as Chikungunya, yellow fever and Zika fever are taken into account, the investment case is even stronger. High-burden endemic countries should proceed to map populations to be covered by sustained vector control.",2017-XX-24892,28806786,PLoS Negl Trop Dis,Christopher Fitzpatrick,2017,11 / 8,e0005785,No,28806786,"Christopher Fitzpatrick; Alexander Haines; Mathieu Bangert; Andrew Farlow; Janet Hemingway; Raman Velayudhan; An economic evaluation of vector control in the age of a dengue vaccine, PLoS Negl Trop Dis, 2017 Aug; 11(8):1935-2735; e0005785",DALY,Thailand,Not Stated,"Care Delivery, Environmental, Immunization",High efficacy vector control vs. Medium efficacy vaccine and high efficacy vector control,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,-587.11,United States,2013,-652.27
30705,An economic evaluation of vector control in the age of a dengue vaccine,"INTRODUCTION: Dengue is a rapidly emerging vector-borne Neglected Tropical Disease, with a 30-fold increase in the number of cases reported since 1960. The economic cost of the illness is measured in the billions of dollars annually. Environmental change and unplanned urbanization are conspiring to raise the health and economic cost even further beyond the reach of health systems and households. The health-sector response has depended in large part on control of the Aedes aegypti and Ae. albopictus (mosquito) vectors. The cost-effectiveness of the first-ever dengue vaccine remains to be evaluated in the field. In this paper, we examine how it might affect the cost-effectiveness of sustained vector control. METHODS: We employ a dynamic Markov model of the effects of vector control on dengue in both vectors and humans over a 15-year period, in six countries: Brazil, Columbia, Malaysia, Mexico, the Philippines, and Thailand. We evaluate the cost (direct medical costs and control programme costs) and cost-effectiveness of sustained vector control, outbreak response and/or medical case management, in the presence of a (hypothetical) highly targeted and low cost immunization strategy using a (non-hypothetical) medium-efficacy vaccine. RESULTS: Sustained vector control using existing technologies would cost little more than outbreak response, given the associated costs of medical case management. If sustained use of existing or upcoming technologies (of similar price) reduce vector populations by 70-90%, the cost per disability-adjusted life year averted is 2013 US$ 679-1331 (best estimates) relative to no intervention. Sustained vector control could be highly cost-effective even with less effective technologies (50-70% reduction in vector populations) and in the presence of a highly targeted and low cost immunization strategy using a medium-efficacy vaccine. DISCUSSION: Economic evaluation of the first-ever dengue vaccine is ongoing. However, even under very optimistic assumptions about a highly targeted and low cost immunization strategy, our results suggest that sustained vector control will continue to play an important role in mitigating the impact of environmental change and urbanization on human health. If additional benefits for the control of other Aedes borne diseases, such as Chikungunya, yellow fever and Zika fever are taken into account, the investment case is even stronger. High-burden endemic countries should proceed to map populations to be covered by sustained vector control.",2017-XX-24892,28806786,PLoS Negl Trop Dis,Christopher Fitzpatrick,2017,11 / 8,e0005785,No,28806786,"Christopher Fitzpatrick; Alexander Haines; Mathieu Bangert; Andrew Farlow; Janet Hemingway; Raman Velayudhan; An economic evaluation of vector control in the age of a dengue vaccine, PLoS Negl Trop Dis, 2017 Aug; 11(8):1935-2735; e0005785",DALY,Brazil,Not Stated,"Care Delivery, Environmental, Immunization",Medium efficacy dengue vaccine vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,288,United States,2013,319.96
30706,An economic evaluation of vector control in the age of a dengue vaccine,"INTRODUCTION: Dengue is a rapidly emerging vector-borne Neglected Tropical Disease, with a 30-fold increase in the number of cases reported since 1960. The economic cost of the illness is measured in the billions of dollars annually. Environmental change and unplanned urbanization are conspiring to raise the health and economic cost even further beyond the reach of health systems and households. The health-sector response has depended in large part on control of the Aedes aegypti and Ae. albopictus (mosquito) vectors. The cost-effectiveness of the first-ever dengue vaccine remains to be evaluated in the field. In this paper, we examine how it might affect the cost-effectiveness of sustained vector control. METHODS: We employ a dynamic Markov model of the effects of vector control on dengue in both vectors and humans over a 15-year period, in six countries: Brazil, Columbia, Malaysia, Mexico, the Philippines, and Thailand. We evaluate the cost (direct medical costs and control programme costs) and cost-effectiveness of sustained vector control, outbreak response and/or medical case management, in the presence of a (hypothetical) highly targeted and low cost immunization strategy using a (non-hypothetical) medium-efficacy vaccine. RESULTS: Sustained vector control using existing technologies would cost little more than outbreak response, given the associated costs of medical case management. If sustained use of existing or upcoming technologies (of similar price) reduce vector populations by 70-90%, the cost per disability-adjusted life year averted is 2013 US$ 679-1331 (best estimates) relative to no intervention. Sustained vector control could be highly cost-effective even with less effective technologies (50-70% reduction in vector populations) and in the presence of a highly targeted and low cost immunization strategy using a medium-efficacy vaccine. DISCUSSION: Economic evaluation of the first-ever dengue vaccine is ongoing. However, even under very optimistic assumptions about a highly targeted and low cost immunization strategy, our results suggest that sustained vector control will continue to play an important role in mitigating the impact of environmental change and urbanization on human health. If additional benefits for the control of other Aedes borne diseases, such as Chikungunya, yellow fever and Zika fever are taken into account, the investment case is even stronger. High-burden endemic countries should proceed to map populations to be covered by sustained vector control.",2017-XX-24892,28806786,PLoS Negl Trop Dis,Christopher Fitzpatrick,2017,11 / 8,e0005785,No,28806786,"Christopher Fitzpatrick; Alexander Haines; Mathieu Bangert; Andrew Farlow; Janet Hemingway; Raman Velayudhan; An economic evaluation of vector control in the age of a dengue vaccine, PLoS Negl Trop Dis, 2017 Aug; 11(8):1935-2735; e0005785",DALY,Brazil,Not Stated,"Care Delivery, Environmental, Immunization",Case management vs. Medium efficacy vaccine,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,-271.58,United States,2013,-301.72
30707,An economic evaluation of vector control in the age of a dengue vaccine,"INTRODUCTION: Dengue is a rapidly emerging vector-borne Neglected Tropical Disease, with a 30-fold increase in the number of cases reported since 1960. The economic cost of the illness is measured in the billions of dollars annually. Environmental change and unplanned urbanization are conspiring to raise the health and economic cost even further beyond the reach of health systems and households. The health-sector response has depended in large part on control of the Aedes aegypti and Ae. albopictus (mosquito) vectors. The cost-effectiveness of the first-ever dengue vaccine remains to be evaluated in the field. In this paper, we examine how it might affect the cost-effectiveness of sustained vector control. METHODS: We employ a dynamic Markov model of the effects of vector control on dengue in both vectors and humans over a 15-year period, in six countries: Brazil, Columbia, Malaysia, Mexico, the Philippines, and Thailand. We evaluate the cost (direct medical costs and control programme costs) and cost-effectiveness of sustained vector control, outbreak response and/or medical case management, in the presence of a (hypothetical) highly targeted and low cost immunization strategy using a (non-hypothetical) medium-efficacy vaccine. RESULTS: Sustained vector control using existing technologies would cost little more than outbreak response, given the associated costs of medical case management. If sustained use of existing or upcoming technologies (of similar price) reduce vector populations by 70-90%, the cost per disability-adjusted life year averted is 2013 US$ 679-1331 (best estimates) relative to no intervention. Sustained vector control could be highly cost-effective even with less effective technologies (50-70% reduction in vector populations) and in the presence of a highly targeted and low cost immunization strategy using a medium-efficacy vaccine. DISCUSSION: Economic evaluation of the first-ever dengue vaccine is ongoing. However, even under very optimistic assumptions about a highly targeted and low cost immunization strategy, our results suggest that sustained vector control will continue to play an important role in mitigating the impact of environmental change and urbanization on human health. If additional benefits for the control of other Aedes borne diseases, such as Chikungunya, yellow fever and Zika fever are taken into account, the investment case is even stronger. High-burden endemic countries should proceed to map populations to be covered by sustained vector control.",2017-XX-24892,28806786,PLoS Negl Trop Dis,Christopher Fitzpatrick,2017,11 / 8,e0005785,No,28806786,"Christopher Fitzpatrick; Alexander Haines; Mathieu Bangert; Andrew Farlow; Janet Hemingway; Raman Velayudhan; An economic evaluation of vector control in the age of a dengue vaccine, PLoS Negl Trop Dis, 2017 Aug; 11(8):1935-2735; e0005785",DALY,Brazil,Not Stated,"Care Delivery, Environmental, Immunization",Just outbreak control vs. Medium efficacy vaccine,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,-2852.04,United States,2013,-3168.56
30708,An economic evaluation of vector control in the age of a dengue vaccine,"INTRODUCTION: Dengue is a rapidly emerging vector-borne Neglected Tropical Disease, with a 30-fold increase in the number of cases reported since 1960. The economic cost of the illness is measured in the billions of dollars annually. Environmental change and unplanned urbanization are conspiring to raise the health and economic cost even further beyond the reach of health systems and households. The health-sector response has depended in large part on control of the Aedes aegypti and Ae. albopictus (mosquito) vectors. The cost-effectiveness of the first-ever dengue vaccine remains to be evaluated in the field. In this paper, we examine how it might affect the cost-effectiveness of sustained vector control. METHODS: We employ a dynamic Markov model of the effects of vector control on dengue in both vectors and humans over a 15-year period, in six countries: Brazil, Columbia, Malaysia, Mexico, the Philippines, and Thailand. We evaluate the cost (direct medical costs and control programme costs) and cost-effectiveness of sustained vector control, outbreak response and/or medical case management, in the presence of a (hypothetical) highly targeted and low cost immunization strategy using a (non-hypothetical) medium-efficacy vaccine. RESULTS: Sustained vector control using existing technologies would cost little more than outbreak response, given the associated costs of medical case management. If sustained use of existing or upcoming technologies (of similar price) reduce vector populations by 70-90%, the cost per disability-adjusted life year averted is 2013 US$ 679-1331 (best estimates) relative to no intervention. Sustained vector control could be highly cost-effective even with less effective technologies (50-70% reduction in vector populations) and in the presence of a highly targeted and low cost immunization strategy using a medium-efficacy vaccine. DISCUSSION: Economic evaluation of the first-ever dengue vaccine is ongoing. However, even under very optimistic assumptions about a highly targeted and low cost immunization strategy, our results suggest that sustained vector control will continue to play an important role in mitigating the impact of environmental change and urbanization on human health. If additional benefits for the control of other Aedes borne diseases, such as Chikungunya, yellow fever and Zika fever are taken into account, the investment case is even stronger. High-burden endemic countries should proceed to map populations to be covered by sustained vector control.",2017-XX-24892,28806786,PLoS Negl Trop Dis,Christopher Fitzpatrick,2017,11 / 8,e0005785,No,28806786,"Christopher Fitzpatrick; Alexander Haines; Mathieu Bangert; Andrew Farlow; Janet Hemingway; Raman Velayudhan; An economic evaluation of vector control in the age of a dengue vaccine, PLoS Negl Trop Dis, 2017 Aug; 11(8):1935-2735; e0005785",DALY,Brazil,Not Stated,"Care Delivery, Environmental, Immunization",Medium efficacy dengue vaccine and medium efficacy vector control vs. Medium efficacy vaccine,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,4309,United States,2013,4787.22
30709,An economic evaluation of vector control in the age of a dengue vaccine,"INTRODUCTION: Dengue is a rapidly emerging vector-borne Neglected Tropical Disease, with a 30-fold increase in the number of cases reported since 1960. The economic cost of the illness is measured in the billions of dollars annually. Environmental change and unplanned urbanization are conspiring to raise the health and economic cost even further beyond the reach of health systems and households. The health-sector response has depended in large part on control of the Aedes aegypti and Ae. albopictus (mosquito) vectors. The cost-effectiveness of the first-ever dengue vaccine remains to be evaluated in the field. In this paper, we examine how it might affect the cost-effectiveness of sustained vector control. METHODS: We employ a dynamic Markov model of the effects of vector control on dengue in both vectors and humans over a 15-year period, in six countries: Brazil, Columbia, Malaysia, Mexico, the Philippines, and Thailand. We evaluate the cost (direct medical costs and control programme costs) and cost-effectiveness of sustained vector control, outbreak response and/or medical case management, in the presence of a (hypothetical) highly targeted and low cost immunization strategy using a (non-hypothetical) medium-efficacy vaccine. RESULTS: Sustained vector control using existing technologies would cost little more than outbreak response, given the associated costs of medical case management. If sustained use of existing or upcoming technologies (of similar price) reduce vector populations by 70-90%, the cost per disability-adjusted life year averted is 2013 US$ 679-1331 (best estimates) relative to no intervention. Sustained vector control could be highly cost-effective even with less effective technologies (50-70% reduction in vector populations) and in the presence of a highly targeted and low cost immunization strategy using a medium-efficacy vaccine. DISCUSSION: Economic evaluation of the first-ever dengue vaccine is ongoing. However, even under very optimistic assumptions about a highly targeted and low cost immunization strategy, our results suggest that sustained vector control will continue to play an important role in mitigating the impact of environmental change and urbanization on human health. If additional benefits for the control of other Aedes borne diseases, such as Chikungunya, yellow fever and Zika fever are taken into account, the investment case is even stronger. High-burden endemic countries should proceed to map populations to be covered by sustained vector control.",2017-XX-24892,28806786,PLoS Negl Trop Dis,Christopher Fitzpatrick,2017,11 / 8,e0005785,No,28806786,"Christopher Fitzpatrick; Alexander Haines; Mathieu Bangert; Andrew Farlow; Janet Hemingway; Raman Velayudhan; An economic evaluation of vector control in the age of a dengue vaccine, PLoS Negl Trop Dis, 2017 Aug; 11(8):1935-2735; e0005785",DALY,Brazil,Not Stated,"Care Delivery, Environmental, Immunization",Medium efficacy vector control vs. Medium efficacy vaccine and medium efficacy vector control,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,-288.55,United States,2013,-320.57
30710,An economic evaluation of vector control in the age of a dengue vaccine,"INTRODUCTION: Dengue is a rapidly emerging vector-borne Neglected Tropical Disease, with a 30-fold increase in the number of cases reported since 1960. The economic cost of the illness is measured in the billions of dollars annually. Environmental change and unplanned urbanization are conspiring to raise the health and economic cost even further beyond the reach of health systems and households. The health-sector response has depended in large part on control of the Aedes aegypti and Ae. albopictus (mosquito) vectors. The cost-effectiveness of the first-ever dengue vaccine remains to be evaluated in the field. In this paper, we examine how it might affect the cost-effectiveness of sustained vector control. METHODS: We employ a dynamic Markov model of the effects of vector control on dengue in both vectors and humans over a 15-year period, in six countries: Brazil, Columbia, Malaysia, Mexico, the Philippines, and Thailand. We evaluate the cost (direct medical costs and control programme costs) and cost-effectiveness of sustained vector control, outbreak response and/or medical case management, in the presence of a (hypothetical) highly targeted and low cost immunization strategy using a (non-hypothetical) medium-efficacy vaccine. RESULTS: Sustained vector control using existing technologies would cost little more than outbreak response, given the associated costs of medical case management. If sustained use of existing or upcoming technologies (of similar price) reduce vector populations by 70-90%, the cost per disability-adjusted life year averted is 2013 US$ 679-1331 (best estimates) relative to no intervention. Sustained vector control could be highly cost-effective even with less effective technologies (50-70% reduction in vector populations) and in the presence of a highly targeted and low cost immunization strategy using a medium-efficacy vaccine. DISCUSSION: Economic evaluation of the first-ever dengue vaccine is ongoing. However, even under very optimistic assumptions about a highly targeted and low cost immunization strategy, our results suggest that sustained vector control will continue to play an important role in mitigating the impact of environmental change and urbanization on human health. If additional benefits for the control of other Aedes borne diseases, such as Chikungunya, yellow fever and Zika fever are taken into account, the investment case is even stronger. High-burden endemic countries should proceed to map populations to be covered by sustained vector control.",2017-XX-24892,28806786,PLoS Negl Trop Dis,Christopher Fitzpatrick,2017,11 / 8,e0005785,No,28806786,"Christopher Fitzpatrick; Alexander Haines; Mathieu Bangert; Andrew Farlow; Janet Hemingway; Raman Velayudhan; An economic evaluation of vector control in the age of a dengue vaccine, PLoS Negl Trop Dis, 2017 Aug; 11(8):1935-2735; e0005785",DALY,Colombia,Not Stated,"Care Delivery, Environmental, Immunization",Medium efficacy dengue vaccine vs. None,Not Stated,Not Stated,6 Years,"Female, Male",Full,,Not Stated,Not Stated,834,United States,2013,926.56
