index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
2101,Cost-effectiveness of a pneumococcal conjugate immunisation program for infants in Switzerland,"OBJECTIVE: To compare projected economic costs and health benefits associated with using pneumococcal conjugate heptavalent vaccine as routine immunisation in healthy children in Switzerland.DESIGN: A cost-utility analysis was performed from both the societal as well as the sickness funds"" perspective.SETTING: Simulated birth cohorts of 80,000 children (the approximate size of a birth cohort in Switzerland) were followed from birth up to age of 5.MAIN OUTCOME MEASURES: Reduction in disease burden, costs of vaccination, cost-utility ratio (cost per quality-adjusted life year (QALY)).RESULTS: With a vaccine coverage of 70% vaccination of newborns only would avert 4 deaths, 8 cases of meningitis, 37 cases of other invasive pneumococcal disease, 150 cases of pneumococcal pneumonia and about 2700 cases of otitis media (OM) per year. The net cost of the vaccination program would be 22 Mio. CHF per year for society and about 19 Mio. CHF for the sickness funds. This results in a cost-utility ratio of 35,700 CHF (approximately 26,300 USD (1)) per QALY from the societal perspective and 39,300 CHF (28,900 USD) per QALY from the sickness funds"" perspective. Additional catch-up vaccination of all infants <24 months in the years after vaccine introduction would result in additional benefits at a cost of 33,600 CHF per additional QALY gained. However, if the catch-up vaccination should include all children <60 months, each additional QALY would be gained at a very high cost (162,000 CHF per additional QALY).CONCLUSIONS: Routine vaccination of healthy infants <2 years in Switzerland can reduce mortality and long term neurologic impairment resulting from invasive pneumococcal disease at a reasonable cost-utility ratio.",2003-01-00674,12804858,Vaccine,Silvia M Ess,2003,21 / 23,3273-81,Yes,12804858,"Silvia M Ess; Urs B Schaad; Alain Gervaix; Seline Pinösch; Thomas D Szucs; Cost-effectiveness of a pneumococcal conjugate immunisation program for infants in Switzerland, Vaccine, 2003-Jul-04; 21(23):1873-2518; 3273-81",QALY,Not Stated,Not Stated,Not Stated,Routine immunisation program using pneumococcal conjugate heptavalent vaccine vs. No vaccination,Not Stated,Not Stated,Not Stated,"Female, Male",Full,Not Stated / None,3.00,Not Stated,35710,Switzerland,2001,30928.83
2102,Cost-effectiveness of PET in the diagnosis of Alzheimer disease,"PURPOSE: To evaluate the cost-effectiveness of positron emission tomography (PET) in the diagnosis of Alzheimer disease (AD) in community-dwelling patients with mild or moderate dementia who present to specialized AD centers. MATERIALS AND METHODS: A decision-analytic model was used to compare costs and quality-adjusted life years (QALYs) associated with strategies involving single photon emission computed tomography (SPECT), dynamic susceptibility-weighted contrast material-enhanced magnetic resonance (MR) imaging, and PET as functional imaging adjuncts to the standard clinical work-up. Sensitivity analyses were performed to examine changes in test characteristics, health-related quality-of-life survey instruments, therapeutic effectiveness, and treatment rules. RESULTS: The use of PET to confirm the results of the standard clinical work-up cost more but yielded fewer benefits than a strategy in which dynamic susceptibility-weighted contrast-enhanced MR imaging was substituted for the typically performed structural computed tomography. This relationship remained stable in scenarios in which standard diagnostic work-up accuracy, drug treatment effectiveness, and version of the Health Utilities Index were altered. Dynamic susceptibility-weighted contrast-enhanced MR imaging cost US dollars 598800 per QALY gained (range, US dollars 74400 to US dollars 1.9 million per QALY), compared with the cost of the standard diagnostic work-up. Treating all patients with dementia was the dominant imaging strategy, except when side effects in patients with non-AD-related dementia were modeled. In all scenarios, SPECT yielded fewer benefits than other strategies at a higher cost. CONCLUSION: PET may have high diagnostic accuracy, but adding it to the standard diagnostic regimen at AD clinics would yield limited, if any, benefits at very high costs.",2003-01-00677,12802006,Radiology,Pamela M McMahon,2003,228 / 2,515-22,No,12802006,"Pamela M McMahon; Sally S Araki; Eileen A Sandberg; Peter J Neumann; G Scott Gazelle; Cost-effectiveness of PET in the diagnosis of Alzheimer disease, Radiology, 2003-Aug; 228(2):0033-8419; 515-22",QALY,Not Stated,Not Stated,Not Stated,Dynamic susceptibility-weighted contrast material-enhanced (DSC) magnetic resonance (MR) imaging vs. Standard clinical workup,Not Stated,Not Stated,Not Stated,"Female, Male",Full,18 Months,3.00,3.00,598800,United States,1999,930228.25
2103,Cost-effectiveness of PET in the diagnosis of Alzheimer disease,"PURPOSE: To evaluate the cost-effectiveness of positron emission tomography (PET) in the diagnosis of Alzheimer disease (AD) in community-dwelling patients with mild or moderate dementia who present to specialized AD centers. MATERIALS AND METHODS: A decision-analytic model was used to compare costs and quality-adjusted life years (QALYs) associated with strategies involving single photon emission computed tomography (SPECT), dynamic susceptibility-weighted contrast material-enhanced magnetic resonance (MR) imaging, and PET as functional imaging adjuncts to the standard clinical work-up. Sensitivity analyses were performed to examine changes in test characteristics, health-related quality-of-life survey instruments, therapeutic effectiveness, and treatment rules. RESULTS: The use of PET to confirm the results of the standard clinical work-up cost more but yielded fewer benefits than a strategy in which dynamic susceptibility-weighted contrast-enhanced MR imaging was substituted for the typically performed structural computed tomography. This relationship remained stable in scenarios in which standard diagnostic work-up accuracy, drug treatment effectiveness, and version of the Health Utilities Index were altered. Dynamic susceptibility-weighted contrast-enhanced MR imaging cost US dollars 598800 per QALY gained (range, US dollars 74400 to US dollars 1.9 million per QALY), compared with the cost of the standard diagnostic work-up. Treating all patients with dementia was the dominant imaging strategy, except when side effects in patients with non-AD-related dementia were modeled. In all scenarios, SPECT yielded fewer benefits than other strategies at a higher cost. CONCLUSION: PET may have high diagnostic accuracy, but adding it to the standard diagnostic regimen at AD clinics would yield limited, if any, benefits at very high costs.",2003-01-00677,12802006,Radiology,Pamela M McMahon,2003,228 / 2,515-22,No,12802006,"Pamela M McMahon; Sally S Araki; Eileen A Sandberg; Peter J Neumann; G Scott Gazelle; Cost-effectiveness of PET in the diagnosis of Alzheimer disease, Radiology, 2003-Aug; 228(2):0033-8419; 515-22",QALY,Not Stated,Not Stated,Not Stated,Fluorine 18 fluorodeoxyglucose (FDG) positron emission tomography (PET) vs. Dynamic susceptibility-weighted contrast material-enhanced (DSC) magnetic resonance (MR) imaging,Not Stated,Not Stated,Not Stated,"Female, Male",Full,18 Months,3.00,3.00,-155000,United States,1999,-240790.55
2104,Cost-effectiveness of PET in the diagnosis of Alzheimer disease,"PURPOSE: To evaluate the cost-effectiveness of positron emission tomography (PET) in the diagnosis of Alzheimer disease (AD) in community-dwelling patients with mild or moderate dementia who present to specialized AD centers. MATERIALS AND METHODS: A decision-analytic model was used to compare costs and quality-adjusted life years (QALYs) associated with strategies involving single photon emission computed tomography (SPECT), dynamic susceptibility-weighted contrast material-enhanced magnetic resonance (MR) imaging, and PET as functional imaging adjuncts to the standard clinical work-up. Sensitivity analyses were performed to examine changes in test characteristics, health-related quality-of-life survey instruments, therapeutic effectiveness, and treatment rules. RESULTS: The use of PET to confirm the results of the standard clinical work-up cost more but yielded fewer benefits than a strategy in which dynamic susceptibility-weighted contrast-enhanced MR imaging was substituted for the typically performed structural computed tomography. This relationship remained stable in scenarios in which standard diagnostic work-up accuracy, drug treatment effectiveness, and version of the Health Utilities Index were altered. Dynamic susceptibility-weighted contrast-enhanced MR imaging cost US dollars 598800 per QALY gained (range, US dollars 74400 to US dollars 1.9 million per QALY), compared with the cost of the standard diagnostic work-up. Treating all patients with dementia was the dominant imaging strategy, except when side effects in patients with non-AD-related dementia were modeled. In all scenarios, SPECT yielded fewer benefits than other strategies at a higher cost. CONCLUSION: PET may have high diagnostic accuracy, but adding it to the standard diagnostic regimen at AD clinics would yield limited, if any, benefits at very high costs.",2003-01-00677,12802006,Radiology,Pamela M McMahon,2003,228 / 2,515-22,No,12802006,"Pamela M McMahon; Sally S Araki; Eileen A Sandberg; Peter J Neumann; G Scott Gazelle; Cost-effectiveness of PET in the diagnosis of Alzheimer disease, Radiology, 2003-Aug; 228(2):0033-8419; 515-22",QALY,Not Stated,Not Stated,Not Stated,Computed single photon emission computed tomography (SPECT) vs. Dynamic susceptibility-weighted contrast material-enhanced (DSC) magnetic resonance (MR) imaging,Not Stated,Not Stated,Not Stated,"Female, Male",Full,18 Months,3.00,3.00,-596875,United States,1999,-927237.79
2105,Cost-effectiveness of PET in the diagnosis of Alzheimer disease,"PURPOSE: To evaluate the cost-effectiveness of positron emission tomography (PET) in the diagnosis of Alzheimer disease (AD) in community-dwelling patients with mild or moderate dementia who present to specialized AD centers. MATERIALS AND METHODS: A decision-analytic model was used to compare costs and quality-adjusted life years (QALYs) associated with strategies involving single photon emission computed tomography (SPECT), dynamic susceptibility-weighted contrast material-enhanced magnetic resonance (MR) imaging, and PET as functional imaging adjuncts to the standard clinical work-up. Sensitivity analyses were performed to examine changes in test characteristics, health-related quality-of-life survey instruments, therapeutic effectiveness, and treatment rules. RESULTS: The use of PET to confirm the results of the standard clinical work-up cost more but yielded fewer benefits than a strategy in which dynamic susceptibility-weighted contrast-enhanced MR imaging was substituted for the typically performed structural computed tomography. This relationship remained stable in scenarios in which standard diagnostic work-up accuracy, drug treatment effectiveness, and version of the Health Utilities Index were altered. Dynamic susceptibility-weighted contrast-enhanced MR imaging cost US dollars 598800 per QALY gained (range, US dollars 74400 to US dollars 1.9 million per QALY), compared with the cost of the standard diagnostic work-up. Treating all patients with dementia was the dominant imaging strategy, except when side effects in patients with non-AD-related dementia were modeled. In all scenarios, SPECT yielded fewer benefits than other strategies at a higher cost. CONCLUSION: PET may have high diagnostic accuracy, but adding it to the standard diagnostic regimen at AD clinics would yield limited, if any, benefits at very high costs.",2003-01-00677,12802006,Radiology,Pamela M McMahon,2003,228 / 2,515-22,No,12802006,"Pamela M McMahon; Sally S Araki; Eileen A Sandberg; Peter J Neumann; G Scott Gazelle; Cost-effectiveness of PET in the diagnosis of Alzheimer disease, Radiology, 2003-Aug; 228(2):0033-8419; 515-22",QALY,Not Stated,Not Stated,Not Stated,Hypothetical perfect exam with sensitivity and specificity of 1.0 vs. Standard clinical workup,Not Stated,Not Stated,Not Stated,"Female, Male",Full,18 Months,3.00,3.00,221100,United States,1999,343476.06
2106,Cost-effectiveness of PET in the diagnosis of Alzheimer disease,"PURPOSE: To evaluate the cost-effectiveness of positron emission tomography (PET) in the diagnosis of Alzheimer disease (AD) in community-dwelling patients with mild or moderate dementia who present to specialized AD centers. MATERIALS AND METHODS: A decision-analytic model was used to compare costs and quality-adjusted life years (QALYs) associated with strategies involving single photon emission computed tomography (SPECT), dynamic susceptibility-weighted contrast material-enhanced magnetic resonance (MR) imaging, and PET as functional imaging adjuncts to the standard clinical work-up. Sensitivity analyses were performed to examine changes in test characteristics, health-related quality-of-life survey instruments, therapeutic effectiveness, and treatment rules. RESULTS: The use of PET to confirm the results of the standard clinical work-up cost more but yielded fewer benefits than a strategy in which dynamic susceptibility-weighted contrast-enhanced MR imaging was substituted for the typically performed structural computed tomography. This relationship remained stable in scenarios in which standard diagnostic work-up accuracy, drug treatment effectiveness, and version of the Health Utilities Index were altered. Dynamic susceptibility-weighted contrast-enhanced MR imaging cost US dollars 598800 per QALY gained (range, US dollars 74400 to US dollars 1.9 million per QALY), compared with the cost of the standard diagnostic work-up. Treating all patients with dementia was the dominant imaging strategy, except when side effects in patients with non-AD-related dementia were modeled. In all scenarios, SPECT yielded fewer benefits than other strategies at a higher cost. CONCLUSION: PET may have high diagnostic accuracy, but adding it to the standard diagnostic regimen at AD clinics would yield limited, if any, benefits at very high costs.",2003-01-00677,12802006,Radiology,Pamela M McMahon,2003,228 / 2,515-22,No,12802006,"Pamela M McMahon; Sally S Araki; Eileen A Sandberg; Peter J Neumann; G Scott Gazelle; Cost-effectiveness of PET in the diagnosis of Alzheimer disease, Radiology, 2003-Aug; 228(2):0033-8419; 515-22",QALY,Not Stated,Not Stated,Not Stated,No imaging and treatment with donepezil hydrochloride (Aricept) for all patients vs. Standard clinical workup,Not Stated,Not Stated,Not Stated,"Female, Male",Full,18 Months,3.00,3.00,141200,United States,1999,219352.42
2107,Cost utility analysis of first-line hormonal therapy in advanced breast cancer: comparison of two aromatase inhibitors to tamoxifen,"Recent randomized clinical trials (RCT) comparing anastrozole (Arimidex) and letrozole (Femara) to tamoxifen in the first-line treatment of postmenopausal women with advanced hormone-sensitive breast cancer have demonstrated that both agents were at least as effective as tamoxifen. In addition, one RCT has revealed significant superiority of letrozole to tamoxifen with regard to tumor response rate and time to progression. Based on the efficacy and toxicity data, anastrozole or letrozole may replace tamoxifen. A cost effectiveness analysis was undertaken to determine whether the new agents are economically acceptable alternatives to tamoxifen. In the absence of a randomized three-arm trial, a decision model was developed to simulate and compare the most common therapeutic outcomes. The clinical data were obtained from a meta analysis of modern (i.e., post-1990) randomized trials. Clinical outcomes data from the various trials were statistically pooled using a random effects model to provide point estimates and 95% confidence intervals. Total hospital resource consumption was collected from the charts of 87 patients with advanced disease who had failed tamoxifen therapy. The model suggested a comparable duration of quality-adjusted progression-free survival between letrozole and anastrozole, both being superior to tamoxifen (179 days vs. 172 days vs. 161 days). Letrozole and anastrozole had overall costs of Can2,883 dollars and 2,847 dollars per patient, respectively, which were marginally higher than tamoxifen at Can2,258 dollars per patient. When the costs and benefits were combined, the data generated an incremental cost per quality-adjusted progression-free year of 12,500 dollars and 19,600 dollars for letrozole and anastrozole, respectively, relative to tamoxifen. Letrozole and anastrozole are both economically acceptable alternatives to tamoxifen in the first-line treatment setting. However, when efficacy and cost effectiveness are considered together, letrozole could be preferentially considered.",2003-01-00682,12796603,Am J Clin Oncol,George Dranitsaris,2003,26 / 3,289-96,No,12796603,"George Dranitsaris; Shailendra Verma; Maureen Trudeau; Cost utility analysis of first-line hormonal therapy in advanced breast cancer: comparison of two aromatase inhibitors to tamoxifen, Am J Clin Oncol, 2003-Jun; 26(3):1537-453X; 289-96",QALY,Not Stated,Not Stated,Not Stated,Letrozole - 2.5 mg daily vs. Tamoxifen - 20mg daily,Not Stated,Not Stated,Not Stated,Female,Full,Not Stated / None,Not Stated,Not Stated,12500,Canada,2003,12587.04
2108,Cost utility analysis of first-line hormonal therapy in advanced breast cancer: comparison of two aromatase inhibitors to tamoxifen,"Recent randomized clinical trials (RCT) comparing anastrozole (Arimidex) and letrozole (Femara) to tamoxifen in the first-line treatment of postmenopausal women with advanced hormone-sensitive breast cancer have demonstrated that both agents were at least as effective as tamoxifen. In addition, one RCT has revealed significant superiority of letrozole to tamoxifen with regard to tumor response rate and time to progression. Based on the efficacy and toxicity data, anastrozole or letrozole may replace tamoxifen. A cost effectiveness analysis was undertaken to determine whether the new agents are economically acceptable alternatives to tamoxifen. In the absence of a randomized three-arm trial, a decision model was developed to simulate and compare the most common therapeutic outcomes. The clinical data were obtained from a meta analysis of modern (i.e., post-1990) randomized trials. Clinical outcomes data from the various trials were statistically pooled using a random effects model to provide point estimates and 95% confidence intervals. Total hospital resource consumption was collected from the charts of 87 patients with advanced disease who had failed tamoxifen therapy. The model suggested a comparable duration of quality-adjusted progression-free survival between letrozole and anastrozole, both being superior to tamoxifen (179 days vs. 172 days vs. 161 days). Letrozole and anastrozole had overall costs of Can2,883 dollars and 2,847 dollars per patient, respectively, which were marginally higher than tamoxifen at Can2,258 dollars per patient. When the costs and benefits were combined, the data generated an incremental cost per quality-adjusted progression-free year of 12,500 dollars and 19,600 dollars for letrozole and anastrozole, respectively, relative to tamoxifen. Letrozole and anastrozole are both economically acceptable alternatives to tamoxifen in the first-line treatment setting. However, when efficacy and cost effectiveness are considered together, letrozole could be preferentially considered.",2003-01-00682,12796603,Am J Clin Oncol,George Dranitsaris,2003,26 / 3,289-96,No,12796603,"George Dranitsaris; Shailendra Verma; Maureen Trudeau; Cost utility analysis of first-line hormonal therapy in advanced breast cancer: comparison of two aromatase inhibitors to tamoxifen, Am J Clin Oncol, 2003-Jun; 26(3):1537-453X; 289-96",QALY,Not Stated,Not Stated,Not Stated,Anastrozole - 1 mg daily vs. Tamoxifen - 20mg daily,Not Stated,Not Stated,Not Stated,Female,Full,Not Stated / None,Not Stated,Not Stated,19600,Canada,2003,19736.47
2109,The cost effectiveness of rofecoxib and celecoxib in patients with osteoarthritis or rheumatoid arthritis,"OBJECTIVE: To evaluate the cost effectiveness of the cyclooxygenase 2 (COX-2) selective nonsteroidal antiinflammatory drug (NSAID) rofecoxib compared with naproxen and the COX-2 NSAID celecoxib compared with ibuprofen and diclofenac. METHODS: Cost-effectiveness analysis based on a 5-year Markov model. Probability estimates were derived from detailed data of 2 randomized trials and a systematic search of the medical literature. Utility estimates were obtained from 60 randomly selected members of the general public. Cost estimates were obtained from Canadian provincial databases. Incremental cost-effectiveness ratios were calculated for patients at average risk of upper gastrointestinal (UGI) events and for high-risk patients with a prior history of a UGI event. Subjects were patients with osteoarthritis or rheumatoid arthritis (RA) where a decision has been made to treat with NSAIDs but who do not require low-dose aspirin. Main outcome measures were proportion of patients with clinical or complicated UGI events, quality-adjusted life expectancy, and life expectancy. RESULTS: Evaluation of rofecoxib versus naproxen in patients with RA at average risk resulted in costs per quality-adjusted life year (QALY) gained of $Can271,188. Celecoxib was dominated by diclofenac in average-risk patients. Both rofecoxib and celecoxib are cost-effective in high-risk patients. Analyses by age groups and assuming a threshold of Can$50,000 per QALY gained, suggest that rofecoxib or celecoxib would be cost-effective in patients aged over 76 and 81, respectively, without additional risk factors. CONCLUSION: Both rofecoxib and celecoxib are economically attractive in high risk and elderly patients. They are not economically attractive in patients at average risk. Coprescription of proton-pump inhibitors with COX-2 NSAIDs is not economically attractive for patients at high risk.",2003-01-00683,12794781,Arthritis Rheum,Andreas Maetzel,2003,49 / 3,283-92,No,12794781,"Andreas Maetzel; Murray Krahn; Gary Naglie; The cost effectiveness of rofecoxib and celecoxib in patients with osteoarthritis or rheumatoid arthritis, Arthritis Rheum, 2003-Jun-15; 49(3):0004-3591; 283-92",QALY,Not Stated,Not Stated,Not Stated,Rofecoxib (COX-2 nonsteroidal antiinflammatory drug) vs. Naproxen (standard nonsteroidal antiinflammatory drug),Not Stated,Not Stated,Not Stated,"Female, Male",Full,5 Years,5.00,5.00,271188,Canada,1999,283595.39
2110,The cost effectiveness of rofecoxib and celecoxib in patients with osteoarthritis or rheumatoid arthritis,"OBJECTIVE: To evaluate the cost effectiveness of the cyclooxygenase 2 (COX-2) selective nonsteroidal antiinflammatory drug (NSAID) rofecoxib compared with naproxen and the COX-2 NSAID celecoxib compared with ibuprofen and diclofenac. METHODS: Cost-effectiveness analysis based on a 5-year Markov model. Probability estimates were derived from detailed data of 2 randomized trials and a systematic search of the medical literature. Utility estimates were obtained from 60 randomly selected members of the general public. Cost estimates were obtained from Canadian provincial databases. Incremental cost-effectiveness ratios were calculated for patients at average risk of upper gastrointestinal (UGI) events and for high-risk patients with a prior history of a UGI event. Subjects were patients with osteoarthritis or rheumatoid arthritis (RA) where a decision has been made to treat with NSAIDs but who do not require low-dose aspirin. Main outcome measures were proportion of patients with clinical or complicated UGI events, quality-adjusted life expectancy, and life expectancy. RESULTS: Evaluation of rofecoxib versus naproxen in patients with RA at average risk resulted in costs per quality-adjusted life year (QALY) gained of $Can271,188. Celecoxib was dominated by diclofenac in average-risk patients. Both rofecoxib and celecoxib are cost-effective in high-risk patients. Analyses by age groups and assuming a threshold of Can$50,000 per QALY gained, suggest that rofecoxib or celecoxib would be cost-effective in patients aged over 76 and 81, respectively, without additional risk factors. CONCLUSION: Both rofecoxib and celecoxib are economically attractive in high risk and elderly patients. They are not economically attractive in patients at average risk. Coprescription of proton-pump inhibitors with COX-2 NSAIDs is not economically attractive for patients at high risk.",2003-01-00683,12794781,Arthritis Rheum,Andreas Maetzel,2003,49 / 3,283-92,No,12794781,"Andreas Maetzel; Murray Krahn; Gary Naglie; The cost effectiveness of rofecoxib and celecoxib in patients with osteoarthritis or rheumatoid arthritis, Arthritis Rheum, 2003-Jun-15; 49(3):0004-3591; 283-92",QALY,Not Stated,Not Stated,Not Stated,Diclofenac (standard nonsteroidal antiinflammatory drug) vs. Ibuprofen (standard nonsteroidal antiinflammatory drug),Not Stated,Not Stated,Not Stated,"Female, Male",Full,5 Years,5.00,5.00,125276,Canada,1999,131007.63
