index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
10801,Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies,"OBJECTIVES: Fecal occult blood testing (FOBT) and sigmoidoscopy are proven to decrease colorectal cancer (CRC) incidence and mortality. Sigmoidoscopy''s benefit is limited to the distal colon. Observational data are conflicting regarding the degree to which colonoscopy affords protection against proximal CRC. Our aim was to explore the comparative effectiveness and cost-effectiveness of colonoscopy vs. sigmoidoscopy and alternative CRC screening strategies in light of the latest published data. METHODS: We performed a contemporary cost-utility analysis using a Markov model validated against data from randomized controlled trials of FOBT and sigmoidoscopy. Persons at average CRC risk within the general US population were modeled. Screening strategies included those recommended by the United States (US) Preventive Services Task Force, including colonoscopy every 10 years (COLO), flexible sigmoidoscopy every 5 years (FS), annual fecal occult blood testing, annual fecal immunochemical testing (FIT), and the combination FS/FIT. The main outcome measures were quality-adjusted life-years (QALYs) and costs. RESULTS: In the base case, FIT dominated other strategies. The advantage of FIT over FS and COLO was contingent on rates of uptake and adherence that are well above current US rates. Compared with FIT, FS and COLO both cost <$50,000/QALY gained when FIT per-cycle adherence was <50%. COLO cost $56,800/QALY gained vs. FS in the base case. COLO cost <$100,000/QALY gained vs. FS when COLO yielded a relative risk of proximal CRC of <0.5 vs. no screening. In probabilistic analyses, COLO was cost-effective vs. FS at a willingness-to-pay threshold of $100,000/QALY gained in 84% of iterations. CONCLUSIONS: Screening colonoscopy may be cost-effective compared with FIT and sigmoidoscopy, depending on the relative rates of screening uptake and adherence and the protective benefit of colonoscopy in the proximal colon. Colonoscopy''s cost-effectiveness compared with sigmoidoscopy is contingent on the ability to deliver ~50% protection against CRC in the proximal colon.",2013-01-10175,23247579,Am J Gastroenterol,Ravi N Sharaf,2013,108 / 1,120-32,No,23247579,"Ravi N Sharaf; Uri Ladabaum; Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies, Am J Gastroenterol, ; 108(1):0002-9270; 120-32",QALY,United States of America,Not Stated,Not Stated,Fecal immunochemical testing (FIT) yearly vs. Fecal occult blood testing (FOBT) yearly,50-80 years,Not Stated,41 Years,Not Stated,Full,30 Years,3.00,3.00,-8365.38,United States,2010,-9928.89
10802,Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies,"OBJECTIVES: Fecal occult blood testing (FOBT) and sigmoidoscopy are proven to decrease colorectal cancer (CRC) incidence and mortality. Sigmoidoscopy''s benefit is limited to the distal colon. Observational data are conflicting regarding the degree to which colonoscopy affords protection against proximal CRC. Our aim was to explore the comparative effectiveness and cost-effectiveness of colonoscopy vs. sigmoidoscopy and alternative CRC screening strategies in light of the latest published data. METHODS: We performed a contemporary cost-utility analysis using a Markov model validated against data from randomized controlled trials of FOBT and sigmoidoscopy. Persons at average CRC risk within the general US population were modeled. Screening strategies included those recommended by the United States (US) Preventive Services Task Force, including colonoscopy every 10 years (COLO), flexible sigmoidoscopy every 5 years (FS), annual fecal occult blood testing, annual fecal immunochemical testing (FIT), and the combination FS/FIT. The main outcome measures were quality-adjusted life-years (QALYs) and costs. RESULTS: In the base case, FIT dominated other strategies. The advantage of FIT over FS and COLO was contingent on rates of uptake and adherence that are well above current US rates. Compared with FIT, FS and COLO both cost <$50,000/QALY gained when FIT per-cycle adherence was <50%. COLO cost $56,800/QALY gained vs. FS in the base case. COLO cost <$100,000/QALY gained vs. FS when COLO yielded a relative risk of proximal CRC of <0.5 vs. no screening. In probabilistic analyses, COLO was cost-effective vs. FS at a willingness-to-pay threshold of $100,000/QALY gained in 84% of iterations. CONCLUSIONS: Screening colonoscopy may be cost-effective compared with FIT and sigmoidoscopy, depending on the relative rates of screening uptake and adherence and the protective benefit of colonoscopy in the proximal colon. Colonoscopy''s cost-effectiveness compared with sigmoidoscopy is contingent on the ability to deliver ~50% protection against CRC in the proximal colon.",2013-01-10175,23247579,Am J Gastroenterol,Ravi N Sharaf,2013,108 / 1,120-32,No,23247579,"Ravi N Sharaf; Uri Ladabaum; Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies, Am J Gastroenterol, ; 108(1):0002-9270; 120-32",QALY,United States of America,Not Stated,Not Stated,Flexible sigmoidoscopy (FS) every 5 years and Fecal immunochemical testing (FIT) every 3 years vs. Fecal occult blood testing (FOBT) yearly,50-80 years,Not Stated,41 Years,Not Stated,Full,30 Years,3.00,3.00,23200,United States,2010,27536.12
10803,Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies,"OBJECTIVES: Fecal occult blood testing (FOBT) and sigmoidoscopy are proven to decrease colorectal cancer (CRC) incidence and mortality. Sigmoidoscopy''s benefit is limited to the distal colon. Observational data are conflicting regarding the degree to which colonoscopy affords protection against proximal CRC. Our aim was to explore the comparative effectiveness and cost-effectiveness of colonoscopy vs. sigmoidoscopy and alternative CRC screening strategies in light of the latest published data. METHODS: We performed a contemporary cost-utility analysis using a Markov model validated against data from randomized controlled trials of FOBT and sigmoidoscopy. Persons at average CRC risk within the general US population were modeled. Screening strategies included those recommended by the United States (US) Preventive Services Task Force, including colonoscopy every 10 years (COLO), flexible sigmoidoscopy every 5 years (FS), annual fecal occult blood testing, annual fecal immunochemical testing (FIT), and the combination FS/FIT. The main outcome measures were quality-adjusted life-years (QALYs) and costs. RESULTS: In the base case, FIT dominated other strategies. The advantage of FIT over FS and COLO was contingent on rates of uptake and adherence that are well above current US rates. Compared with FIT, FS and COLO both cost <$50,000/QALY gained when FIT per-cycle adherence was <50%. COLO cost $56,800/QALY gained vs. FS in the base case. COLO cost <$100,000/QALY gained vs. FS when COLO yielded a relative risk of proximal CRC of <0.5 vs. no screening. In probabilistic analyses, COLO was cost-effective vs. FS at a willingness-to-pay threshold of $100,000/QALY gained in 84% of iterations. CONCLUSIONS: Screening colonoscopy may be cost-effective compared with FIT and sigmoidoscopy, depending on the relative rates of screening uptake and adherence and the protective benefit of colonoscopy in the proximal colon. Colonoscopy''s cost-effectiveness compared with sigmoidoscopy is contingent on the ability to deliver ~50% protection against CRC in the proximal colon.",2013-01-10175,23247579,Am J Gastroenterol,Ravi N Sharaf,2013,108 / 1,120-32,No,23247579,"Ravi N Sharaf; Uri Ladabaum; Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies, Am J Gastroenterol, ; 108(1):0002-9270; 120-32",QALY,United States of America,Not Stated,Not Stated,Colonoscopy every 10 years vs. Flexible sigmoidoscopy (FS) every 5 years,50-80 years,Not Stated,41 Years,Not Stated,Full,30 Years,3.00,3.00,56800,United States,2010,67416.01
10804,Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies,"OBJECTIVES: Fecal occult blood testing (FOBT) and sigmoidoscopy are proven to decrease colorectal cancer (CRC) incidence and mortality. Sigmoidoscopy''s benefit is limited to the distal colon. Observational data are conflicting regarding the degree to which colonoscopy affords protection against proximal CRC. Our aim was to explore the comparative effectiveness and cost-effectiveness of colonoscopy vs. sigmoidoscopy and alternative CRC screening strategies in light of the latest published data. METHODS: We performed a contemporary cost-utility analysis using a Markov model validated against data from randomized controlled trials of FOBT and sigmoidoscopy. Persons at average CRC risk within the general US population were modeled. Screening strategies included those recommended by the United States (US) Preventive Services Task Force, including colonoscopy every 10 years (COLO), flexible sigmoidoscopy every 5 years (FS), annual fecal occult blood testing, annual fecal immunochemical testing (FIT), and the combination FS/FIT. The main outcome measures were quality-adjusted life-years (QALYs) and costs. RESULTS: In the base case, FIT dominated other strategies. The advantage of FIT over FS and COLO was contingent on rates of uptake and adherence that are well above current US rates. Compared with FIT, FS and COLO both cost <$50,000/QALY gained when FIT per-cycle adherence was <50%. COLO cost $56,800/QALY gained vs. FS in the base case. COLO cost <$100,000/QALY gained vs. FS when COLO yielded a relative risk of proximal CRC of <0.5 vs. no screening. In probabilistic analyses, COLO was cost-effective vs. FS at a willingness-to-pay threshold of $100,000/QALY gained in 84% of iterations. CONCLUSIONS: Screening colonoscopy may be cost-effective compared with FIT and sigmoidoscopy, depending on the relative rates of screening uptake and adherence and the protective benefit of colonoscopy in the proximal colon. Colonoscopy''s cost-effectiveness compared with sigmoidoscopy is contingent on the ability to deliver ~50% protection against CRC in the proximal colon.",2013-01-10175,23247579,Am J Gastroenterol,Ravi N Sharaf,2013,108 / 1,120-32,No,23247579,"Ravi N Sharaf; Uri Ladabaum; Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies, Am J Gastroenterol, ; 108(1):0002-9270; 120-32",QALY,United States of America,Not Stated,Not Stated,Fecal immunochemical testing (FIT) yearly vs. Flexible sigmoidoscopy (FS) every 5 years,50-80 years,Not Stated,41 Years,Not Stated,Full,30 Years,3.00,3.00,-35000,United States,2010,-41541.55
10805,Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies,"OBJECTIVES: Fecal occult blood testing (FOBT) and sigmoidoscopy are proven to decrease colorectal cancer (CRC) incidence and mortality. Sigmoidoscopy''s benefit is limited to the distal colon. Observational data are conflicting regarding the degree to which colonoscopy affords protection against proximal CRC. Our aim was to explore the comparative effectiveness and cost-effectiveness of colonoscopy vs. sigmoidoscopy and alternative CRC screening strategies in light of the latest published data. METHODS: We performed a contemporary cost-utility analysis using a Markov model validated against data from randomized controlled trials of FOBT and sigmoidoscopy. Persons at average CRC risk within the general US population were modeled. Screening strategies included those recommended by the United States (US) Preventive Services Task Force, including colonoscopy every 10 years (COLO), flexible sigmoidoscopy every 5 years (FS), annual fecal occult blood testing, annual fecal immunochemical testing (FIT), and the combination FS/FIT. The main outcome measures were quality-adjusted life-years (QALYs) and costs. RESULTS: In the base case, FIT dominated other strategies. The advantage of FIT over FS and COLO was contingent on rates of uptake and adherence that are well above current US rates. Compared with FIT, FS and COLO both cost <$50,000/QALY gained when FIT per-cycle adherence was <50%. COLO cost $56,800/QALY gained vs. FS in the base case. COLO cost <$100,000/QALY gained vs. FS when COLO yielded a relative risk of proximal CRC of <0.5 vs. no screening. In probabilistic analyses, COLO was cost-effective vs. FS at a willingness-to-pay threshold of $100,000/QALY gained in 84% of iterations. CONCLUSIONS: Screening colonoscopy may be cost-effective compared with FIT and sigmoidoscopy, depending on the relative rates of screening uptake and adherence and the protective benefit of colonoscopy in the proximal colon. Colonoscopy''s cost-effectiveness compared with sigmoidoscopy is contingent on the ability to deliver ~50% protection against CRC in the proximal colon.",2013-01-10175,23247579,Am J Gastroenterol,Ravi N Sharaf,2013,108 / 1,120-32,No,23247579,"Ravi N Sharaf; Uri Ladabaum; Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies, Am J Gastroenterol, ; 108(1):0002-9270; 120-32",QALY,United States of America,Not Stated,Not Stated,Flexible sigmoidoscopy (FS) every 5 years and Fecal immunochemical testing (FIT) every 3 years vs. Flexible sigmoidoscopy (FS) every 5 years,50-80 years,Not Stated,41 Years,Not Stated,Full,30 Years,3.00,3.00,6660,United States,2010,7904.76
10806,Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies,"OBJECTIVES: Fecal occult blood testing (FOBT) and sigmoidoscopy are proven to decrease colorectal cancer (CRC) incidence and mortality. Sigmoidoscopy''s benefit is limited to the distal colon. Observational data are conflicting regarding the degree to which colonoscopy affords protection against proximal CRC. Our aim was to explore the comparative effectiveness and cost-effectiveness of colonoscopy vs. sigmoidoscopy and alternative CRC screening strategies in light of the latest published data. METHODS: We performed a contemporary cost-utility analysis using a Markov model validated against data from randomized controlled trials of FOBT and sigmoidoscopy. Persons at average CRC risk within the general US population were modeled. Screening strategies included those recommended by the United States (US) Preventive Services Task Force, including colonoscopy every 10 years (COLO), flexible sigmoidoscopy every 5 years (FS), annual fecal occult blood testing, annual fecal immunochemical testing (FIT), and the combination FS/FIT. The main outcome measures were quality-adjusted life-years (QALYs) and costs. RESULTS: In the base case, FIT dominated other strategies. The advantage of FIT over FS and COLO was contingent on rates of uptake and adherence that are well above current US rates. Compared with FIT, FS and COLO both cost <$50,000/QALY gained when FIT per-cycle adherence was <50%. COLO cost $56,800/QALY gained vs. FS in the base case. COLO cost <$100,000/QALY gained vs. FS when COLO yielded a relative risk of proximal CRC of <0.5 vs. no screening. In probabilistic analyses, COLO was cost-effective vs. FS at a willingness-to-pay threshold of $100,000/QALY gained in 84% of iterations. CONCLUSIONS: Screening colonoscopy may be cost-effective compared with FIT and sigmoidoscopy, depending on the relative rates of screening uptake and adherence and the protective benefit of colonoscopy in the proximal colon. Colonoscopy''s cost-effectiveness compared with sigmoidoscopy is contingent on the ability to deliver ~50% protection against CRC in the proximal colon.",2013-01-10175,23247579,Am J Gastroenterol,Ravi N Sharaf,2013,108 / 1,120-32,No,23247579,"Ravi N Sharaf; Uri Ladabaum; Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies, Am J Gastroenterol, ; 108(1):0002-9270; 120-32",QALY,United States of America,Not Stated,Not Stated,Fecal immunochemical testing (FIT) yearly vs. Colonoscopy every 10 years,50-80 years,Not Stated,41 Years,Not Stated,Full,30 Years,3.00,3.00,-536923.06,United States,2010,-637274.8
10807,Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies,"OBJECTIVES: Fecal occult blood testing (FOBT) and sigmoidoscopy are proven to decrease colorectal cancer (CRC) incidence and mortality. Sigmoidoscopy''s benefit is limited to the distal colon. Observational data are conflicting regarding the degree to which colonoscopy affords protection against proximal CRC. Our aim was to explore the comparative effectiveness and cost-effectiveness of colonoscopy vs. sigmoidoscopy and alternative CRC screening strategies in light of the latest published data. METHODS: We performed a contemporary cost-utility analysis using a Markov model validated against data from randomized controlled trials of FOBT and sigmoidoscopy. Persons at average CRC risk within the general US population were modeled. Screening strategies included those recommended by the United States (US) Preventive Services Task Force, including colonoscopy every 10 years (COLO), flexible sigmoidoscopy every 5 years (FS), annual fecal occult blood testing, annual fecal immunochemical testing (FIT), and the combination FS/FIT. The main outcome measures were quality-adjusted life-years (QALYs) and costs. RESULTS: In the base case, FIT dominated other strategies. The advantage of FIT over FS and COLO was contingent on rates of uptake and adherence that are well above current US rates. Compared with FIT, FS and COLO both cost <$50,000/QALY gained when FIT per-cycle adherence was <50%. COLO cost $56,800/QALY gained vs. FS in the base case. COLO cost <$100,000/QALY gained vs. FS when COLO yielded a relative risk of proximal CRC of <0.5 vs. no screening. In probabilistic analyses, COLO was cost-effective vs. FS at a willingness-to-pay threshold of $100,000/QALY gained in 84% of iterations. CONCLUSIONS: Screening colonoscopy may be cost-effective compared with FIT and sigmoidoscopy, depending on the relative rates of screening uptake and adherence and the protective benefit of colonoscopy in the proximal colon. Colonoscopy''s cost-effectiveness compared with sigmoidoscopy is contingent on the ability to deliver ~50% protection against CRC in the proximal colon.",2013-01-10175,23247579,Am J Gastroenterol,Ravi N Sharaf,2013,108 / 1,120-32,No,23247579,"Ravi N Sharaf; Uri Ladabaum; Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies, Am J Gastroenterol, ; 108(1):0002-9270; 120-32",QALY,United States of America,Not Stated,Not Stated,Flexible sigmoidoscopy (FS) every 5 years and Fecal immunochemical testing (FIT) every 3 years vs. Colonoscopy every 10 years,50-80 years,Not Stated,41 Years,Not Stated,Full,30 Years,3.00,3.00,-130384.62,United States,2010,-154753.7
10808,Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies,"OBJECTIVES: Fecal occult blood testing (FOBT) and sigmoidoscopy are proven to decrease colorectal cancer (CRC) incidence and mortality. Sigmoidoscopy''s benefit is limited to the distal colon. Observational data are conflicting regarding the degree to which colonoscopy affords protection against proximal CRC. Our aim was to explore the comparative effectiveness and cost-effectiveness of colonoscopy vs. sigmoidoscopy and alternative CRC screening strategies in light of the latest published data. METHODS: We performed a contemporary cost-utility analysis using a Markov model validated against data from randomized controlled trials of FOBT and sigmoidoscopy. Persons at average CRC risk within the general US population were modeled. Screening strategies included those recommended by the United States (US) Preventive Services Task Force, including colonoscopy every 10 years (COLO), flexible sigmoidoscopy every 5 years (FS), annual fecal occult blood testing, annual fecal immunochemical testing (FIT), and the combination FS/FIT. The main outcome measures were quality-adjusted life-years (QALYs) and costs. RESULTS: In the base case, FIT dominated other strategies. The advantage of FIT over FS and COLO was contingent on rates of uptake and adherence that are well above current US rates. Compared with FIT, FS and COLO both cost <$50,000/QALY gained when FIT per-cycle adherence was <50%. COLO cost $56,800/QALY gained vs. FS in the base case. COLO cost <$100,000/QALY gained vs. FS when COLO yielded a relative risk of proximal CRC of <0.5 vs. no screening. In probabilistic analyses, COLO was cost-effective vs. FS at a willingness-to-pay threshold of $100,000/QALY gained in 84% of iterations. CONCLUSIONS: Screening colonoscopy may be cost-effective compared with FIT and sigmoidoscopy, depending on the relative rates of screening uptake and adherence and the protective benefit of colonoscopy in the proximal colon. Colonoscopy''s cost-effectiveness compared with sigmoidoscopy is contingent on the ability to deliver ~50% protection against CRC in the proximal colon.",2013-01-10175,23247579,Am J Gastroenterol,Ravi N Sharaf,2013,108 / 1,120-32,No,23247579,"Ravi N Sharaf; Uri Ladabaum; Comparative effectiveness and cost-effectiveness of screening colonoscopy vs. sigmoidoscopy and alternative strategies, Am J Gastroenterol, ; 108(1):0002-9270; 120-32",QALY,United States of America,Not Stated,Not Stated,Flexible sigmoidoscopy (FS) every 5 years and Fecal immunochemical testing (FIT) every 3 years vs. Fecal immunochemical testing (FIT) yearly,50-80 years,Not Stated,41 Years,Not Stated,Full,30 Years,3.00,3.00,271000,United States,2010,321650.31
10809,Cost-utility analysis of nt-probnp-guided multidisciplinary care in chronic heart failure,"OBJECTIVES: A recent randomized, controlled trial in chronic heart failure patients showed that NT-proBNP-guided, intensive patient management (BMC) on top of multidisciplinary care reduced all-cause mortality and heart failure hospitalizations compared with multidisciplinary care (MC) or usual care (UC). We now performed a cost-utility analysis of these interventions from a payer''s perspective. METHODS: Costs related to hospitalizations, ambulatory physician and nurse visits, and NT-proBNP testing for the three management strategies were acquired for both Austria (euro) and Canada ($) and combined with the survival and quality of life data from the clinical trial for cost-effectiveness analysis. Data on long-term survival, costs, and quality-adjusted life-years (QALY) were extrapolated for a 20-year time horizon using a Markov model, which simulated the progression of disease through beta-blocker use, hospitalizations, and mortality. RESULTS: BMC was the most cost-effective strategy as it was dominant (cost-saving with improved health outcome) over both MC and UC based on both Austrian and Canadian costs. Incremental cost-effectiveness ratios for MC relative to UC were euro3,746 and $5,554 per QALY gained for Austrian and Canadian costs, respectively. The probabilities for BMC being the most cost-effective strategy were 92 percent at a threshold value of Austrian euro40,000 and 93 percent at a threshold value of Canadian $50,000. CONCLUSIONS: NT-proBNP-guided, intensive HF patient management in addition to multidisciplinary care not only reduces death and hospitalization but also proves to be cost-effective.",2013-01-10186,23257208,Int J Technol Assess Health Care,Deddo Moertl,2012,29 / 1,1-9,No,23257208,"Deddo Moertl; Sabine Steiner; Doug Coyle; Rudolf Berger; Cost-utility analysis of nt-probnp-guided multidisciplinary care in chronic heart failure, Int J Technol Assess Health Care, ; 29(1):0266-4623; 1-9",QALY,Austria,Not Stated,Not Stated,Intensive patient management (BMC)- amino-terminal pro-B-type natriuretic peptide (NT-proBNP) -guided nurse- and physician led multidisciplinary care vs. Standrd/Usual care,Not Stated,Not Stated,19 Years,Not Stated,Full,20 Years,5.00,5.00,-1136.9,Euro,2010,-1785.84
10810,Cost-utility analysis of nt-probnp-guided multidisciplinary care in chronic heart failure,"OBJECTIVES: A recent randomized, controlled trial in chronic heart failure patients showed that NT-proBNP-guided, intensive patient management (BMC) on top of multidisciplinary care reduced all-cause mortality and heart failure hospitalizations compared with multidisciplinary care (MC) or usual care (UC). We now performed a cost-utility analysis of these interventions from a payer''s perspective. METHODS: Costs related to hospitalizations, ambulatory physician and nurse visits, and NT-proBNP testing for the three management strategies were acquired for both Austria (euro) and Canada ($) and combined with the survival and quality of life data from the clinical trial for cost-effectiveness analysis. Data on long-term survival, costs, and quality-adjusted life-years (QALY) were extrapolated for a 20-year time horizon using a Markov model, which simulated the progression of disease through beta-blocker use, hospitalizations, and mortality. RESULTS: BMC was the most cost-effective strategy as it was dominant (cost-saving with improved health outcome) over both MC and UC based on both Austrian and Canadian costs. Incremental cost-effectiveness ratios for MC relative to UC were euro3,746 and $5,554 per QALY gained for Austrian and Canadian costs, respectively. The probabilities for BMC being the most cost-effective strategy were 92 percent at a threshold value of Austrian euro40,000 and 93 percent at a threshold value of Canadian $50,000. CONCLUSIONS: NT-proBNP-guided, intensive HF patient management in addition to multidisciplinary care not only reduces death and hospitalization but also proves to be cost-effective.",2013-01-10186,23257208,Int J Technol Assess Health Care,Deddo Moertl,2012,29 / 1,1-9,No,23257208,"Deddo Moertl; Sabine Steiner; Doug Coyle; Rudolf Berger; Cost-utility analysis of nt-probnp-guided multidisciplinary care in chronic heart failure, Int J Technol Assess Health Care, ; 29(1):0266-4623; 1-9",QALY,Canada,Not Stated,Not Stated,Intensive patient management (BMC)- amino-terminal pro-B-type natriuretic peptide (NT-proBNP) -guided nurse- and physician led multidisciplinary care vs. Standard/Usual care,Not Stated,Not Stated,19 Years,Not Stated,Full,20 Years,5.00,5.00,-2122.62,Euro,2010,-3334.19
