index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
17001,Cost effectiveness of a targeted age-based West Nile virus vaccination program,"BACKGROUND: West Nile virus (WNV) is the leading cause of domestically-acquired arboviral disease in the United States. Several WNV vaccines are in various stages of development. We estimate the cost-effectiveness of WNV vaccination programs targeting groups at increased risk for severe WNV disease. METHODS: We used a mathematical model to estimate costs and health outcomes of vaccination with WNV vaccine compared to no vaccination among seven cohorts, spaced at 10year intervals from ages 10 to 70years, each followed until 90-years-old. U.S. surveillance data were used to estimate WNV neuroinvasive disease incidence. Data for WNV seroprevalence, acute and long-term care costs of WNV disease patients, quality-adjusted life-years (QALYs), and vaccine characteristics were obtained from published reports. We assumed vaccine efficacy to either last lifelong or for 10years with booster doses given every 10years. RESULTS: There was a statistically significant difference in cost-effectiveness ratios across cohorts in both models and all outcomes assessed (Kruskal-Wallis test p<0.0001). The 60-year-cohort had a mean cost per neuroinvasive disease case prevented of $664,000 and disability averted of $1,421,000 in lifelong model and $882,000 and $1,887,000, respectively in 10-year immunity model; these costs were statistically significantly lower than costs for other cohorts (p<0.0001). Vaccinating 70-year-olds had the lowest cost per death averted in both models at around $4.7 million (95%CI $2-$8 million). Cost per disease case averted was lowest among 40- and 50-year-old cohorts and cost per QALY saved lowest among 60-year cohorts in lifelong immunity model. The models were most sensitive to disease incidence, vaccine cost, and proportion of persons developing disease among infected. CONCLUSIONS: Age-based WNV vaccination program targeting those at higher risk for severe disease is more cost-effective than universal vaccination. Annual variation in WNV disease incidence, QALY weights, and vaccine costs impact the cost effectiveness ratios.",2017-01-23267,28456529,Vaccine,Manjunath B Shankar,2017,35 / 23,3143-3151,Yes,28456529,"Manjunath B Shankar; J Erin Staples; Martin I Meltzer; Marc Fischer; Cost effectiveness of a targeted age-based West Nile virus vaccination program, Vaccine, 2017 May 25; 35(23):1873-2518; 3143-3151",QALY,United States of America,Not Stated,Not Stated,West Nile Virus vaccination: ten years protective immunity vs. None,Not Stated,10 Years,10 Years,"Female, Male",Full,Lifetime,3.00,3.00,2616000,United States,2012,2948899.26
17002,Cost effectiveness of a targeted age-based West Nile virus vaccination program,"BACKGROUND: West Nile virus (WNV) is the leading cause of domestically-acquired arboviral disease in the United States. Several WNV vaccines are in various stages of development. We estimate the cost-effectiveness of WNV vaccination programs targeting groups at increased risk for severe WNV disease. METHODS: We used a mathematical model to estimate costs and health outcomes of vaccination with WNV vaccine compared to no vaccination among seven cohorts, spaced at 10year intervals from ages 10 to 70years, each followed until 90-years-old. U.S. surveillance data were used to estimate WNV neuroinvasive disease incidence. Data for WNV seroprevalence, acute and long-term care costs of WNV disease patients, quality-adjusted life-years (QALYs), and vaccine characteristics were obtained from published reports. We assumed vaccine efficacy to either last lifelong or for 10years with booster doses given every 10years. RESULTS: There was a statistically significant difference in cost-effectiveness ratios across cohorts in both models and all outcomes assessed (Kruskal-Wallis test p<0.0001). The 60-year-cohort had a mean cost per neuroinvasive disease case prevented of $664,000 and disability averted of $1,421,000 in lifelong model and $882,000 and $1,887,000, respectively in 10-year immunity model; these costs were statistically significantly lower than costs for other cohorts (p<0.0001). Vaccinating 70-year-olds had the lowest cost per death averted in both models at around $4.7 million (95%CI $2-$8 million). Cost per disease case averted was lowest among 40- and 50-year-old cohorts and cost per QALY saved lowest among 60-year cohorts in lifelong immunity model. The models were most sensitive to disease incidence, vaccine cost, and proportion of persons developing disease among infected. CONCLUSIONS: Age-based WNV vaccination program targeting those at higher risk for severe disease is more cost-effective than universal vaccination. Annual variation in WNV disease incidence, QALY weights, and vaccine costs impact the cost effectiveness ratios.",2017-01-23267,28456529,Vaccine,Manjunath B Shankar,2017,35 / 23,3143-3151,Yes,28456529,"Manjunath B Shankar; J Erin Staples; Martin I Meltzer; Marc Fischer; Cost effectiveness of a targeted age-based West Nile virus vaccination program, Vaccine, 2017 May 25; 35(23):1873-2518; 3143-3151",QALY,United States of America,Not Stated,Not Stated,West Nile Virus vaccination: ten years protective immunity vs. None,Not Stated,20 Years,20 Years,"Female, Male",Full,Lifetime,3.00,3.00,1942000,United States,2012,2189129.34
17003,Cost effectiveness of a targeted age-based West Nile virus vaccination program,"BACKGROUND: West Nile virus (WNV) is the leading cause of domestically-acquired arboviral disease in the United States. Several WNV vaccines are in various stages of development. We estimate the cost-effectiveness of WNV vaccination programs targeting groups at increased risk for severe WNV disease. METHODS: We used a mathematical model to estimate costs and health outcomes of vaccination with WNV vaccine compared to no vaccination among seven cohorts, spaced at 10year intervals from ages 10 to 70years, each followed until 90-years-old. U.S. surveillance data were used to estimate WNV neuroinvasive disease incidence. Data for WNV seroprevalence, acute and long-term care costs of WNV disease patients, quality-adjusted life-years (QALYs), and vaccine characteristics were obtained from published reports. We assumed vaccine efficacy to either last lifelong or for 10years with booster doses given every 10years. RESULTS: There was a statistically significant difference in cost-effectiveness ratios across cohorts in both models and all outcomes assessed (Kruskal-Wallis test p<0.0001). The 60-year-cohort had a mean cost per neuroinvasive disease case prevented of $664,000 and disability averted of $1,421,000 in lifelong model and $882,000 and $1,887,000, respectively in 10-year immunity model; these costs were statistically significantly lower than costs for other cohorts (p<0.0001). Vaccinating 70-year-olds had the lowest cost per death averted in both models at around $4.7 million (95%CI $2-$8 million). Cost per disease case averted was lowest among 40- and 50-year-old cohorts and cost per QALY saved lowest among 60-year cohorts in lifelong immunity model. The models were most sensitive to disease incidence, vaccine cost, and proportion of persons developing disease among infected. CONCLUSIONS: Age-based WNV vaccination program targeting those at higher risk for severe disease is more cost-effective than universal vaccination. Annual variation in WNV disease incidence, QALY weights, and vaccine costs impact the cost effectiveness ratios.",2017-01-23267,28456529,Vaccine,Manjunath B Shankar,2017,35 / 23,3143-3151,Yes,28456529,"Manjunath B Shankar; J Erin Staples; Martin I Meltzer; Marc Fischer; Cost effectiveness of a targeted age-based West Nile virus vaccination program, Vaccine, 2017 May 25; 35(23):1873-2518; 3143-3151",QALY,United States of America,Not Stated,Not Stated,West Nile Virus vaccination: ten years protective immunity vs. None,Not Stated,30 Years,30 Years,"Female, Male",Full,Lifetime,3.00,3.00,1376000,United States,2012,1551102.97
17004,Cost effectiveness of a targeted age-based West Nile virus vaccination program,"BACKGROUND: West Nile virus (WNV) is the leading cause of domestically-acquired arboviral disease in the United States. Several WNV vaccines are in various stages of development. We estimate the cost-effectiveness of WNV vaccination programs targeting groups at increased risk for severe WNV disease. METHODS: We used a mathematical model to estimate costs and health outcomes of vaccination with WNV vaccine compared to no vaccination among seven cohorts, spaced at 10year intervals from ages 10 to 70years, each followed until 90-years-old. U.S. surveillance data were used to estimate WNV neuroinvasive disease incidence. Data for WNV seroprevalence, acute and long-term care costs of WNV disease patients, quality-adjusted life-years (QALYs), and vaccine characteristics were obtained from published reports. We assumed vaccine efficacy to either last lifelong or for 10years with booster doses given every 10years. RESULTS: There was a statistically significant difference in cost-effectiveness ratios across cohorts in both models and all outcomes assessed (Kruskal-Wallis test p<0.0001). The 60-year-cohort had a mean cost per neuroinvasive disease case prevented of $664,000 and disability averted of $1,421,000 in lifelong model and $882,000 and $1,887,000, respectively in 10-year immunity model; these costs were statistically significantly lower than costs for other cohorts (p<0.0001). Vaccinating 70-year-olds had the lowest cost per death averted in both models at around $4.7 million (95%CI $2-$8 million). Cost per disease case averted was lowest among 40- and 50-year-old cohorts and cost per QALY saved lowest among 60-year cohorts in lifelong immunity model. The models were most sensitive to disease incidence, vaccine cost, and proportion of persons developing disease among infected. CONCLUSIONS: Age-based WNV vaccination program targeting those at higher risk for severe disease is more cost-effective than universal vaccination. Annual variation in WNV disease incidence, QALY weights, and vaccine costs impact the cost effectiveness ratios.",2017-01-23267,28456529,Vaccine,Manjunath B Shankar,2017,35 / 23,3143-3151,Yes,28456529,"Manjunath B Shankar; J Erin Staples; Martin I Meltzer; Marc Fischer; Cost effectiveness of a targeted age-based West Nile virus vaccination program, Vaccine, 2017 May 25; 35(23):1873-2518; 3143-3151",QALY,United States of America,Not Stated,Not Stated,West Nile Virus vaccination: ten years protective immunity vs. None,Not Stated,40 Years,40 Years,"Female, Male",Full,Lifetime,3.00,3.00,960000,United States,2012,1082164.86
17005,Cost effectiveness of a targeted age-based West Nile virus vaccination program,"BACKGROUND: West Nile virus (WNV) is the leading cause of domestically-acquired arboviral disease in the United States. Several WNV vaccines are in various stages of development. We estimate the cost-effectiveness of WNV vaccination programs targeting groups at increased risk for severe WNV disease. METHODS: We used a mathematical model to estimate costs and health outcomes of vaccination with WNV vaccine compared to no vaccination among seven cohorts, spaced at 10year intervals from ages 10 to 70years, each followed until 90-years-old. U.S. surveillance data were used to estimate WNV neuroinvasive disease incidence. Data for WNV seroprevalence, acute and long-term care costs of WNV disease patients, quality-adjusted life-years (QALYs), and vaccine characteristics were obtained from published reports. We assumed vaccine efficacy to either last lifelong or for 10years with booster doses given every 10years. RESULTS: There was a statistically significant difference in cost-effectiveness ratios across cohorts in both models and all outcomes assessed (Kruskal-Wallis test p<0.0001). The 60-year-cohort had a mean cost per neuroinvasive disease case prevented of $664,000 and disability averted of $1,421,000 in lifelong model and $882,000 and $1,887,000, respectively in 10-year immunity model; these costs were statistically significantly lower than costs for other cohorts (p<0.0001). Vaccinating 70-year-olds had the lowest cost per death averted in both models at around $4.7 million (95%CI $2-$8 million). Cost per disease case averted was lowest among 40- and 50-year-old cohorts and cost per QALY saved lowest among 60-year cohorts in lifelong immunity model. The models were most sensitive to disease incidence, vaccine cost, and proportion of persons developing disease among infected. CONCLUSIONS: Age-based WNV vaccination program targeting those at higher risk for severe disease is more cost-effective than universal vaccination. Annual variation in WNV disease incidence, QALY weights, and vaccine costs impact the cost effectiveness ratios.",2017-01-23267,28456529,Vaccine,Manjunath B Shankar,2017,35 / 23,3143-3151,Yes,28456529,"Manjunath B Shankar; J Erin Staples; Martin I Meltzer; Marc Fischer; Cost effectiveness of a targeted age-based West Nile virus vaccination program, Vaccine, 2017 May 25; 35(23):1873-2518; 3143-3151",QALY,United States of America,Not Stated,Not Stated,West Nile Virus vaccination: ten years protective immunity vs. None,Not Stated,50 Years,50 Years,"Female, Male",Full,Lifetime,3.00,3.00,667000,United States,2012,751879.13
17006,Cost effectiveness of a targeted age-based West Nile virus vaccination program,"BACKGROUND: West Nile virus (WNV) is the leading cause of domestically-acquired arboviral disease in the United States. Several WNV vaccines are in various stages of development. We estimate the cost-effectiveness of WNV vaccination programs targeting groups at increased risk for severe WNV disease. METHODS: We used a mathematical model to estimate costs and health outcomes of vaccination with WNV vaccine compared to no vaccination among seven cohorts, spaced at 10year intervals from ages 10 to 70years, each followed until 90-years-old. U.S. surveillance data were used to estimate WNV neuroinvasive disease incidence. Data for WNV seroprevalence, acute and long-term care costs of WNV disease patients, quality-adjusted life-years (QALYs), and vaccine characteristics were obtained from published reports. We assumed vaccine efficacy to either last lifelong or for 10years with booster doses given every 10years. RESULTS: There was a statistically significant difference in cost-effectiveness ratios across cohorts in both models and all outcomes assessed (Kruskal-Wallis test p<0.0001). The 60-year-cohort had a mean cost per neuroinvasive disease case prevented of $664,000 and disability averted of $1,421,000 in lifelong model and $882,000 and $1,887,000, respectively in 10-year immunity model; these costs were statistically significantly lower than costs for other cohorts (p<0.0001). Vaccinating 70-year-olds had the lowest cost per death averted in both models at around $4.7 million (95%CI $2-$8 million). Cost per disease case averted was lowest among 40- and 50-year-old cohorts and cost per QALY saved lowest among 60-year cohorts in lifelong immunity model. The models were most sensitive to disease incidence, vaccine cost, and proportion of persons developing disease among infected. CONCLUSIONS: Age-based WNV vaccination program targeting those at higher risk for severe disease is more cost-effective than universal vaccination. Annual variation in WNV disease incidence, QALY weights, and vaccine costs impact the cost effectiveness ratios.",2017-01-23267,28456529,Vaccine,Manjunath B Shankar,2017,35 / 23,3143-3151,Yes,28456529,"Manjunath B Shankar; J Erin Staples; Martin I Meltzer; Marc Fischer; Cost effectiveness of a targeted age-based West Nile virus vaccination program, Vaccine, 2017 May 25; 35(23):1873-2518; 3143-3151",QALY,United States of America,Not Stated,Not Stated,West Nile Virus vaccination: ten years protective immunity vs. None,Not Stated,60 Years,60 Years,"Female, Male",Full,Lifetime,3.00,3.00,479000,United States,2012,539955.18
17007,Cost effectiveness of a targeted age-based West Nile virus vaccination program,"BACKGROUND: West Nile virus (WNV) is the leading cause of domestically-acquired arboviral disease in the United States. Several WNV vaccines are in various stages of development. We estimate the cost-effectiveness of WNV vaccination programs targeting groups at increased risk for severe WNV disease. METHODS: We used a mathematical model to estimate costs and health outcomes of vaccination with WNV vaccine compared to no vaccination among seven cohorts, spaced at 10year intervals from ages 10 to 70years, each followed until 90-years-old. U.S. surveillance data were used to estimate WNV neuroinvasive disease incidence. Data for WNV seroprevalence, acute and long-term care costs of WNV disease patients, quality-adjusted life-years (QALYs), and vaccine characteristics were obtained from published reports. We assumed vaccine efficacy to either last lifelong or for 10years with booster doses given every 10years. RESULTS: There was a statistically significant difference in cost-effectiveness ratios across cohorts in both models and all outcomes assessed (Kruskal-Wallis test p<0.0001). The 60-year-cohort had a mean cost per neuroinvasive disease case prevented of $664,000 and disability averted of $1,421,000 in lifelong model and $882,000 and $1,887,000, respectively in 10-year immunity model; these costs were statistically significantly lower than costs for other cohorts (p<0.0001). Vaccinating 70-year-olds had the lowest cost per death averted in both models at around $4.7 million (95%CI $2-$8 million). Cost per disease case averted was lowest among 40- and 50-year-old cohorts and cost per QALY saved lowest among 60-year cohorts in lifelong immunity model. The models were most sensitive to disease incidence, vaccine cost, and proportion of persons developing disease among infected. CONCLUSIONS: Age-based WNV vaccination program targeting those at higher risk for severe disease is more cost-effective than universal vaccination. Annual variation in WNV disease incidence, QALY weights, and vaccine costs impact the cost effectiveness ratios.",2017-01-23267,28456529,Vaccine,Manjunath B Shankar,2017,35 / 23,3143-3151,Yes,28456529,"Manjunath B Shankar; J Erin Staples; Martin I Meltzer; Marc Fischer; Cost effectiveness of a targeted age-based West Nile virus vaccination program, Vaccine, 2017 May 25; 35(23):1873-2518; 3143-3151",QALY,United States of America,Not Stated,Not Stated,West Nile Virus vaccination: ten years protective immunity vs. None,Not Stated,70 Years,70 Years,"Female, Male",Full,Lifetime,3.00,3.00,488000,United States,2012,550100.47
17008,Cost-effectiveness of ceftolozane/tazobactam compared with piperacillin/tazobactam as empiric therapy based on the in-vitro surveillance of bacterial isolates in the United States for the treatment of complicated urinary tract infections,"BACKGROUND: A challenge in the empiric treatment of complicated urinary tract infection (cUTI) is identifying the initial appropriate antibiotic therapy (IAAT), which is associated with reduced length of stay and mortality compared with initial inappropriate antibiotic therapy (IIAT). We evaluated the cost-effectiveness of ceftolozane/tazobactam compared with piperacillin/tazobactam (one of the standard of care antibiotics), for the treatment of hospitalized patients with cUTI. METHODS: A decision-analytic Monte Carlo simulation model was developed to compare the costs and effectiveness of empiric treatment with either ceftolozane/tazobactam or piperacillin/tazobactam in hospitalized adult patients with cUTI infected with Gram-negative pathogens in the US. The model applies the baseline prevalence of resistance as reported by national in-vitro surveillance data. RESULTS: In a cohort of 1000 patients, treatment with ceftolozane/tazobactam resulted in higher total costs compared with piperacillin/tazobactam ($36,413 /patient vs. $36,028/patient, respectively), greater quality-adjusted life years (QALYs) (9.19/patient vs. 9.13/patient, respectively) and an incremental cost-effectiveness ratio (ICER) of $6128/QALY. Ceftolozane/tazobactam remained cost-effective at a willingness to pay of $100,000 per QALY compared to piperacillin/tazobactam over a range of input parameter values during one-way and probabilistic sensitivity analysis. CONCLUSIONS: Model results show that ceftolozane/tazobactam is likely to be cost-effective compared with piperacillin/tazobactam for the empiric treatment of hospitalized cUTI patients in the United States.",2017-01-23276,28454524,BMC Infect Dis,Teresa L Kauf,2017,17 / 1,314,No,28454524,"Teresa L Kauf; Vimalanand S Prabhu; Goran Medic; Rebekah H Borse; Benjamin Miller; Jennifer Gaultney; Shuvayu S Sen; Anirban Basu; Cost-effectiveness of ceftolozane/tazobactam compared with piperacillin/tazobactam as empiric therapy based on the in-vitro surveillance of bacterial isolates in the United States for the treatment of complicated urinary tract infections, BMC Infect Dis, 2017 May 02; 17(1):1471-2334; 314",QALY,United States of America,Not Stated,Not Stated,ceftolozane/tazobactam vs. Standard/Usual Care- piperacillin/tazobactam,Hospitalized patients with complicated urinary tract infection (cUTI),Not Stated,18 Years,"Female, Male",Full,Lifetime,3.00,3.00,6128,United States,2015,6691.48
17009,Cost-Effectiveness of Exenatide twice daily versus Insulin Glargine as add-on Therapy to Oral Anti-diabetic Agents in Type 2 Diabetes in China,"AIMS: This study aimed to estimate long-term cost-effectiveness of exenatide twice daily (EBID) versus insulin glargine once daily (IGQD) as add-on therapy to oral anti-diabetic agents (OADs) for Chinese patients with type 2 diabetes (T2DM). MATERIALS AND METHODS: Cardiff Diabetes Model was used to simulate disease progression and estimate long-term effects of EBID versus IGQD. Model-required patient profiles and treatment effects were obtained from literature reviews (English and Chinese databases) and meta-analysis of eight randomized clinical trials comparing EBID versus IGQD add-on to OADs for T2DM in China. Medical expenditure were mainly collected from 639 T2DM patients (>/=18 years) with and without complications incurred between 1/1/2014 and 12/31/2015 from claims databases in Shandong, China. From payers'' perspective, costs (2014 Chinese Yuan, yen) and benefits were estimated over 40 years at discount rate of 3%. A series of sensitivity analyses were performed. RESULTS: Patients on EBID+OAD had lower predicted incidences of most cardiovascular events and hypoglycemia events and lower total costs compared with those on IGQD+OAD. There were increased numbers of quality adjusted life years (QALY; 1.94) at a cost saving of yen117706 gained with EBID versus IGQD (i.e. cost saving of yen60764/QALY) per patient. CONCLUSIONS: In Chinese T2DM patients inadequately controlled by OADs, EBID is a cost-effective add-on therapy alternative compared with IGQD, which may address an excess of medical needs attributed to weight gain and hypoglycemia in T2DM treatment.",2017-01-23278,28452095,Diabetes Obes Metab,Shuyan Gu,2017,/,,No,28452095,"Shuyan Gu; Xiaoyong Wang; Qing Qiao; Weiguo Gao; Jian Wang; Hengjin Dong; Cost-Effectiveness of Exenatide twice daily versus Insulin Glargine as add-on Therapy to Oral Anti-diabetic Agents in Type 2 Diabetes in China, Diabetes Obes Metab, 2017 Apr 28; ():1462-8902",QALY,China,Not Stated,Not Stated,"Exenatide, twice daily, and oral antidiabetic drug vs. Standard/Usual Care- Insulin glargine, once daily, and oral antidiabetic drug","Patients ""who met one of the diagnostic criteria for diabetes based on fasting plasma glucose of =7.0 mmol/L, and/or 2-hour postprandial plasma glucose of =11.1 mmol/L or repeat glucose testing"" and ""failed to achieve glycaemic control on an OAD-based therapy regimen""",Not Stated,18 Years,"Female, Male",Full,40 Years,3.00,3.00,-60673.2,China,2014,-10765.52
17010,Cost-effectiveness of Ingenol Mebutate Gel for the Treatment of Actinic Keratosis in Greece,"PURPOSE: The present study aimed to perform a cost-effectiveness analysis of ingenol mebutate (IM) versus other topical alternatives for the treatment of actinic keratosis (AK). METHODS: The analysis used a decision tree to calculate the clinical effects and costs of AK first-line treatments, IM (2-3 days), diclofenac 3% (for 8 or 12 weeks), imiquimod 5% (for 4 or 8 weeks), during a 24-month horizon, using discrete intervals of 6 months. A hypothetical cohort of immunocompetent adult patients with clinically confirmed AK on the face and scalp or trunk and extremities was considered. Clinical data on the relative efficacy were obtained from a network meta-analysis. Inputs concerning resource use derived from an expert panel. All costs were calculated from a Greek third-party payer perspective. FINDINGS: IM 0.015% and 0.05% were both cost-effective compared with diclofenac and below a willingness-to-pay threshold of euro30,000 per quality-adjusted life-year (QALY) (euro199 and euro167 per QALY, respectively). Comparing IM on the face and scalp AK lesions for 3 days versus imiquimod for 4 weeks resulted in an incremental cost-effectiveness ratio of euro10,868 per QALY. IM was dominant during the 8-week imiquimod period. IM use on the trunk and extremities compared with diclofenac (8 or 12 weeks) led to incremental cost-effectiveness ratios estimated at euro1584 and euro1316 per QALY accordingly. Results remained robust to deterministic and probabilistic sensitivity analyses. IMPLICATIONS: From a social insurance perspective in Greece, IM 0.015% and IM 0.05% could be the most cost-effective first-line topical field treatment options in all cases for AK treatment.",2017-01-23282,28449867,Clin Ther,Kostas Athanasakis,2017,/,,Yes,28449867,"Kostas Athanasakis; Nadia Boubouchairopoulou; Filippos Tarantilis; Vasiliki Tsiantou; Stathis Kontodimas; John Kyriopoulos; Cost-effectiveness of Ingenol Mebutate Gel for the Treatment of Actinic Keratosis in Greece, Clin Ther, 2017 Apr 24; ():1879-114X",QALY,Greece,Not Stated,Not Stated,Ingenol mebutate (0.015%) vs. Diclofenac 3% (8 weeks),Not Stated,Not Stated,61 Years,"Female, Male",Full,2 Years,3.50,3.50,199,Euro,2016,237.46
