index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
20401,Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand,"OBJECTIVES: The cost-effectiveness of low-dose computed tomography (LDCT) screening for lung cancer is uncertain. This study estimated the health gains, costs (net health system, and including ''unrelated'') and cost-effectiveness of biennial LDCT screening among 55-74 years olds with a smoking history of at least 30 pack years, and (if a former smoker) having quit within last 15 years, in New Zealand. METHODS: We used a macrosimulation stage shift model with New Zealand-specific lung cancer incidence rates and intervention parameters from the National Lung Screening Trial, a health system perspective, and a lifetime horizon for quality-adjusted life-years (QALYs) and costs discounted at 3% per annum. We also examined heterogeneity by gender, ethnicity (Maori (indigenous population) versus non-Maori), age and current versus ex-smoking status. RESULTS AND CONCLUSION: We estimated 0.037 QALYs gained (95% uncertainty interval (UI) 0.024-0.053) per eligible participant, at a cost of US$3606 ($2689-4681). The overall incremental cost effectiveness ratio (ICER) was US$104,000 per QALY gained (95% UI US$59,000-US$175,000). The cost-effectiveness varied moderately by socio-demographics, with the ''best'' ICER being US$52,000 for 70-74 year old Maori females and the ''worst'' ICER being US$142,000 for 55-59 year old non-Maori females. The ICER varied little by current smoking status, due to higher competing mortality risk limiting QALY gains for current smokers. The two scenarios that lowered the ICER the most were increasing the screening uptake to 100% (ICER=US$50,000 per QALY), and improving the sensitivity (from 93.8%-98%) and specificity (from 73.4%-95%) of the screening test (ICER=US$42,000 per QALY). Based on a threshold of GDP per capita per QALY gained (i.e. US$30,000), LDCT screening for lung cancer is unlikely to be cost-effective in New Zealand for any sociodemographic group.",2018-01-28859,30268467,Lung Cancer,Richard Jaine,2018,124 /,233-240,No,30268467,"Richard Jaine; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand, Lung Cancer, 2018 Oct; 124():0169-5002; 233-240",QALY,New Zealand,Not Stated,Screening,Low-dose computed tomography screening for lung cancer vs. No screening,"Maori population (total population); smoking history of at least 30 pack years, or (if a former smoker) having quit within last 15 years",69 Years,65 Years,Female,Full,Lifetime,3.00,3.00,84000,New Zealand,2011,122252.33
20402,Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand,"OBJECTIVES: The cost-effectiveness of low-dose computed tomography (LDCT) screening for lung cancer is uncertain. This study estimated the health gains, costs (net health system, and including ''unrelated'') and cost-effectiveness of biennial LDCT screening among 55-74 years olds with a smoking history of at least 30 pack years, and (if a former smoker) having quit within last 15 years, in New Zealand. METHODS: We used a macrosimulation stage shift model with New Zealand-specific lung cancer incidence rates and intervention parameters from the National Lung Screening Trial, a health system perspective, and a lifetime horizon for quality-adjusted life-years (QALYs) and costs discounted at 3% per annum. We also examined heterogeneity by gender, ethnicity (Maori (indigenous population) versus non-Maori), age and current versus ex-smoking status. RESULTS AND CONCLUSION: We estimated 0.037 QALYs gained (95% uncertainty interval (UI) 0.024-0.053) per eligible participant, at a cost of US$3606 ($2689-4681). The overall incremental cost effectiveness ratio (ICER) was US$104,000 per QALY gained (95% UI US$59,000-US$175,000). The cost-effectiveness varied moderately by socio-demographics, with the ''best'' ICER being US$52,000 for 70-74 year old Maori females and the ''worst'' ICER being US$142,000 for 55-59 year old non-Maori females. The ICER varied little by current smoking status, due to higher competing mortality risk limiting QALY gains for current smokers. The two scenarios that lowered the ICER the most were increasing the screening uptake to 100% (ICER=US$50,000 per QALY), and improving the sensitivity (from 93.8%-98%) and specificity (from 73.4%-95%) of the screening test (ICER=US$42,000 per QALY). Based on a threshold of GDP per capita per QALY gained (i.e. US$30,000), LDCT screening for lung cancer is unlikely to be cost-effective in New Zealand for any sociodemographic group.",2018-01-28859,30268467,Lung Cancer,Richard Jaine,2018,124 /,233-240,No,30268467,"Richard Jaine; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand, Lung Cancer, 2018 Oct; 124():0169-5002; 233-240",QALY,New Zealand,Not Stated,Screening,Low-dose computed tomography screening for lung cancer vs. No screening,"Non-Maori population (total population); smoking history of at least 30 pack years, or (if a former smoker) having quit within last 15 years",69 Years,65 Years,Female,Full,Lifetime,3.00,3.00,157000,New Zealand,2011,228495.43
20403,Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand,"OBJECTIVES: The cost-effectiveness of low-dose computed tomography (LDCT) screening for lung cancer is uncertain. This study estimated the health gains, costs (net health system, and including ''unrelated'') and cost-effectiveness of biennial LDCT screening among 55-74 years olds with a smoking history of at least 30 pack years, and (if a former smoker) having quit within last 15 years, in New Zealand. METHODS: We used a macrosimulation stage shift model with New Zealand-specific lung cancer incidence rates and intervention parameters from the National Lung Screening Trial, a health system perspective, and a lifetime horizon for quality-adjusted life-years (QALYs) and costs discounted at 3% per annum. We also examined heterogeneity by gender, ethnicity (Maori (indigenous population) versus non-Maori), age and current versus ex-smoking status. RESULTS AND CONCLUSION: We estimated 0.037 QALYs gained (95% uncertainty interval (UI) 0.024-0.053) per eligible participant, at a cost of US$3606 ($2689-4681). The overall incremental cost effectiveness ratio (ICER) was US$104,000 per QALY gained (95% UI US$59,000-US$175,000). The cost-effectiveness varied moderately by socio-demographics, with the ''best'' ICER being US$52,000 for 70-74 year old Maori females and the ''worst'' ICER being US$142,000 for 55-59 year old non-Maori females. The ICER varied little by current smoking status, due to higher competing mortality risk limiting QALY gains for current smokers. The two scenarios that lowered the ICER the most were increasing the screening uptake to 100% (ICER=US$50,000 per QALY), and improving the sensitivity (from 93.8%-98%) and specificity (from 73.4%-95%) of the screening test (ICER=US$42,000 per QALY). Based on a threshold of GDP per capita per QALY gained (i.e. US$30,000), LDCT screening for lung cancer is unlikely to be cost-effective in New Zealand for any sociodemographic group.",2018-01-28859,30268467,Lung Cancer,Richard Jaine,2018,124 /,233-240,No,30268467,"Richard Jaine; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand, Lung Cancer, 2018 Oct; 124():0169-5002; 233-240",QALY,New Zealand,Not Stated,Screening,Low-dose computed tomography screening for lung cancer vs. No screening,"Maori population (total population); smoking history of at least 30 pack years, or (if a former smoker) having quit within last 15 years",74 Years,70 Years,Male,Full,Lifetime,3.00,3.00,90000,New Zealand,2011,130984.64
20404,Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand,"OBJECTIVES: The cost-effectiveness of low-dose computed tomography (LDCT) screening for lung cancer is uncertain. This study estimated the health gains, costs (net health system, and including ''unrelated'') and cost-effectiveness of biennial LDCT screening among 55-74 years olds with a smoking history of at least 30 pack years, and (if a former smoker) having quit within last 15 years, in New Zealand. METHODS: We used a macrosimulation stage shift model with New Zealand-specific lung cancer incidence rates and intervention parameters from the National Lung Screening Trial, a health system perspective, and a lifetime horizon for quality-adjusted life-years (QALYs) and costs discounted at 3% per annum. We also examined heterogeneity by gender, ethnicity (Maori (indigenous population) versus non-Maori), age and current versus ex-smoking status. RESULTS AND CONCLUSION: We estimated 0.037 QALYs gained (95% uncertainty interval (UI) 0.024-0.053) per eligible participant, at a cost of US$3606 ($2689-4681). The overall incremental cost effectiveness ratio (ICER) was US$104,000 per QALY gained (95% UI US$59,000-US$175,000). The cost-effectiveness varied moderately by socio-demographics, with the ''best'' ICER being US$52,000 for 70-74 year old Maori females and the ''worst'' ICER being US$142,000 for 55-59 year old non-Maori females. The ICER varied little by current smoking status, due to higher competing mortality risk limiting QALY gains for current smokers. The two scenarios that lowered the ICER the most were increasing the screening uptake to 100% (ICER=US$50,000 per QALY), and improving the sensitivity (from 93.8%-98%) and specificity (from 73.4%-95%) of the screening test (ICER=US$42,000 per QALY). Based on a threshold of GDP per capita per QALY gained (i.e. US$30,000), LDCT screening for lung cancer is unlikely to be cost-effective in New Zealand for any sociodemographic group.",2018-01-28859,30268467,Lung Cancer,Richard Jaine,2018,124 /,233-240,No,30268467,"Richard Jaine; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand, Lung Cancer, 2018 Oct; 124():0169-5002; 233-240",QALY,New Zealand,Not Stated,Screening,Low-dose computed tomography screening for lung cancer vs. No screening,"Non-Maori population (total population); smoking history of at least 30 pack years, or (if a former smoker) having quit within last 15 years",74 Years,70 Years,Male,Full,Lifetime,3.00,3.00,138000,New Zealand,2011,200843.12
20405,Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand,"OBJECTIVES: The cost-effectiveness of low-dose computed tomography (LDCT) screening for lung cancer is uncertain. This study estimated the health gains, costs (net health system, and including ''unrelated'') and cost-effectiveness of biennial LDCT screening among 55-74 years olds with a smoking history of at least 30 pack years, and (if a former smoker) having quit within last 15 years, in New Zealand. METHODS: We used a macrosimulation stage shift model with New Zealand-specific lung cancer incidence rates and intervention parameters from the National Lung Screening Trial, a health system perspective, and a lifetime horizon for quality-adjusted life-years (QALYs) and costs discounted at 3% per annum. We also examined heterogeneity by gender, ethnicity (Maori (indigenous population) versus non-Maori), age and current versus ex-smoking status. RESULTS AND CONCLUSION: We estimated 0.037 QALYs gained (95% uncertainty interval (UI) 0.024-0.053) per eligible participant, at a cost of US$3606 ($2689-4681). The overall incremental cost effectiveness ratio (ICER) was US$104,000 per QALY gained (95% UI US$59,000-US$175,000). The cost-effectiveness varied moderately by socio-demographics, with the ''best'' ICER being US$52,000 for 70-74 year old Maori females and the ''worst'' ICER being US$142,000 for 55-59 year old non-Maori females. The ICER varied little by current smoking status, due to higher competing mortality risk limiting QALY gains for current smokers. The two scenarios that lowered the ICER the most were increasing the screening uptake to 100% (ICER=US$50,000 per QALY), and improving the sensitivity (from 93.8%-98%) and specificity (from 73.4%-95%) of the screening test (ICER=US$42,000 per QALY). Based on a threshold of GDP per capita per QALY gained (i.e. US$30,000), LDCT screening for lung cancer is unlikely to be cost-effective in New Zealand for any sociodemographic group.",2018-01-28859,30268467,Lung Cancer,Richard Jaine,2018,124 /,233-240,No,30268467,"Richard Jaine; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand, Lung Cancer, 2018 Oct; 124():0169-5002; 233-240",QALY,New Zealand,Not Stated,Screening,Low-dose computed tomography screening for lung cancer vs. No screening,"Maori population (total population); smoking history of at least 30 pack years, or (if a former smoker) having quit within last 15 years",74 Years,70 Years,Female,Full,Lifetime,3.00,3.00,77000,New Zealand,2011,112064.64
20406,Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand,"OBJECTIVES: The cost-effectiveness of low-dose computed tomography (LDCT) screening for lung cancer is uncertain. This study estimated the health gains, costs (net health system, and including ''unrelated'') and cost-effectiveness of biennial LDCT screening among 55-74 years olds with a smoking history of at least 30 pack years, and (if a former smoker) having quit within last 15 years, in New Zealand. METHODS: We used a macrosimulation stage shift model with New Zealand-specific lung cancer incidence rates and intervention parameters from the National Lung Screening Trial, a health system perspective, and a lifetime horizon for quality-adjusted life-years (QALYs) and costs discounted at 3% per annum. We also examined heterogeneity by gender, ethnicity (Maori (indigenous population) versus non-Maori), age and current versus ex-smoking status. RESULTS AND CONCLUSION: We estimated 0.037 QALYs gained (95% uncertainty interval (UI) 0.024-0.053) per eligible participant, at a cost of US$3606 ($2689-4681). The overall incremental cost effectiveness ratio (ICER) was US$104,000 per QALY gained (95% UI US$59,000-US$175,000). The cost-effectiveness varied moderately by socio-demographics, with the ''best'' ICER being US$52,000 for 70-74 year old Maori females and the ''worst'' ICER being US$142,000 for 55-59 year old non-Maori females. The ICER varied little by current smoking status, due to higher competing mortality risk limiting QALY gains for current smokers. The two scenarios that lowered the ICER the most were increasing the screening uptake to 100% (ICER=US$50,000 per QALY), and improving the sensitivity (from 93.8%-98%) and specificity (from 73.4%-95%) of the screening test (ICER=US$42,000 per QALY). Based on a threshold of GDP per capita per QALY gained (i.e. US$30,000), LDCT screening for lung cancer is unlikely to be cost-effective in New Zealand for any sociodemographic group.",2018-01-28859,30268467,Lung Cancer,Richard Jaine,2018,124 /,233-240,No,30268467,"Richard Jaine; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand, Lung Cancer, 2018 Oct; 124():0169-5002; 233-240",QALY,New Zealand,Not Stated,Screening,Low-dose computed tomography screening for lung cancer vs. No screening,"Non-Maori population (total population); smoking history of at least 30 pack years, or (if a former smoker) having quit within last 15 years",74 Years,70 Years,Female,Full,Lifetime,3.00,3.00,139000,New Zealand,2011,202298.5
20407,Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand,"OBJECTIVES: The cost-effectiveness of low-dose computed tomography (LDCT) screening for lung cancer is uncertain. This study estimated the health gains, costs (net health system, and including ''unrelated'') and cost-effectiveness of biennial LDCT screening among 55-74 years olds with a smoking history of at least 30 pack years, and (if a former smoker) having quit within last 15 years, in New Zealand. METHODS: We used a macrosimulation stage shift model with New Zealand-specific lung cancer incidence rates and intervention parameters from the National Lung Screening Trial, a health system perspective, and a lifetime horizon for quality-adjusted life-years (QALYs) and costs discounted at 3% per annum. We also examined heterogeneity by gender, ethnicity (Maori (indigenous population) versus non-Maori), age and current versus ex-smoking status. RESULTS AND CONCLUSION: We estimated 0.037 QALYs gained (95% uncertainty interval (UI) 0.024-0.053) per eligible participant, at a cost of US$3606 ($2689-4681). The overall incremental cost effectiveness ratio (ICER) was US$104,000 per QALY gained (95% UI US$59,000-US$175,000). The cost-effectiveness varied moderately by socio-demographics, with the ''best'' ICER being US$52,000 for 70-74 year old Maori females and the ''worst'' ICER being US$142,000 for 55-59 year old non-Maori females. The ICER varied little by current smoking status, due to higher competing mortality risk limiting QALY gains for current smokers. The two scenarios that lowered the ICER the most were increasing the screening uptake to 100% (ICER=US$50,000 per QALY), and improving the sensitivity (from 93.8%-98%) and specificity (from 73.4%-95%) of the screening test (ICER=US$42,000 per QALY). Based on a threshold of GDP per capita per QALY gained (i.e. US$30,000), LDCT screening for lung cancer is unlikely to be cost-effective in New Zealand for any sociodemographic group.",2018-01-28859,30268467,Lung Cancer,Richard Jaine,2018,124 /,233-240,No,30268467,"Richard Jaine; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand, Lung Cancer, 2018 Oct; 124():0169-5002; 233-240",QALY,New Zealand,Not Stated,Screening,Low-dose computed tomography screening for lung cancer vs. No screening,Maori population; current smokers (smoking history of at least 30 pack years),59 Years,55 Years,Male,Full,Lifetime,3.00,3.00,132000,New Zealand,2011,192110.81
20408,Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand,"OBJECTIVES: The cost-effectiveness of low-dose computed tomography (LDCT) screening for lung cancer is uncertain. This study estimated the health gains, costs (net health system, and including ''unrelated'') and cost-effectiveness of biennial LDCT screening among 55-74 years olds with a smoking history of at least 30 pack years, and (if a former smoker) having quit within last 15 years, in New Zealand. METHODS: We used a macrosimulation stage shift model with New Zealand-specific lung cancer incidence rates and intervention parameters from the National Lung Screening Trial, a health system perspective, and a lifetime horizon for quality-adjusted life-years (QALYs) and costs discounted at 3% per annum. We also examined heterogeneity by gender, ethnicity (Maori (indigenous population) versus non-Maori), age and current versus ex-smoking status. RESULTS AND CONCLUSION: We estimated 0.037 QALYs gained (95% uncertainty interval (UI) 0.024-0.053) per eligible participant, at a cost of US$3606 ($2689-4681). The overall incremental cost effectiveness ratio (ICER) was US$104,000 per QALY gained (95% UI US$59,000-US$175,000). The cost-effectiveness varied moderately by socio-demographics, with the ''best'' ICER being US$52,000 for 70-74 year old Maori females and the ''worst'' ICER being US$142,000 for 55-59 year old non-Maori females. The ICER varied little by current smoking status, due to higher competing mortality risk limiting QALY gains for current smokers. The two scenarios that lowered the ICER the most were increasing the screening uptake to 100% (ICER=US$50,000 per QALY), and improving the sensitivity (from 93.8%-98%) and specificity (from 73.4%-95%) of the screening test (ICER=US$42,000 per QALY). Based on a threshold of GDP per capita per QALY gained (i.e. US$30,000), LDCT screening for lung cancer is unlikely to be cost-effective in New Zealand for any sociodemographic group.",2018-01-28859,30268467,Lung Cancer,Richard Jaine,2018,124 /,233-240,No,30268467,"Richard Jaine; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand, Lung Cancer, 2018 Oct; 124():0169-5002; 233-240",QALY,New Zealand,Not Stated,Screening,Low-dose computed tomography screening for lung cancer vs. No screening,Non-Maori population; current smokers (smoking history of at least 30 pack years),59 Years,55 Years,Male,Full,Lifetime,3.00,3.00,212000,New Zealand,2011,308541.6
20409,Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand,"OBJECTIVES: The cost-effectiveness of low-dose computed tomography (LDCT) screening for lung cancer is uncertain. This study estimated the health gains, costs (net health system, and including ''unrelated'') and cost-effectiveness of biennial LDCT screening among 55-74 years olds with a smoking history of at least 30 pack years, and (if a former smoker) having quit within last 15 years, in New Zealand. METHODS: We used a macrosimulation stage shift model with New Zealand-specific lung cancer incidence rates and intervention parameters from the National Lung Screening Trial, a health system perspective, and a lifetime horizon for quality-adjusted life-years (QALYs) and costs discounted at 3% per annum. We also examined heterogeneity by gender, ethnicity (Maori (indigenous population) versus non-Maori), age and current versus ex-smoking status. RESULTS AND CONCLUSION: We estimated 0.037 QALYs gained (95% uncertainty interval (UI) 0.024-0.053) per eligible participant, at a cost of US$3606 ($2689-4681). The overall incremental cost effectiveness ratio (ICER) was US$104,000 per QALY gained (95% UI US$59,000-US$175,000). The cost-effectiveness varied moderately by socio-demographics, with the ''best'' ICER being US$52,000 for 70-74 year old Maori females and the ''worst'' ICER being US$142,000 for 55-59 year old non-Maori females. The ICER varied little by current smoking status, due to higher competing mortality risk limiting QALY gains for current smokers. The two scenarios that lowered the ICER the most were increasing the screening uptake to 100% (ICER=US$50,000 per QALY), and improving the sensitivity (from 93.8%-98%) and specificity (from 73.4%-95%) of the screening test (ICER=US$42,000 per QALY). Based on a threshold of GDP per capita per QALY gained (i.e. US$30,000), LDCT screening for lung cancer is unlikely to be cost-effective in New Zealand for any sociodemographic group.",2018-01-28859,30268467,Lung Cancer,Richard Jaine,2018,124 /,233-240,No,30268467,"Richard Jaine; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand, Lung Cancer, 2018 Oct; 124():0169-5002; 233-240",QALY,New Zealand,Not Stated,Screening,Low-dose computed tomography screening for lung cancer vs. No screening,Maori population; current smokers (smoking history of at least 30 pack years),59 Years,55 Years,Female,Full,Lifetime,3.00,3.00,100000,New Zealand,2011,145538.49
20410,Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand,"OBJECTIVES: The cost-effectiveness of low-dose computed tomography (LDCT) screening for lung cancer is uncertain. This study estimated the health gains, costs (net health system, and including ''unrelated'') and cost-effectiveness of biennial LDCT screening among 55-74 years olds with a smoking history of at least 30 pack years, and (if a former smoker) having quit within last 15 years, in New Zealand. METHODS: We used a macrosimulation stage shift model with New Zealand-specific lung cancer incidence rates and intervention parameters from the National Lung Screening Trial, a health system perspective, and a lifetime horizon for quality-adjusted life-years (QALYs) and costs discounted at 3% per annum. We also examined heterogeneity by gender, ethnicity (Maori (indigenous population) versus non-Maori), age and current versus ex-smoking status. RESULTS AND CONCLUSION: We estimated 0.037 QALYs gained (95% uncertainty interval (UI) 0.024-0.053) per eligible participant, at a cost of US$3606 ($2689-4681). The overall incremental cost effectiveness ratio (ICER) was US$104,000 per QALY gained (95% UI US$59,000-US$175,000). The cost-effectiveness varied moderately by socio-demographics, with the ''best'' ICER being US$52,000 for 70-74 year old Maori females and the ''worst'' ICER being US$142,000 for 55-59 year old non-Maori females. The ICER varied little by current smoking status, due to higher competing mortality risk limiting QALY gains for current smokers. The two scenarios that lowered the ICER the most were increasing the screening uptake to 100% (ICER=US$50,000 per QALY), and improving the sensitivity (from 93.8%-98%) and specificity (from 73.4%-95%) of the screening test (ICER=US$42,000 per QALY). Based on a threshold of GDP per capita per QALY gained (i.e. US$30,000), LDCT screening for lung cancer is unlikely to be cost-effective in New Zealand for any sociodemographic group.",2018-01-28859,30268467,Lung Cancer,Richard Jaine,2018,124 /,233-240,No,30268467,"Richard Jaine; Giorgi Kvizhinadze; Nisha Nair; Tony Blakely; Cost-effectiveness of a low-dose computed tomography screening programme for lung cancer in New Zealand, Lung Cancer, 2018 Oct; 124():0169-5002; 233-240",QALY,New Zealand,Not Stated,Screening,Low-dose computed tomography screening for lung cancer vs. No screening,Non-Maori population; current smokers (smoking history of at least 30 pack years),59 Years,55 Years,Female,Full,Lifetime,3.00,3.00,184000,New Zealand,2011,267790.83
