index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
30001,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Madagascar,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,263,United States,2014,287.52
30002,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Malawi,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,435,United States,2014,475.56
30003,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Mali,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,280,United States,2014,306.11
30004,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Mauritania,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,312,United States,2014,341.09
30005,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Mauritius,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,Not Stated,United States,2014,Not Stated
30006,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Mozambique,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,620,United States,2014,677.81
30007,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Namibia,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,1895,United States,2014,2071.7
30008,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Niger,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,203,United States,2014,221.93
30009,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Nigeria,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,157,United States,2014,171.64
30010,Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis,"BACKGROUND: Sickle cell disease (SCD) constitutes a major public health problem in sub-Saharan Africa (SSA). Newborn screening and early subsequent clinical intervention can reduce early mortality and increase life expectancy, but have not been widely implemented in SSA. This analysis assesses the cost-effectiveness of a newborn screening and prophylactic intervention (NSPI) package for SCD in 47 SSA countries. METHODS: A lifetime Markov model with annual cycles was built with infants either being screened using isoelectric focusing (IEF) or not screened. Confirmed positive cases received interventions including insecticide-treated mosquito bed nets, folic acid supplementation, prophylactic antimalarial and penicillin therapy, and vaccinations against bacterial infections. Estimates for the local incidence of SCD, the life expectancy of untreated children, the SCD disability weight, and the cost of screening laboratory tests were based on published sources. Among treated infants, the annual probability of mortality until 30 years of age was derived from a pediatric hospital-based cohort. The outcome of interest included a country-specific cost per Disability Adjusted Life Year (DALY) averted. RESULTS: Of 47 modeled countries in SSA, NSPI is almost certainly highly cost-effective in 24 countries (average cost per DALY averted: US$184); in 10 countries, it is cost-effective in the base case (average cost per DALY averted: US$285), but the results are subject to uncertainty; in the remaining 13, it is most likely not cost-effective. We observe a strong inverse relationship between the incidence rate of SCD and the cost per DALY averted. Newborn screening is estimated to be cost-effective as long as the incidence rate exceeds 0.2-0.3 %, although in some countries NSPI is cost-effective at incidence rates below this range. In total, NSPI could avert over 2.4 million disability adjusted life years (DALYs) annually across SSA. CONCLUSIONS: Using IEF to screen all newborns for SCD plus administration of prophylactic interventions to affected children is cost-effective in the majority of countries in SSA.",2016-99-22487,27461265,BMC Health Serv Res,Andreas Kuznik,2016,16 /,304,Yes,27461265,"Andreas Kuznik; Abdulrazaq G Habib; Deogratias Munube; Mohammed Lamorde; Newborn screening and prophylactic interventions for sickle cell disease in 47 countries in sub-Saharan Africa: a cost-effectiveness analysis, BMC Health Serv Res, 2016 Jul 26; 16():1472-6963; 304",DALY,Rwanda,Not Stated,"Pharmaceutical, Screening",Sickle cell disease screening using isoelectric focusing (IEF) vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,,3.00,3.00,678,United States,2014,741.22
