index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
27801,Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden,"Background: Immunization policymakers at global and local levels need to establish priorities among new vaccines competing for limited resources. However, comparison of the potential impact of single vaccination programs is challenging, primarily due to the limited number of vaccine analyses as well as their differing analytic approaches and reporting formats. The purpose of this study is to provide early insight into how the comparative impact of different new vaccines could be assessed in resource-poor settings with respect to affordability, cost-effectiveness, and distributional equity. Methods: We compared the health, economic, and financial consequences of introducing the two vaccines in 72 GAVI-eligible countries using a number of different outcome measures to evaluate affordability, cost-effectiveness, and distributional equity. We use simple static models to standardize the analytic framework and improve comparability between the two new vaccines. These simple models were validated by leveraging previously developed, more complex models for rotavirus and human papillomavirus (HPV). Results: With 70% coverage of a single-age cohort of infants and pre-adolescent girls, the lives saved with rotavirus (~274,000) and HPV vaccines (~286,000) are similar, although the timing of averted mortality differs; rotavirus-attributable deaths occur in close proximity to infection, while HPV-related cancer deaths occur largely after age 30. Deaths averted per 1000 vaccinated are 5.2 (rotavirus) and 12.6 (HPV). Disability-adjusted life years (DALYs) averted were ~7.15 million (rotavirus) and ~1.30 million (HPV), reflecting the greater influence of discounting on the latter, given the lagtime between vaccination and averted cancer. In most countries (68 for rotavirus and 66 for HPV, at the cost of I$25 per vaccinated individual) the incremental cost per DALY averted was lower than each country's GDP per capita. Financial resources required for vaccination with rotavirus are higher than with HPV since both genders are vaccinated. Conclusions: While lifesaving benefits of rotavirus and HPV vaccines will be realized at different times, the number of lives saved over each target populations' lifetimes will be similar. Model-based analyses that use a standardized analytic approach and generate comparable outputs can enrich the priority-setting dialogue. Although new vaccines may be deemed cost-effective, other factors including affordability and distributional equity need to be considered in different settings. We caution that for priority setting in an individual country, more rigorous comparisons should be performed, using more comprehensive models and considering all relevant vaccines and delivery strategies.",2011-99-07536,21679420,BMC Infect Dis,Sun-Young Kim,2011,11 /,174,No,21679420,"Sun-Young Kim; Steven Sweet; Joshua Chang; Sue J Goldie; Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden, BMC Infect Dis, 2011; 11():1471-2334; 174",DALY,Burundi,Not Stated,Immunization,Rotavirus vaccine vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,30,United States,2005,39.76
27802,Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden,"Background: Immunization policymakers at global and local levels need to establish priorities among new vaccines competing for limited resources. However, comparison of the potential impact of single vaccination programs is challenging, primarily due to the limited number of vaccine analyses as well as their differing analytic approaches and reporting formats. The purpose of this study is to provide early insight into how the comparative impact of different new vaccines could be assessed in resource-poor settings with respect to affordability, cost-effectiveness, and distributional equity. Methods: We compared the health, economic, and financial consequences of introducing the two vaccines in 72 GAVI-eligible countries using a number of different outcome measures to evaluate affordability, cost-effectiveness, and distributional equity. We use simple static models to standardize the analytic framework and improve comparability between the two new vaccines. These simple models were validated by leveraging previously developed, more complex models for rotavirus and human papillomavirus (HPV). Results: With 70% coverage of a single-age cohort of infants and pre-adolescent girls, the lives saved with rotavirus (~274,000) and HPV vaccines (~286,000) are similar, although the timing of averted mortality differs; rotavirus-attributable deaths occur in close proximity to infection, while HPV-related cancer deaths occur largely after age 30. Deaths averted per 1000 vaccinated are 5.2 (rotavirus) and 12.6 (HPV). Disability-adjusted life years (DALYs) averted were ~7.15 million (rotavirus) and ~1.30 million (HPV), reflecting the greater influence of discounting on the latter, given the lagtime between vaccination and averted cancer. In most countries (68 for rotavirus and 66 for HPV, at the cost of I$25 per vaccinated individual) the incremental cost per DALY averted was lower than each country's GDP per capita. Financial resources required for vaccination with rotavirus are higher than with HPV since both genders are vaccinated. Conclusions: While lifesaving benefits of rotavirus and HPV vaccines will be realized at different times, the number of lives saved over each target populations' lifetimes will be similar. Model-based analyses that use a standardized analytic approach and generate comparable outputs can enrich the priority-setting dialogue. Although new vaccines may be deemed cost-effective, other factors including affordability and distributional equity need to be considered in different settings. We caution that for priority setting in an individual country, more rigorous comparisons should be performed, using more comprehensive models and considering all relevant vaccines and delivery strategies.",2011-99-07536,21679420,BMC Infect Dis,Sun-Young Kim,2011,11 /,174,No,21679420,"Sun-Young Kim; Steven Sweet; Joshua Chang; Sue J Goldie; Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden, BMC Infect Dis, 2011; 11():1471-2334; 174",DALY,Central African Republic,Not Stated,Immunization,Rotavirus vaccine vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,30,United States,2005,39.76
27803,Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden,"Background: Immunization policymakers at global and local levels need to establish priorities among new vaccines competing for limited resources. However, comparison of the potential impact of single vaccination programs is challenging, primarily due to the limited number of vaccine analyses as well as their differing analytic approaches and reporting formats. The purpose of this study is to provide early insight into how the comparative impact of different new vaccines could be assessed in resource-poor settings with respect to affordability, cost-effectiveness, and distributional equity. Methods: We compared the health, economic, and financial consequences of introducing the two vaccines in 72 GAVI-eligible countries using a number of different outcome measures to evaluate affordability, cost-effectiveness, and distributional equity. We use simple static models to standardize the analytic framework and improve comparability between the two new vaccines. These simple models were validated by leveraging previously developed, more complex models for rotavirus and human papillomavirus (HPV). Results: With 70% coverage of a single-age cohort of infants and pre-adolescent girls, the lives saved with rotavirus (~274,000) and HPV vaccines (~286,000) are similar, although the timing of averted mortality differs; rotavirus-attributable deaths occur in close proximity to infection, while HPV-related cancer deaths occur largely after age 30. Deaths averted per 1000 vaccinated are 5.2 (rotavirus) and 12.6 (HPV). Disability-adjusted life years (DALYs) averted were ~7.15 million (rotavirus) and ~1.30 million (HPV), reflecting the greater influence of discounting on the latter, given the lagtime between vaccination and averted cancer. In most countries (68 for rotavirus and 66 for HPV, at the cost of I$25 per vaccinated individual) the incremental cost per DALY averted was lower than each country's GDP per capita. Financial resources required for vaccination with rotavirus are higher than with HPV since both genders are vaccinated. Conclusions: While lifesaving benefits of rotavirus and HPV vaccines will be realized at different times, the number of lives saved over each target populations' lifetimes will be similar. Model-based analyses that use a standardized analytic approach and generate comparable outputs can enrich the priority-setting dialogue. Although new vaccines may be deemed cost-effective, other factors including affordability and distributional equity need to be considered in different settings. We caution that for priority setting in an individual country, more rigorous comparisons should be performed, using more comprehensive models and considering all relevant vaccines and delivery strategies.",2011-99-07536,21679420,BMC Infect Dis,Sun-Young Kim,2011,11 /,174,No,21679420,"Sun-Young Kim; Steven Sweet; Joshua Chang; Sue J Goldie; Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden, BMC Infect Dis, 2011; 11():1471-2334; 174",DALY,Congo,Not Stated,Immunization,Rotavirus vaccine vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,96,United States,2005,127.22
27804,Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden,"Background: Immunization policymakers at global and local levels need to establish priorities among new vaccines competing for limited resources. However, comparison of the potential impact of single vaccination programs is challenging, primarily due to the limited number of vaccine analyses as well as their differing analytic approaches and reporting formats. The purpose of this study is to provide early insight into how the comparative impact of different new vaccines could be assessed in resource-poor settings with respect to affordability, cost-effectiveness, and distributional equity. Methods: We compared the health, economic, and financial consequences of introducing the two vaccines in 72 GAVI-eligible countries using a number of different outcome measures to evaluate affordability, cost-effectiveness, and distributional equity. We use simple static models to standardize the analytic framework and improve comparability between the two new vaccines. These simple models were validated by leveraging previously developed, more complex models for rotavirus and human papillomavirus (HPV). Results: With 70% coverage of a single-age cohort of infants and pre-adolescent girls, the lives saved with rotavirus (~274,000) and HPV vaccines (~286,000) are similar, although the timing of averted mortality differs; rotavirus-attributable deaths occur in close proximity to infection, while HPV-related cancer deaths occur largely after age 30. Deaths averted per 1000 vaccinated are 5.2 (rotavirus) and 12.6 (HPV). Disability-adjusted life years (DALYs) averted were ~7.15 million (rotavirus) and ~1.30 million (HPV), reflecting the greater influence of discounting on the latter, given the lagtime between vaccination and averted cancer. In most countries (68 for rotavirus and 66 for HPV, at the cost of I$25 per vaccinated individual) the incremental cost per DALY averted was lower than each country's GDP per capita. Financial resources required for vaccination with rotavirus are higher than with HPV since both genders are vaccinated. Conclusions: While lifesaving benefits of rotavirus and HPV vaccines will be realized at different times, the number of lives saved over each target populations' lifetimes will be similar. Model-based analyses that use a standardized analytic approach and generate comparable outputs can enrich the priority-setting dialogue. Although new vaccines may be deemed cost-effective, other factors including affordability and distributional equity need to be considered in different settings. We caution that for priority setting in an individual country, more rigorous comparisons should be performed, using more comprehensive models and considering all relevant vaccines and delivery strategies.",2011-99-07536,21679420,BMC Infect Dis,Sun-Young Kim,2011,11 /,174,No,21679420,"Sun-Young Kim; Steven Sweet; Joshua Chang; Sue J Goldie; Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden, BMC Infect Dis, 2011; 11():1471-2334; 174",DALY,Côte d'Ivoire,Not Stated,Immunization,Rotavirus vaccine vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,26,United States,2005,34.46
27805,Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden,"Background: Immunization policymakers at global and local levels need to establish priorities among new vaccines competing for limited resources. However, comparison of the potential impact of single vaccination programs is challenging, primarily due to the limited number of vaccine analyses as well as their differing analytic approaches and reporting formats. The purpose of this study is to provide early insight into how the comparative impact of different new vaccines could be assessed in resource-poor settings with respect to affordability, cost-effectiveness, and distributional equity. Methods: We compared the health, economic, and financial consequences of introducing the two vaccines in 72 GAVI-eligible countries using a number of different outcome measures to evaluate affordability, cost-effectiveness, and distributional equity. We use simple static models to standardize the analytic framework and improve comparability between the two new vaccines. These simple models were validated by leveraging previously developed, more complex models for rotavirus and human papillomavirus (HPV). Results: With 70% coverage of a single-age cohort of infants and pre-adolescent girls, the lives saved with rotavirus (~274,000) and HPV vaccines (~286,000) are similar, although the timing of averted mortality differs; rotavirus-attributable deaths occur in close proximity to infection, while HPV-related cancer deaths occur largely after age 30. Deaths averted per 1000 vaccinated are 5.2 (rotavirus) and 12.6 (HPV). Disability-adjusted life years (DALYs) averted were ~7.15 million (rotavirus) and ~1.30 million (HPV), reflecting the greater influence of discounting on the latter, given the lagtime between vaccination and averted cancer. In most countries (68 for rotavirus and 66 for HPV, at the cost of I$25 per vaccinated individual) the incremental cost per DALY averted was lower than each country's GDP per capita. Financial resources required for vaccination with rotavirus are higher than with HPV since both genders are vaccinated. Conclusions: While lifesaving benefits of rotavirus and HPV vaccines will be realized at different times, the number of lives saved over each target populations' lifetimes will be similar. Model-based analyses that use a standardized analytic approach and generate comparable outputs can enrich the priority-setting dialogue. Although new vaccines may be deemed cost-effective, other factors including affordability and distributional equity need to be considered in different settings. We caution that for priority setting in an individual country, more rigorous comparisons should be performed, using more comprehensive models and considering all relevant vaccines and delivery strategies.",2011-99-07536,21679420,BMC Infect Dis,Sun-Young Kim,2011,11 /,174,No,21679420,"Sun-Young Kim; Steven Sweet; Joshua Chang; Sue J Goldie; Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden, BMC Infect Dis, 2011; 11():1471-2334; 174",DALY,Congo Democratic Republic,Not Stated,Immunization,Rotavirus vaccine vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,27,United States,2005,35.78
27806,Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden,"Background: Immunization policymakers at global and local levels need to establish priorities among new vaccines competing for limited resources. However, comparison of the potential impact of single vaccination programs is challenging, primarily due to the limited number of vaccine analyses as well as their differing analytic approaches and reporting formats. The purpose of this study is to provide early insight into how the comparative impact of different new vaccines could be assessed in resource-poor settings with respect to affordability, cost-effectiveness, and distributional equity. Methods: We compared the health, economic, and financial consequences of introducing the two vaccines in 72 GAVI-eligible countries using a number of different outcome measures to evaluate affordability, cost-effectiveness, and distributional equity. We use simple static models to standardize the analytic framework and improve comparability between the two new vaccines. These simple models were validated by leveraging previously developed, more complex models for rotavirus and human papillomavirus (HPV). Results: With 70% coverage of a single-age cohort of infants and pre-adolescent girls, the lives saved with rotavirus (~274,000) and HPV vaccines (~286,000) are similar, although the timing of averted mortality differs; rotavirus-attributable deaths occur in close proximity to infection, while HPV-related cancer deaths occur largely after age 30. Deaths averted per 1000 vaccinated are 5.2 (rotavirus) and 12.6 (HPV). Disability-adjusted life years (DALYs) averted were ~7.15 million (rotavirus) and ~1.30 million (HPV), reflecting the greater influence of discounting on the latter, given the lagtime between vaccination and averted cancer. In most countries (68 for rotavirus and 66 for HPV, at the cost of I$25 per vaccinated individual) the incremental cost per DALY averted was lower than each country's GDP per capita. Financial resources required for vaccination with rotavirus are higher than with HPV since both genders are vaccinated. Conclusions: While lifesaving benefits of rotavirus and HPV vaccines will be realized at different times, the number of lives saved over each target populations' lifetimes will be similar. Model-based analyses that use a standardized analytic approach and generate comparable outputs can enrich the priority-setting dialogue. Although new vaccines may be deemed cost-effective, other factors including affordability and distributional equity need to be considered in different settings. We caution that for priority setting in an individual country, more rigorous comparisons should be performed, using more comprehensive models and considering all relevant vaccines and delivery strategies.",2011-99-07536,21679420,BMC Infect Dis,Sun-Young Kim,2011,11 /,174,No,21679420,"Sun-Young Kim; Steven Sweet; Joshua Chang; Sue J Goldie; Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden, BMC Infect Dis, 2011; 11():1471-2334; 174",DALY,Eritrea,Not Stated,Immunization,Rotavirus vaccine vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,102,United States,2005,135.17
27807,Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden,"Background: Immunization policymakers at global and local levels need to establish priorities among new vaccines competing for limited resources. However, comparison of the potential impact of single vaccination programs is challenging, primarily due to the limited number of vaccine analyses as well as their differing analytic approaches and reporting formats. The purpose of this study is to provide early insight into how the comparative impact of different new vaccines could be assessed in resource-poor settings with respect to affordability, cost-effectiveness, and distributional equity. Methods: We compared the health, economic, and financial consequences of introducing the two vaccines in 72 GAVI-eligible countries using a number of different outcome measures to evaluate affordability, cost-effectiveness, and distributional equity. We use simple static models to standardize the analytic framework and improve comparability between the two new vaccines. These simple models were validated by leveraging previously developed, more complex models for rotavirus and human papillomavirus (HPV). Results: With 70% coverage of a single-age cohort of infants and pre-adolescent girls, the lives saved with rotavirus (~274,000) and HPV vaccines (~286,000) are similar, although the timing of averted mortality differs; rotavirus-attributable deaths occur in close proximity to infection, while HPV-related cancer deaths occur largely after age 30. Deaths averted per 1000 vaccinated are 5.2 (rotavirus) and 12.6 (HPV). Disability-adjusted life years (DALYs) averted were ~7.15 million (rotavirus) and ~1.30 million (HPV), reflecting the greater influence of discounting on the latter, given the lagtime between vaccination and averted cancer. In most countries (68 for rotavirus and 66 for HPV, at the cost of I$25 per vaccinated individual) the incremental cost per DALY averted was lower than each country's GDP per capita. Financial resources required for vaccination with rotavirus are higher than with HPV since both genders are vaccinated. Conclusions: While lifesaving benefits of rotavirus and HPV vaccines will be realized at different times, the number of lives saved over each target populations' lifetimes will be similar. Model-based analyses that use a standardized analytic approach and generate comparable outputs can enrich the priority-setting dialogue. Although new vaccines may be deemed cost-effective, other factors including affordability and distributional equity need to be considered in different settings. We caution that for priority setting in an individual country, more rigorous comparisons should be performed, using more comprehensive models and considering all relevant vaccines and delivery strategies.",2011-99-07536,21679420,BMC Infect Dis,Sun-Young Kim,2011,11 /,174,No,21679420,"Sun-Young Kim; Steven Sweet; Joshua Chang; Sue J Goldie; Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden, BMC Infect Dis, 2011; 11():1471-2334; 174",DALY,Ethiopia,Not Stated,Immunization,Rotavirus vaccine vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,37,United States,2005,49.03
27808,Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden,"Background: Immunization policymakers at global and local levels need to establish priorities among new vaccines competing for limited resources. However, comparison of the potential impact of single vaccination programs is challenging, primarily due to the limited number of vaccine analyses as well as their differing analytic approaches and reporting formats. The purpose of this study is to provide early insight into how the comparative impact of different new vaccines could be assessed in resource-poor settings with respect to affordability, cost-effectiveness, and distributional equity. Methods: We compared the health, economic, and financial consequences of introducing the two vaccines in 72 GAVI-eligible countries using a number of different outcome measures to evaluate affordability, cost-effectiveness, and distributional equity. We use simple static models to standardize the analytic framework and improve comparability between the two new vaccines. These simple models were validated by leveraging previously developed, more complex models for rotavirus and human papillomavirus (HPV). Results: With 70% coverage of a single-age cohort of infants and pre-adolescent girls, the lives saved with rotavirus (~274,000) and HPV vaccines (~286,000) are similar, although the timing of averted mortality differs; rotavirus-attributable deaths occur in close proximity to infection, while HPV-related cancer deaths occur largely after age 30. Deaths averted per 1000 vaccinated are 5.2 (rotavirus) and 12.6 (HPV). Disability-adjusted life years (DALYs) averted were ~7.15 million (rotavirus) and ~1.30 million (HPV), reflecting the greater influence of discounting on the latter, given the lagtime between vaccination and averted cancer. In most countries (68 for rotavirus and 66 for HPV, at the cost of I$25 per vaccinated individual) the incremental cost per DALY averted was lower than each country's GDP per capita. Financial resources required for vaccination with rotavirus are higher than with HPV since both genders are vaccinated. Conclusions: While lifesaving benefits of rotavirus and HPV vaccines will be realized at different times, the number of lives saved over each target populations' lifetimes will be similar. Model-based analyses that use a standardized analytic approach and generate comparable outputs can enrich the priority-setting dialogue. Although new vaccines may be deemed cost-effective, other factors including affordability and distributional equity need to be considered in different settings. We caution that for priority setting in an individual country, more rigorous comparisons should be performed, using more comprehensive models and considering all relevant vaccines and delivery strategies.",2011-99-07536,21679420,BMC Infect Dis,Sun-Young Kim,2011,11 /,174,No,21679420,"Sun-Young Kim; Steven Sweet; Joshua Chang; Sue J Goldie; Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden, BMC Infect Dis, 2011; 11():1471-2334; 174",DALY,Kenya,Not Stated,Immunization,Rotavirus vaccine vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,47,United States,2005,62.28
27809,Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden,"Background: Immunization policymakers at global and local levels need to establish priorities among new vaccines competing for limited resources. However, comparison of the potential impact of single vaccination programs is challenging, primarily due to the limited number of vaccine analyses as well as their differing analytic approaches and reporting formats. The purpose of this study is to provide early insight into how the comparative impact of different new vaccines could be assessed in resource-poor settings with respect to affordability, cost-effectiveness, and distributional equity. Methods: We compared the health, economic, and financial consequences of introducing the two vaccines in 72 GAVI-eligible countries using a number of different outcome measures to evaluate affordability, cost-effectiveness, and distributional equity. We use simple static models to standardize the analytic framework and improve comparability between the two new vaccines. These simple models were validated by leveraging previously developed, more complex models for rotavirus and human papillomavirus (HPV). Results: With 70% coverage of a single-age cohort of infants and pre-adolescent girls, the lives saved with rotavirus (~274,000) and HPV vaccines (~286,000) are similar, although the timing of averted mortality differs; rotavirus-attributable deaths occur in close proximity to infection, while HPV-related cancer deaths occur largely after age 30. Deaths averted per 1000 vaccinated are 5.2 (rotavirus) and 12.6 (HPV). Disability-adjusted life years (DALYs) averted were ~7.15 million (rotavirus) and ~1.30 million (HPV), reflecting the greater influence of discounting on the latter, given the lagtime between vaccination and averted cancer. In most countries (68 for rotavirus and 66 for HPV, at the cost of I$25 per vaccinated individual) the incremental cost per DALY averted was lower than each country's GDP per capita. Financial resources required for vaccination with rotavirus are higher than with HPV since both genders are vaccinated. Conclusions: While lifesaving benefits of rotavirus and HPV vaccines will be realized at different times, the number of lives saved over each target populations' lifetimes will be similar. Model-based analyses that use a standardized analytic approach and generate comparable outputs can enrich the priority-setting dialogue. Although new vaccines may be deemed cost-effective, other factors including affordability and distributional equity need to be considered in different settings. We caution that for priority setting in an individual country, more rigorous comparisons should be performed, using more comprehensive models and considering all relevant vaccines and delivery strategies.",2011-99-07536,21679420,BMC Infect Dis,Sun-Young Kim,2011,11 /,174,No,21679420,"Sun-Young Kim; Steven Sweet; Joshua Chang; Sue J Goldie; Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden, BMC Infect Dis, 2011; 11():1471-2334; 174",DALY,Lesotho,Not Stated,Immunization,Rotavirus vaccine vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,413,United States,2005,547.31
27810,Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden,"Background: Immunization policymakers at global and local levels need to establish priorities among new vaccines competing for limited resources. However, comparison of the potential impact of single vaccination programs is challenging, primarily due to the limited number of vaccine analyses as well as their differing analytic approaches and reporting formats. The purpose of this study is to provide early insight into how the comparative impact of different new vaccines could be assessed in resource-poor settings with respect to affordability, cost-effectiveness, and distributional equity. Methods: We compared the health, economic, and financial consequences of introducing the two vaccines in 72 GAVI-eligible countries using a number of different outcome measures to evaluate affordability, cost-effectiveness, and distributional equity. We use simple static models to standardize the analytic framework and improve comparability between the two new vaccines. These simple models were validated by leveraging previously developed, more complex models for rotavirus and human papillomavirus (HPV). Results: With 70% coverage of a single-age cohort of infants and pre-adolescent girls, the lives saved with rotavirus (~274,000) and HPV vaccines (~286,000) are similar, although the timing of averted mortality differs; rotavirus-attributable deaths occur in close proximity to infection, while HPV-related cancer deaths occur largely after age 30. Deaths averted per 1000 vaccinated are 5.2 (rotavirus) and 12.6 (HPV). Disability-adjusted life years (DALYs) averted were ~7.15 million (rotavirus) and ~1.30 million (HPV), reflecting the greater influence of discounting on the latter, given the lagtime between vaccination and averted cancer. In most countries (68 for rotavirus and 66 for HPV, at the cost of I$25 per vaccinated individual) the incremental cost per DALY averted was lower than each country's GDP per capita. Financial resources required for vaccination with rotavirus are higher than with HPV since both genders are vaccinated. Conclusions: While lifesaving benefits of rotavirus and HPV vaccines will be realized at different times, the number of lives saved over each target populations' lifetimes will be similar. Model-based analyses that use a standardized analytic approach and generate comparable outputs can enrich the priority-setting dialogue. Although new vaccines may be deemed cost-effective, other factors including affordability and distributional equity need to be considered in different settings. We caution that for priority setting in an individual country, more rigorous comparisons should be performed, using more comprehensive models and considering all relevant vaccines and delivery strategies.",2011-99-07536,21679420,BMC Infect Dis,Sun-Young Kim,2011,11 /,174,No,21679420,"Sun-Young Kim; Steven Sweet; Joshua Chang; Sue J Goldie; Comparative evaluation of the potential impact of rotavirus versus hpv vaccination in GAVI-eligible countries: A preliminary analysis focused on the relative disease burden, BMC Infect Dis, 2011; 11():1471-2334; 174",DALY,Malawi,Not Stated,Immunization,Rotavirus vaccine vs. None,Not Stated,5 Years,Not Stated,"Female, Male",Full,", 5 yrs",3.00,3.00,33,United States,2005,43.73
