index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
14901,Economic evaluation of a psychological intervention for high distress cancer patients and carers: costs and quality-adjusted life years,"OBJECTIVE: This study compared the cost-effectiveness of a psychologist-led, individualised cognitive behavioural intervention (PI) to a nurse-led, minimal contact self-management condition for highly distressed cancer patients and carers. METHODS: This was an economic evaluation conducted alongside a randomised trial of highly distressed adult cancer patients and carers calling cancer helplines. Services used by participants were measured using a resource use questionnaire, and quality-adjusted life years were measured using the assessment of quality of life - eight-dimension - instrument collected through a computer-assisted telephone interview. The base case analysis stratified participants based on the baseline score on the Brief Symptom Inventory. Incremental cost-effectiveness ratio confidence intervals were calculated with a nonparametric bootstrap to reflect sampling uncertainty. The results were subjected to sensitivity analysis by varying unit costs for resource use and the method for handling missing data. RESULTS: No significant differences were found in overall total costs or quality-adjusted life years (QALYs) between intervention groups. Bootstrapped data suggest the PI had a higher probability of lower cost and greater QALYs for both carers and patients with high distress at baseline. For patients with low levels of distress at baseline, the PI had a higher probability of greater QALYs but at additional cost. Sensitivity analysis showed the results were robust. CONCLUSIONS: The PI may be cost-effective compared with the nurse-led, minimal contact self-management condition for highly distressed cancer patients and carers. More intensive psychological intervention for patients with greater levels of distress appears warranted. Copyright (c) 2015 John Wiley & Sons, Ltd. Copyright (c) 2015 John Wiley & Sons, Ltd.",2015-01-20848,26525165,Psychooncology,Mary Lou Chatterton,2016,25 / 7,,No,26525165,"Mary Lou Chatterton; Suzanne Chambers; Stefano Occhipinti; Afaf Girgis; Jeffrey Dunn; Rob Carter; Sophy Shih; Cathrine Mihalopoulos; Economic evaluation of a psychological intervention for high distress cancer patients and carers: costs and quality-adjusted life years, Psychooncology, 2016 Jul; 25(7):1099-1611",QALY,Australia,Not Stated,Not Stated,"Psychologist-led, individualised cognitive behavioural intervention vs. Nurse-led, individualised cognitive behavioural intervention","Carers of people with camcer who called telepjone-based cancer information and support lines, low distress Brief Symptom Inventory >63",Not Stated,19 Years,"Female, Male",Full,12 Months,Not Stated,Not Stated,-40428.57,Australia,2012,-47207.62
14902,Cost-effectiveness of a national population-based screening program for type 2 diabetes: the Brazil experience,"BACKGROUND: The cost-effectiveness of screening for type 2 diabetes mellitus (DM2) in developing countries remains unknown. The Brazilian government conducted a nationwide population screening program for type 2 diabetes mellitus (BNDSP) in which 22 million capillary glucose tests were performed in individuals aged 40 years and older. The objective of this study was to evaluate the life-time cost-effectiveness of a national population-based screening program for DM2 conducted in Brazil. METHODS: We used a Markov-based cost-effectiveness model to simulate the long-term costs and benefits of screening for DM2, compared to no screening program. The analysis was conducted from a public health care system perspective. Sensitivity analyses were conducted to examine the robustness of results to key model parameters. RESULTS: Brazilian National diabetes screening program will yield a large health benefit and higher costs. Compared with no screening, screen detection of undiagnosed diabetes resulted in US$ 31,147 per QALY gained. Results from sensitivity analyses found that screening targeted at hypertensive individuals would cost US$ 22,695/QALY. When benefits from early glycemic control on cardiovascular outcomes were considered, the cost per QALY gained would reduce significantly. CONCLUSIONS: In the base case analysis, not considering the intangible benefit of transferring diabetes management to primary care nor the benefit of using statin to treat eligible diabetic patients, CE ratios were not cost-effective considering thresholds proposed by the World Health Organization. However, significant uncertainty was demonstrated in sensitivity analysis. Our results indicate that policy-makers should carefully balance the benefit and cost of the program while considering using a population-based approach to screen for diabetes.",2015-01-20853,26523154,J Eur Acad Dermatol Venereol,Cristiana M Toscano,2015,7 /,95,No,26523154,"Cristiana M Toscano; Xiaohui Zhuo; Kumiko Imai; Bruce B Duncan; Carisi A Polanczyk; Ping Zhang; Michael Engelgau; Maria Ines Schmidt; CNDDM Working Group; Cost-effectiveness of a national population-based screening program for type 2 diabetes: the Brazil experience, J Eur Acad Dermatol Venereol, 2015; 7():1468-3083; 95",QALY,Brazil,Not Stated,Not Stated,Brazil Nationwide Diabetes Screening Program (BNDSP) for type 2 diabetes mellitus vs. None,Not Stated,40 Years,Not Stated,"Female, Male",Full,Lifetime,5.00,5.00,31147,United States,2002,44809.26
14903,Cost-effectiveness of antibiotic prophylaxis for dental patients with prosthetic joints: Comparisons of antibiotic regimens for patients with total hip arthroplasty,"BACKGROUND: Clinician uncertainty concerning the need for antibiotic prophylaxis to prevent prosthetic joint infection (PJI) after undergoing dental procedures persists. Improved understanding of the potential clinical and economic risks and benefits of antibiotic prophylaxis will help inform the debate and facilitate the continuing evolution of clinical management guidelines for dental patients with prosthetic joints. METHODS: The authors developed a Markov decision model to compare the lifetime cost-effectiveness of alternative antibiotic prophylaxis strategies for dental patients aged 65 years who had undergone total hip arthroplasty (THA). On the basis of the authors' interpretation of previous recommendations from the American Dental Association and American Academy of Orthopaedic Surgeons, they compared the following strategies: no prophylaxis, prophylaxis for the first 2 years after arthroplasty, and lifetime prophylaxis. RESULTS: A strategy of foregoing antibiotic prophylaxis before dental visits was cost-effective and resulted in lower lifetime accumulated costs ($11,909) and higher accumulated quality-adjusted life years (QALYs) (12.375) when compared with alternative prophylaxis strategies. CONCLUSIONS: The results of Markov decision modeling indicated that a no-antibiotic prophylaxis strategy was cost-effective for dental patients who had undergone THA. These results support the findings of case-control studies and the conclusions of an American Dental Association Council on Scientific Affairs report that questioned general recommendations for antibiotic prophylaxis before dental procedures. PRACTICAL IMPLICATIONS: The results of cost-effectiveness decision modeling support the contention that routine antibiotic prophylaxis for dental patients with total joint arthroplasty should be reconsidered.",2015-01-20869,26514888,J Am Dent Assoc,Daniel D Skaar,2015,146 / 11,830-9,No,26514888,"Daniel D Skaar; Taehwan Park; Marc F Swiontkowski; Karen M Kuntz; Cost-effectiveness of antibiotic prophylaxis for dental patients with prosthetic joints: Comparisons of antibiotic regimens for patients with total hip arthroplasty, J Am Dent Assoc, 2015 Nov; 146(11):1943-4723; 830-9",QALY,United States of America,Not Stated,Not Stated,Antibiotic prophylaxis to prevent prosthetic joint infection vs. None,Dental patients aged 65 years who had undergone total hip arthroplasty (THA),65 Years,65 Years,"Female, Male",Full,"Lifetime, yes",3.00,3.00,-82500,United States,2013,-91656
14904,Cost-effectiveness of antibiotic prophylaxis for dental patients with prosthetic joints: Comparisons of antibiotic regimens for patients with total hip arthroplasty,"BACKGROUND: Clinician uncertainty concerning the need for antibiotic prophylaxis to prevent prosthetic joint infection (PJI) after undergoing dental procedures persists. Improved understanding of the potential clinical and economic risks and benefits of antibiotic prophylaxis will help inform the debate and facilitate the continuing evolution of clinical management guidelines for dental patients with prosthetic joints. METHODS: The authors developed a Markov decision model to compare the lifetime cost-effectiveness of alternative antibiotic prophylaxis strategies for dental patients aged 65 years who had undergone total hip arthroplasty (THA). On the basis of the authors' interpretation of previous recommendations from the American Dental Association and American Academy of Orthopaedic Surgeons, they compared the following strategies: no prophylaxis, prophylaxis for the first 2 years after arthroplasty, and lifetime prophylaxis. RESULTS: A strategy of foregoing antibiotic prophylaxis before dental visits was cost-effective and resulted in lower lifetime accumulated costs ($11,909) and higher accumulated quality-adjusted life years (QALYs) (12.375) when compared with alternative prophylaxis strategies. CONCLUSIONS: The results of Markov decision modeling indicated that a no-antibiotic prophylaxis strategy was cost-effective for dental patients who had undergone THA. These results support the findings of case-control studies and the conclusions of an American Dental Association Council on Scientific Affairs report that questioned general recommendations for antibiotic prophylaxis before dental procedures. PRACTICAL IMPLICATIONS: The results of cost-effectiveness decision modeling support the contention that routine antibiotic prophylaxis for dental patients with total joint arthroplasty should be reconsidered.",2015-01-20869,26514888,J Am Dent Assoc,Daniel D Skaar,2015,146 / 11,830-9,No,26514888,"Daniel D Skaar; Taehwan Park; Marc F Swiontkowski; Karen M Kuntz; Cost-effectiveness of antibiotic prophylaxis for dental patients with prosthetic joints: Comparisons of antibiotic regimens for patients with total hip arthroplasty, J Am Dent Assoc, 2015 Nov; 146(11):1943-4723; 830-9",QALY,United States of America,Not Stated,Not Stated,Antibiotic prophylaxis to prevent prosthetic joint infection vs. None,Dental patients aged 65 years who had undergone total hip arthroplasty,65 Years,65 Years,"Female, Male",Full,"Lifetime, yes",3.00,3.00,-273636.38,United States,2013,-304005.05
14905,Cost-effectiveness analysis of pregabalin for treatment of chronic low back pain in patients with accompanying lower limb pain (neuropathic component) in Japan,"OBJECTIVE: To assess the cost-effectiveness of pregabalin for the treatment of chronic low back pain with accompanying neuropathic pain (CLBP-NeP) from the health care payer and societal perspectives. METHODS: The cost-effectiveness of pregabalin versus usual care for treatment of CLBP-NeP was evaluated over a 12-month time horizon using the incremental cost-effectiveness ratio (ICER). Quality-adjusted life years (QALYs), derived from the five-dimension, five-level EuroQol (EQ-5D-5L) questionnaire, was the measure of effectiveness. Medical costs and productivity losses were both calculated. Expected costs and outcomes were estimated via cohort simulation using a state-transition model, which mimics pain state transitions among mild, moderate, and severe pain. Distributions of pain severity were obtained from an 8-week noninterventional study. Health care resource consumption for estimation of direct medical costs for pain severity levels was derived from a physician survey. The ICER per additional QALY gained was calculated and sensitivity analyses were performed to evaluate the robustness of the assumptions across a range of values. RESULTS: Direct medical costs and hospitalization costs were both lower in the pregabalin arm compared with usual care. The estimated ICERs in the base case scenarios were approximately yen2,025,000 and yen1,435,000 per QALY gained with pregabalin from the payer and societal perspectives, respectively; the latter included indirect costs related to lost productivity. Sensitivity analyses using alternate values for postsurgical pain scores (0 and 5), initial pain severity levels (either all moderate or all severe), and the actual EQ-5D-5L scores from the noninterventional study showed robustness of results, with ICERs that were similar to the base case. Development of a cost-effectiveness acceptability curve showed high probability (>/=75%) of pregabalin being cost-effective. CONCLUSION: Using data and assumptions from routine clinical practice, pregabalin is cost-effective for the treatment of CLBP-NeP in Japan.",2015-01-20896,26504403,Clinicoecon Outcomes Res,Ataru Igarashi,2015,7 /,505-20,No,26504403,"Ataru Igarashi; Manabu Akazawa; Tatsunori Murata; Toshihiko Taguchi; Alesia Sadosky; Nozomi Ebata; Richard Willke; Koichi Fujii; Jim Doherty; Makoto Kobayashi; Cost-effectiveness analysis of pregabalin for treatment of chronic low back pain in patients with accompanying lower limb pain (neuropathic component) in Japan, Clinicoecon Outcomes Res , ; 7():1178-6981; 505-20",QALY,Japan,Not Stated,Not Stated,Pregabalin treatment vs. Standard/Usual Care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,12 Months,Not Stated,Not Stated,2024901,Japan,2013,23087.04
14906,Cost-effectiveness analysis of anidulafungin for the treatment of candidaemia and other forms of invasive candidiasis,"BACKGROUND: Candidaemia and other forms of invasive candidiasis (C/IC) in the intensive care unit are challenging conditions that are associated with high rates of mortality. New guidelines from the European Society for Clinical Microbiology and Infectious Diseases strongly recommend echinocandins for the first-line treatment of C/IC. Here, a cost-effectiveness model was developed from the United Kingdom perspective to examine the costs and outcomes of antifungal treatment for C/IC based on the European Society for Clinical Microbiology and Infectious Diseases guidelines. METHODS: Costs and treatment outcomes with the echinocandin anidulafungin were compared with those for caspofungin, micafungin and fluconazole. The model included non-neutropenic patients aged >/=16 years with confirmed C/IC who were receiving intravenous first-line treatment. Patients were categorised as either a clinical success or failure (patients with persistent/breakthrough infection); successfully treated patients switched to oral therapy, while patients categorised as clinical failures switched to a different antifungal class. Other inputs were all-cause mortality at 6 weeks, costs of treatment-related adverse events and other medical resource utilisation costs. Resource use was derived from the published literature and from discussion with clinical experts. Drug-acquisition/administration costs were taken from standard United Kingdom costing sources. RESULTS: The model indicated that first-line anidulafungin could be considered cost-effective versus fluconazole (incremental cost-effectiveness ratio pound813 per life-year gained) for the treatment of C/IC. Anidulafungin was cost-saving versus caspofungin and micafungin due to lower total costs and a higher rate of survival combined with a higher probability of clinical success. DISCUSSION: European Society for Clinical Microbiology and Infectious Diseases guidelines recommend echinocandins for the first-line treatment of C/IC; our model indicated that anidulafungin marries clinical effectiveness and cost-effectiveness. CONCLUSIONS: From the United Kingdom perspective, anidulafungin was cost-effective compared with fluconazole for the treatment of C/IC and was cost-saving versus the other echinocandins.",2015-01-20900,26503366,J Manag Care Spec Pharm,Georg Auzinger,2015,15 /,463,No,26503366,"Georg Auzinger; E Geoffrey Playford; Christopher N Graham; Hediyyih N Knox; David Weinstein; Michal Kantecki; Haran Schlamm; Claudie Charbonneau; Cost-effectiveness analysis of anidulafungin for the treatment of candidaemia and other forms of invasive candidiasis, J Manag Care Spec Pharm, 2015; 15():2376-1032; 463",QALY,United Kingdom,Not Stated,Not Stated,Fluconazole treatment vs. Anidulafungin,Not Stated,Not Stated,19 Years,"Female, Male",Full,"6 Weeks, Lifetime",Not Stated,Not Stated,Not Stated,United Kingdom,2012,Not Stated
14907,Cost-effectiveness evaluation of quadrivalent influenza vaccines for seasonal influenza prevention: a dynamic modeling study of Canada and the United Kingdom,"BACKGROUND: The adoption of quadrivalent influenza vaccine (QIV) to replace trivalent influenza vaccine (TIV) in immunization programs is growing worldwide, thus helping to address the problem of influenza B lineage mismatch. However, the price per dose of QIV is higher than that of TIV. In such circumstances, cost-effectiveness analyses provide important and relevant information to inform national health recommendations and implementation decisions. This analysis assessed potential vaccine impacts and cost-effectiveness of a country-wide switch from TIV to QIV, in Canada and the UK, from a third-party payer perspective. METHODS: An age-stratified, dynamic four-strain transmission model which incorporates strain interaction, transmission-rate seasonality and age-specific mixing in the population was used. Model input data were obtained from published literature and online databases. In Canada, we evaluated a switch from TIV to QIV in the entire population. For the UK, we considered two strategies: Children aged 2-17 years who receive the live-attenuated influenza vaccine (LAIV) switch to the quadrivalent formulation (QLAIV), while individuals aged > 18 years switch from TIV to QIV. Two different vaccination uptake scenarios in children (UK1 and UK2, which differ in the vaccine uptake level) were considered. Health and cost outcomes for both vaccination strategies, and the cost-effectiveness of switching from TIV/LAIV to QIV/QLAIV, were estimated from the payer perspective. For Canada and the UK, cost and outcomes were discounted using 5 % and 3.5 % per year, respectively. RESULTS: Overall, in an average influenza season, our model predicts that a nationwide switch from TIV to QIV would prevent 4.6 % influenza cases, 4.9 % general practitioner (GP) visits, 5.7 % each of emergency room (ER) visits and hospitalizations, and 6.8 % deaths in Canada. In the UK (UK1/UK2), implementing QIV would prevent 1.4 %/1.8 % of influenza cases, 1.6 %/2.0 % each of GP and ER visits, 1.5 %/1.9 % of hospitalizations and 4.3 %/4.9 % of deaths. Discounted incremental cost-utility ratios of $7,961 and pound7,989/ pound7,234 per quality-adjusted life-year (QALY) gained are estimated for Canada and the UK (UK1/UK2), both of which are well within their respective cost-effectiveness threshold values. CONCLUSIONS: Switching from TIV to QIV is expected to be a cost-effective strategy to further reduce the burden of influenza in both countries.",2015-01-20902,26503131,J Manag Care Spec Pharm,Edward W Thommes,2015,15 /,465,No,26503131,"Edward W Thommes; Afisi Ismaila; Ayman Chit; Genevieve Meier; Christopher T Bauch; Cost-effectiveness evaluation of quadrivalent influenza vaccines for seasonal influenza prevention: a dynamic modeling study of Canada and the United Kingdom, J Manag Care Spec Pharm, 2015; 15():2376-1032; 465",QALY,Canada,Not Stated,Not Stated,Quadrivalent influenza vaccine (QIV) vs. trivalent influenza vaccine (TIV),Not Stated,Not Stated,19 Years,"Female, Male",Full,10 Years,5.00,5.00,7961,Canada,2013,8590.09
14908,Assessment of the Economic Impact of Belimumab for the Treatment of Systemic Lupus Erythematosus in the Italian Setting: A Cost-Effectiveness Analysis,"OBJECTIVE: The purpose of this analysis is to evaluate the cost-effectiveness of belimumab, a new biological treatment specifically developed for the treatment of Systemic Lupus Erythematosus (SLE), in the Italian setting. SLE is a chronic non-organ specific autoimmune disease characterized by a disregulation of the immune system that involves many organs and systems. METHODS: A cost-effectiveness micro-simulation model with a lifetime horizon originally developed for the UK was adapted to the Italian setting. The analysis compared Standard of Care (SoC) alone vs belimumab plus SoC from a National Healthcare Service (NHS) and societal perspective. Health-economic consequences of treatments and organ damage progression were calculated. When available, Italian data were used, otherwise UK costs were converted using Purchasing Power Parities (PPPs). Utility values were based on the EQ-5D assessments in the belimumab clinical trials (BLISS 52 and 76). Results were discounted with 3% for costs and effects. A maximum belimumab treatment duration of 6 years was assumed and wastage costs were considered. RESULTS: Cost per life year gained (Incremental Cost-Effectiveness Ratio, ICER) and cost per Quality Adjusted Life Year (QALY) (Incremental Cost-Utility Ratio, ICUR) were euro22,990 and euro32,859, respectively. These values reduced to euro20,119 and euro28,754, respectively, when indirect costs were included. CONCLUSIONS: It may be concluded that in the Italian setting and according to the guidelines of the Italian Association of Health Economics (IAHE), belimumab was shown to be cost-effective, in terms of both ICER and ICUR, (euro25-40,000/QALY).",2015-01-20929,26488751,PLoS One,Francesca Pierotti,2015,10 / 10,e0140843,No,26488751,"Francesca Pierotti; Ilaria Palla; Maarten Treur; Lara Pippo; Giuseppe Turchetti; Assessment of the Economic Impact of Belimumab for the Treatment of Systemic Lupus Erythematosus in the Italian Setting: A Cost-Effectiveness Analysis, PLoS One , 2015; 10(10):1932-6203; e0140843",QALY,Italy,Not Stated,Not Stated,Belimumab in addition to the standard of care vs. Standard/Usual Care- glucocorticoids and various immunosuppressants,Not Stated,Not Stated,19 Years,"Female, Male",Full,Lifetime,3.00,3.00,32859,Euro,2010,51614.57
14909,Decision analytic cost-effectiveness model to compare prostate cryotherapy to androgen deprivation therapy for treatment of radiation recurrent prostate cancer,"OBJECTIVE: To determine the cost-effectiveness of salvage cryotherapy (SC) in men with radiation recurrent prostate cancer (RRPC). DESIGN: Cost-utility analysis using decision analytic modelling by a Markov model. SETTING AND METHODS: Compared SC and androgen deprivation therapy (ADT) in a cohort of patients with RRPC (biopsy proven local recurrence, no evidence of metastatic disease). A literature review captured published data to inform the decision model, and resource use data were from the Scottish Prostate Cryotherapy Service. The model was run in monthly cycles for RRPC men, mean age of 70 years. The model was run over the patient lifetime, to assess changes in patient health states and the associated quality of life, survival and cost impacts. Results are reported in terms of the discounted incremental costs and discounted incremental quality-adjusted life years (QALYs) gained between the 2 alternative interventions. Probabilistic sensitivity analysis used a 10,000 iteration Monte Carlo simulation. RESULTS: SC has a high upfront treatment cost, but delays the ongoing monthly cost of ADT. SC is the dominant strategy over the patient lifetime; it is more effective with an incremental 0.56 QALY gain (95% CI 0.28 to 0.87), and less costly with a reduced lifetime cost of pound29,719 (euro37,619) (95% CI -51,985 to -9243). For a ceiling ratio of pound30,000, SC has a 100% probability to be cost-effective. The cost neutral point was at 3.5 years, when the upfront cost of SC (plus any subsequent cumulative cost of side effects and ADT) equates the cumulative cost in the ADT arm. Limitations of our model may arise from its insensitivity to parameter or structural uncertainty. CONCLUSIONS: The platform for SC versus ADT cost-effective analysis can be employed to evaluate other treatment modalities or strategies in RRPC. SC is the dominant strategy, costing less over a patient's lifetime with improvements in QALYs. TRIAL REGISTRATION NUMBER: This economic analysis was undertaken as part of the CROP RCT study ISRCTN: 72677390; it was a pre-trial economic model developed and analysed during the pre-results stage of the RCT.",2015-01-20936,26482768,BMJ Open,Kathleen A Boyd,2015,5 / 10,e007925,No,26482768,"Kathleen A Boyd; Rob J Jones; Jim Paul; Fiona Birrell; Andrew H Briggs; Hing Y Leung; Decision analytic cost-effectiveness model to compare prostate cryotherapy to androgen deprivation therapy for treatment of radiation recurrent prostate cancer, BMJ Open , 2015; 5(10):2044-6055; e007925",QALY,United Kingdom,Not Stated,Not Stated,"Procedure Cryotherapy (SC) vs. androgen deprivation therapy (ADT), 20% deferred",treatment experience,70 Years,70 Years,Male,Full,Lifetime,3.50,3.50,-53069.64,United Kingdom,2014,-95639.32
14910,Decision analytic cost-effectiveness model to compare prostate cryotherapy to androgen deprivation therapy for treatment of radiation recurrent prostate cancer,"OBJECTIVE: To determine the cost-effectiveness of salvage cryotherapy (SC) in men with radiation recurrent prostate cancer (RRPC). DESIGN: Cost-utility analysis using decision analytic modelling by a Markov model. SETTING AND METHODS: Compared SC and androgen deprivation therapy (ADT) in a cohort of patients with RRPC (biopsy proven local recurrence, no evidence of metastatic disease). A literature review captured published data to inform the decision model, and resource use data were from the Scottish Prostate Cryotherapy Service. The model was run in monthly cycles for RRPC men, mean age of 70 years. The model was run over the patient lifetime, to assess changes in patient health states and the associated quality of life, survival and cost impacts. Results are reported in terms of the discounted incremental costs and discounted incremental quality-adjusted life years (QALYs) gained between the 2 alternative interventions. Probabilistic sensitivity analysis used a 10,000 iteration Monte Carlo simulation. RESULTS: SC has a high upfront treatment cost, but delays the ongoing monthly cost of ADT. SC is the dominant strategy over the patient lifetime; it is more effective with an incremental 0.56 QALY gain (95% CI 0.28 to 0.87), and less costly with a reduced lifetime cost of pound29,719 (euro37,619) (95% CI -51,985 to -9243). For a ceiling ratio of pound30,000, SC has a 100% probability to be cost-effective. The cost neutral point was at 3.5 years, when the upfront cost of SC (plus any subsequent cumulative cost of side effects and ADT) equates the cumulative cost in the ADT arm. Limitations of our model may arise from its insensitivity to parameter or structural uncertainty. CONCLUSIONS: The platform for SC versus ADT cost-effective analysis can be employed to evaluate other treatment modalities or strategies in RRPC. SC is the dominant strategy, costing less over a patient's lifetime with improvements in QALYs. TRIAL REGISTRATION NUMBER: This economic analysis was undertaken as part of the CROP RCT study ISRCTN: 72677390; it was a pre-trial economic model developed and analysed during the pre-results stage of the RCT.",2015-01-20936,26482768,BMJ Open,Kathleen A Boyd,2015,5 / 10,e007925,No,26482768,"Kathleen A Boyd; Rob J Jones; Jim Paul; Fiona Birrell; Andrew H Briggs; Hing Y Leung; Decision analytic cost-effectiveness model to compare prostate cryotherapy to androgen deprivation therapy for treatment of radiation recurrent prostate cancer, BMJ Open , 2015; 5(10):2044-6055; e007925",QALY,United Kingdom,Not Stated,Not Stated,Procedure Cryotherapy (SC) vs. androgen deprivation therapy (ADT),treatment experienced,70 Years,70 Years,Male,Full,Lifetime,3.50,3.50,-57004.41,United Kingdom,2014,-102730.35
