index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
11401,Cost-effectiveness of universal and platelet reactivity assay-driven antiplatelet therapy in acute coronary syndrome,"Assays monitoring P2Y12 platelet reactivity can accurately predict which patients will have a poor response to clopidogrel. We sought to determine the cost-effectiveness of using platelet reactivity assays (PRAs) to select a dual-antiplatelet regimen for patients with acute coronary syndrome. A hybrid decision tree Markov model was developed to determine the cost-effectiveness of universal clopidogrel, ticagrelor, or prasugrel (given to all patients) or PRA-driven ticagrelor or prasugrel (given to patients with high platelet reactivity, defined as >230 on the VerifyNow P2Y12 assay; the others received generic clopidogrel). We assumed a cohort of 65-year-old patients with acute coronary syndrome and an incidence of high platelet reactivity of 32% and 13% at ~24 to 48 hours after revascularization and 1 month, respectively. The 5-year costs, quality-adjusted life-years, and incremental cost-effectiveness ratios were calculated for PRA-driven ticagrelor and prasugrel compared with universal clopidogrel, ticagrelor, or prasugrel. PRA-driven ticagrelor and prasugrel were cost-effective compared with universal clopidogrel (incremental cost-effectiveness ratio $40,100 and $49,143/quality-adjusted life-year, respectively); however, universal ticagrelor and prasugrel were not (incremental cost-effectiveness ratio $61,651 and $96,261/quality-adjusted life-year, respectively). Monte Carlo simulation suggested PRA-driven ticagrelor, PRA-driven prasugrel, universal ticagrelor, and universal prasugrel would have an incremental cost-effectiveness ratio <$50,000/quality-adjusted life-year in 52%, 40%, 23%, and 2% of the iterations compared with universal clopidogrel, respectively. Universal ticagrelor and prasugrel were not cost-effective compared with their respective PRA-driven regimens (incremental cost-effectiveness ratio $68,182; $116,875/quality-adjusted life-year, respectively). Monte Carlo simulation suggested universal ticagrelor and prasugrel would have an incremental cost-effectiveness ratio <$50,000/quality-adjusted life-year in 26% and 4% of iterations compared with their respective PRA-driven regimens. The results were most sensitive to differences in agent costs and drug-specific relative risks of death. In conclusion, even with generic clopidogrel, PRA-driven selection of antiplatelet therapy appeared to be a cost-effective strategy with the potential to decrease the overall acute coronary syndrome-associated healthcare costs.",2013-01-11292,23631863,Am J Cardiol,Craig I Coleman,2013,112 / 3,355-62,No,23631863,"Craig I Coleman; Brendan L Limone; Cost-effectiveness of universal and platelet reactivity assay-driven antiplatelet therapy in acute coronary syndrome, Am J Cardiol, ; 112(3):0002-9149; 355-62",QALY,United States of America,Not Stated,Not Stated,Universal ticagrelor vs. Platelet Reactivity Assay (PRA)-driven ticagrelor,Not Stated,65 Years,65 Years,"Female, Male",Full,5 Years,3.00,3.00,68182,United States,2011,78449.05
11402,Cost-effectiveness of universal and platelet reactivity assay-driven antiplatelet therapy in acute coronary syndrome,"Assays monitoring P2Y12 platelet reactivity can accurately predict which patients will have a poor response to clopidogrel. We sought to determine the cost-effectiveness of using platelet reactivity assays (PRAs) to select a dual-antiplatelet regimen for patients with acute coronary syndrome. A hybrid decision tree Markov model was developed to determine the cost-effectiveness of universal clopidogrel, ticagrelor, or prasugrel (given to all patients) or PRA-driven ticagrelor or prasugrel (given to patients with high platelet reactivity, defined as >230 on the VerifyNow P2Y12 assay; the others received generic clopidogrel). We assumed a cohort of 65-year-old patients with acute coronary syndrome and an incidence of high platelet reactivity of 32% and 13% at ~24 to 48 hours after revascularization and 1 month, respectively. The 5-year costs, quality-adjusted life-years, and incremental cost-effectiveness ratios were calculated for PRA-driven ticagrelor and prasugrel compared with universal clopidogrel, ticagrelor, or prasugrel. PRA-driven ticagrelor and prasugrel were cost-effective compared with universal clopidogrel (incremental cost-effectiveness ratio $40,100 and $49,143/quality-adjusted life-year, respectively); however, universal ticagrelor and prasugrel were not (incremental cost-effectiveness ratio $61,651 and $96,261/quality-adjusted life-year, respectively). Monte Carlo simulation suggested PRA-driven ticagrelor, PRA-driven prasugrel, universal ticagrelor, and universal prasugrel would have an incremental cost-effectiveness ratio <$50,000/quality-adjusted life-year in 52%, 40%, 23%, and 2% of the iterations compared with universal clopidogrel, respectively. Universal ticagrelor and prasugrel were not cost-effective compared with their respective PRA-driven regimens (incremental cost-effectiveness ratio $68,182; $116,875/quality-adjusted life-year, respectively). Monte Carlo simulation suggested universal ticagrelor and prasugrel would have an incremental cost-effectiveness ratio <$50,000/quality-adjusted life-year in 26% and 4% of iterations compared with their respective PRA-driven regimens. The results were most sensitive to differences in agent costs and drug-specific relative risks of death. In conclusion, even with generic clopidogrel, PRA-driven selection of antiplatelet therapy appeared to be a cost-effective strategy with the potential to decrease the overall acute coronary syndrome-associated healthcare costs.",2013-01-11292,23631863,Am J Cardiol,Craig I Coleman,2013,112 / 3,355-62,No,23631863,"Craig I Coleman; Brendan L Limone; Cost-effectiveness of universal and platelet reactivity assay-driven antiplatelet therapy in acute coronary syndrome, Am J Cardiol, ; 112(3):0002-9149; 355-62",QALY,United States of America,Not Stated,Not Stated,Universal prasugrel vs. Platelet Reactivity Assay (PRA)-driven prasugrel,Not Stated,65 Years,65 Years,"Female, Male",Full,5 Years,3.00,3.00,116875,United States,2011,134474.39
11403,Cost-effectiveness of a coronary heart disease secondary prevention program in patients with myocardial infarction: results from a randomised controlled trial (ProActive Heart),"BACKGROUND: Participation in coronary heart disease (CHD) secondary prevention programs is low. Telephone-delivered CHD secondary prevention programs may overcome the treatment gap. The telephone-based health coaching ProActive Heart trial intervention has previously been shown to be effective for improving health-related quality of life, physical activity, body mass index, diet, alcohol intake and anxiety. As a secondary aim, the current study evaluated the cost-effectiveness of the ProActive Heart intervention compared to usual care. METHODS: 430 adult myocardial infarction patients were randomised to a six-month CHD secondary prevention ''health coaching'' intervention or ''usual care'' control group. Primary outcome variables were health-related quality of life (SF-36) and physical activity (Active Australia Survey). Data were collected at baseline, six-months (post-intervention) and 12 months (six-months post-intervention completion) for longer term effects. Cost-effectiveness data [health utility (SF-6D) and health care utilisation] were collected using self-reported (general practitioner, specialist, other health professionals, health services, and medication) and claims data (hospitalisation rates). Intervention effects are presented as mean differences (95% CI), p-value. RESULTS: Improvements in health status (SF-6D) were observed in both groups, with no significant difference between the groups at six [0.012 (-0.016, 0.041), p = 0.372] or 12 months [0.011 (-0.028, 0.051) p = 0.738]. Patients in the health coaching group were significantly more likely to be admitted to hospital due to causes unrelated to cardiovascular disease (p = 0.042). The overall cost for the health coaching group was higher ($10,574 vs. $8,534, p = 0.021), mainly due to higher hospitalisation (both CHD and non-CHD) costs ($6,841 vs. $4,984, p = 0.036). The incremental cost-effectiveness ratio was $85,423 per QALY. CONCLUSIONS: There was no intervention effect measured using the SF-36/SF-6D and ProActive Heart resulted in significantly increased costs. The cost per QALY gained from ProActive Heart was high and above acceptable limits compared to usual care.",2013-01-11298,23634982,BMC Cardiovasc Disord,Erika Turkstra,2013,13 /,33,No,23634982,"Erika Turkstra; Anna L Hawkes; Brian Oldenburg; Paul A Scuffham; Cost-effectiveness of a coronary heart disease secondary prevention program in patients with myocardial infarction: results from a randomised controlled trial (ProActive Heart), BMC Cardiovasc Disord, ; 13():1471-2261; 33",QALY,Australia,Not Stated,Not Stated,Health coaching (HC) intervention: telephone-based health coaching to prevent coronary heart disease (CHD) vs. Standard/Usual Care,Not Stated,Not Stated,19 Years,"Female, Male",Full,6 Months,Not Stated,Not Stated,170000,Australia,2008,174456.3
11404,Bariatric surgery for the treatment of severely obese patients in South Korea--is it cost effective?,"BACKGROUND: In South Korea, the number of severely obese patients has increased. An economic study comparing bariatric surgery with nonsurgical interventions has not been published for Asia. OBJECTIVES: This study was conducted to evaluate the cost effectiveness of bariatric surgery as compared to nonsurgical interventions for severe obese Korean people. METHODS: We used the Markov model to compare the lifetime expected costs and quality-adjusted life years (QALYs) between bariatric surgery and nonsurgical interventions from Korean Healthcare system perspectives. Our target cohort consisted of severe obese people defined as having a body mass index of 30-<40 kg/m(2) in South Korea. The starting age of the cohort was 30 years old, and the cycle length was 1 year. Nonsurgical interventions included a physician visit, exercise, diet, and pharmacotherapy. A discount of 5 % was applied in cost and QALY. The incremental cost-effectiveness ratio (ICER) of bariatric surgery compared to nonsurgery interventions was calculated. RESULTS: The cost-utility analysis study indicated that bariatric surgery had US$1,522 incremental costs and 0.86 incremental QALYs as compared to nonsurgical interventions. Through the base case analysis, ICER was US$1,771/QALY. The sensitivity analyses were performed using a variety of assumptions, and the robustness of the study results was also demonstrated. CONCLUSION: The study indicated that bariatric surgery was a cost-effective alternative to nonsurgical interventions over a lifetime, providing substantial lifetime benefits for severely obese Korean people.",2013-01-11304,23636995,Obes Surg,Hyun Jin Song,2013,23 / 12,,No,23636995,"Hyun Jin Song; Jin Won Kwon; Yong Jin Kim; Sung-Hee Oh; Yoonseok Heo; Sang-Moon Han; Bariatric surgery for the treatment of severely obese patients in South Korea--is it cost effective?, Obes Surg, 2013 Dec; 23(12):0960-8923",QALY,South Korea,Not Stated,Not Stated,Bariatric surgery vs. Nonsurgical intervention,Not Stated,Not Stated,30 Years,Not Stated,Full,Lifetime,5.00,5.00,1771,United States,2011,2037.68
11405,Cost-effectiveness of various interventions for newly diagnosed diabetic macular edema,"OBJECTIVE: Anti-vascular endothelial growth factor therapies have revolutionized the treatment of clinically significant diabetic macular edema (CSDME); yet these agents are expensive, and whether they are cost-effective is unclear. The purpose of this study is to determine the most cost-effective treatment option for patients with newly diagnosed CSDME: focal laser photocoagulation alone (L), focal laser plus intravitreal ranibizumab (L+R), focal laser plus intravitreal bevacizumab (L+B), or focal laser plus intravitreal triamcinolone (L+T) injections. DESIGN: Cost-effectiveness analysis. PARTICIPANTS: Hypothetical cohort of 57-year-old patients with newly diagnosed CSDME. METHODS: By using a Markov model with a 25-year time horizon, we compared the incremental cost-effectiveness of treating patients with newly diagnosed CSDME using L, L+R, L+B, or L+T. Data came from the DRCRnet randomized controlled trial, the Medicare fee schedule, and the medical literature. MAIN OUTCOME MEASURES: Costs, quality-adjusted life years (QALYs), and incremental costs per QALY gained. RESULTS: Compared with L, the incremental cost-effectiveness of L+R and L+B was $89903/QALY and $11138/QALY, respectively. L+T was dominated by L. A probabilistic sensitivity analysis demonstrated that, at a willingness to pay (WTP) of $50000/QALY, L was approximately 70% likely to be the preferred therapy over L+R and L+T. However, at a WTP of $100000/QALY, more than 90% of the time, L+R therapy was the preferred therapy compared with L and L+T. In the probabilistic sensitivity analysis, L+B was found to be the preferred therapy over L and L+T for any WTP value >$10000/QALY. Sensitivity analyses revealed that the annual risk of cerebrovascular accident would have to be at least 1.5% higher with L+B than with L+R for L+R to be the preferred treatment. In another sensitivity analysis, if patients require <8 injections per year over the remainder of the 25-year time horizon, L+B would cost <$100000/QALY, whereas L+R would be cost-effective at a WTP of $100000/QALY if patients require fewer than 0.45 injections per year after year 2. CONCLUSIONS: With bevacizumab and ranibizumab assumed to have equivalent effectiveness and similar safety profiles when used in the management of CSDME, bevacizumab therapy confers the greatest value among the different treatment options for CSDME. FINANCIAL DISCLOSURE(S): The author(s) have no proprietary or commercial interest in any materials discussed in this article.",2013-01-11313,23642372,Ophthalmology,Joshua D Stein,2013,120 / 9,,No,23642372,"Joshua D Stein; Paula Anne Newman-Casey; David D Kim; Kristen Harris Nwanyanwu; Mark W Johnson; David W Hutton; Cost-effectiveness of various interventions for newly diagnosed diabetic macular edema, Ophthalmology, 2013 Sep; 120(9):0161-6420",QALY,United States of America,Not Stated,Not Stated,Focal laser plus intravitreal triamcinolone (L+T) injections vs. focal laser photocoagulation alone (L),Not Stated,57 Years,57 Years,Not Stated,Full,25 Years,3.00,3.00,-4441.38,United States,2011,-5110.18
11406,Cost-effectiveness of various interventions for newly diagnosed diabetic macular edema,"OBJECTIVE: Anti-vascular endothelial growth factor therapies have revolutionized the treatment of clinically significant diabetic macular edema (CSDME); yet these agents are expensive, and whether they are cost-effective is unclear. The purpose of this study is to determine the most cost-effective treatment option for patients with newly diagnosed CSDME: focal laser photocoagulation alone (L), focal laser plus intravitreal ranibizumab (L+R), focal laser plus intravitreal bevacizumab (L+B), or focal laser plus intravitreal triamcinolone (L+T) injections. DESIGN: Cost-effectiveness analysis. PARTICIPANTS: Hypothetical cohort of 57-year-old patients with newly diagnosed CSDME. METHODS: By using a Markov model with a 25-year time horizon, we compared the incremental cost-effectiveness of treating patients with newly diagnosed CSDME using L, L+R, L+B, or L+T. Data came from the DRCRnet randomized controlled trial, the Medicare fee schedule, and the medical literature. MAIN OUTCOME MEASURES: Costs, quality-adjusted life years (QALYs), and incremental costs per QALY gained. RESULTS: Compared with L, the incremental cost-effectiveness of L+R and L+B was $89903/QALY and $11138/QALY, respectively. L+T was dominated by L. A probabilistic sensitivity analysis demonstrated that, at a willingness to pay (WTP) of $50000/QALY, L was approximately 70% likely to be the preferred therapy over L+R and L+T. However, at a WTP of $100000/QALY, more than 90% of the time, L+R therapy was the preferred therapy compared with L and L+T. In the probabilistic sensitivity analysis, L+B was found to be the preferred therapy over L and L+T for any WTP value >$10000/QALY. Sensitivity analyses revealed that the annual risk of cerebrovascular accident would have to be at least 1.5% higher with L+B than with L+R for L+R to be the preferred treatment. In another sensitivity analysis, if patients require <8 injections per year over the remainder of the 25-year time horizon, L+B would cost <$100000/QALY, whereas L+R would be cost-effective at a WTP of $100000/QALY if patients require fewer than 0.45 injections per year after year 2. CONCLUSIONS: With bevacizumab and ranibizumab assumed to have equivalent effectiveness and similar safety profiles when used in the management of CSDME, bevacizumab therapy confers the greatest value among the different treatment options for CSDME. FINANCIAL DISCLOSURE(S): The author(s) have no proprietary or commercial interest in any materials discussed in this article.",2013-01-11313,23642372,Ophthalmology,Joshua D Stein,2013,120 / 9,,No,23642372,"Joshua D Stein; Paula Anne Newman-Casey; David D Kim; Kristen Harris Nwanyanwu; Mark W Johnson; David W Hutton; Cost-effectiveness of various interventions for newly diagnosed diabetic macular edema, Ophthalmology, 2013 Sep; 120(9):0161-6420",QALY,United States of America,Not Stated,Not Stated,Focal laser plus intravitreal ranibizumab (L+R) injections vs. focal laser photocoagulation alone (L),Not Stated,57 Years,57 Years,Not Stated,Full,25 Years,3.00,3.00,89903,United States,2011,103440.87
11407,Cost-effectiveness of various interventions for newly diagnosed diabetic macular edema,"OBJECTIVE: Anti-vascular endothelial growth factor therapies have revolutionized the treatment of clinically significant diabetic macular edema (CSDME); yet these agents are expensive, and whether they are cost-effective is unclear. The purpose of this study is to determine the most cost-effective treatment option for patients with newly diagnosed CSDME: focal laser photocoagulation alone (L), focal laser plus intravitreal ranibizumab (L+R), focal laser plus intravitreal bevacizumab (L+B), or focal laser plus intravitreal triamcinolone (L+T) injections. DESIGN: Cost-effectiveness analysis. PARTICIPANTS: Hypothetical cohort of 57-year-old patients with newly diagnosed CSDME. METHODS: By using a Markov model with a 25-year time horizon, we compared the incremental cost-effectiveness of treating patients with newly diagnosed CSDME using L, L+R, L+B, or L+T. Data came from the DRCRnet randomized controlled trial, the Medicare fee schedule, and the medical literature. MAIN OUTCOME MEASURES: Costs, quality-adjusted life years (QALYs), and incremental costs per QALY gained. RESULTS: Compared with L, the incremental cost-effectiveness of L+R and L+B was $89903/QALY and $11138/QALY, respectively. L+T was dominated by L. A probabilistic sensitivity analysis demonstrated that, at a willingness to pay (WTP) of $50000/QALY, L was approximately 70% likely to be the preferred therapy over L+R and L+T. However, at a WTP of $100000/QALY, more than 90% of the time, L+R therapy was the preferred therapy compared with L and L+T. In the probabilistic sensitivity analysis, L+B was found to be the preferred therapy over L and L+T for any WTP value >$10000/QALY. Sensitivity analyses revealed that the annual risk of cerebrovascular accident would have to be at least 1.5% higher with L+B than with L+R for L+R to be the preferred treatment. In another sensitivity analysis, if patients require <8 injections per year over the remainder of the 25-year time horizon, L+B would cost <$100000/QALY, whereas L+R would be cost-effective at a WTP of $100000/QALY if patients require fewer than 0.45 injections per year after year 2. CONCLUSIONS: With bevacizumab and ranibizumab assumed to have equivalent effectiveness and similar safety profiles when used in the management of CSDME, bevacizumab therapy confers the greatest value among the different treatment options for CSDME. FINANCIAL DISCLOSURE(S): The author(s) have no proprietary or commercial interest in any materials discussed in this article.",2013-01-11313,23642372,Ophthalmology,Joshua D Stein,2013,120 / 9,,No,23642372,"Joshua D Stein; Paula Anne Newman-Casey; David D Kim; Kristen Harris Nwanyanwu; Mark W Johnson; David W Hutton; Cost-effectiveness of various interventions for newly diagnosed diabetic macular edema, Ophthalmology, 2013 Sep; 120(9):0161-6420",QALY,United States of America,Not Stated,Not Stated,Delayed focal laser plus intravitreal ranibizumab (DL+R) injections vs. focal laser photocoagulation alone (L),Not Stated,57 Years,57 Years,Not Stated,Full,25 Years,3.00,3.00,71271,United States,2011,82003.2
11408,Cost-effectiveness of various interventions for newly diagnosed diabetic macular edema,"OBJECTIVE: Anti-vascular endothelial growth factor therapies have revolutionized the treatment of clinically significant diabetic macular edema (CSDME); yet these agents are expensive, and whether they are cost-effective is unclear. The purpose of this study is to determine the most cost-effective treatment option for patients with newly diagnosed CSDME: focal laser photocoagulation alone (L), focal laser plus intravitreal ranibizumab (L+R), focal laser plus intravitreal bevacizumab (L+B), or focal laser plus intravitreal triamcinolone (L+T) injections. DESIGN: Cost-effectiveness analysis. PARTICIPANTS: Hypothetical cohort of 57-year-old patients with newly diagnosed CSDME. METHODS: By using a Markov model with a 25-year time horizon, we compared the incremental cost-effectiveness of treating patients with newly diagnosed CSDME using L, L+R, L+B, or L+T. Data came from the DRCRnet randomized controlled trial, the Medicare fee schedule, and the medical literature. MAIN OUTCOME MEASURES: Costs, quality-adjusted life years (QALYs), and incremental costs per QALY gained. RESULTS: Compared with L, the incremental cost-effectiveness of L+R and L+B was $89903/QALY and $11138/QALY, respectively. L+T was dominated by L. A probabilistic sensitivity analysis demonstrated that, at a willingness to pay (WTP) of $50000/QALY, L was approximately 70% likely to be the preferred therapy over L+R and L+T. However, at a WTP of $100000/QALY, more than 90% of the time, L+R therapy was the preferred therapy compared with L and L+T. In the probabilistic sensitivity analysis, L+B was found to be the preferred therapy over L and L+T for any WTP value >$10000/QALY. Sensitivity analyses revealed that the annual risk of cerebrovascular accident would have to be at least 1.5% higher with L+B than with L+R for L+R to be the preferred treatment. In another sensitivity analysis, if patients require <8 injections per year over the remainder of the 25-year time horizon, L+B would cost <$100000/QALY, whereas L+R would be cost-effective at a WTP of $100000/QALY if patients require fewer than 0.45 injections per year after year 2. CONCLUSIONS: With bevacizumab and ranibizumab assumed to have equivalent effectiveness and similar safety profiles when used in the management of CSDME, bevacizumab therapy confers the greatest value among the different treatment options for CSDME. FINANCIAL DISCLOSURE(S): The author(s) have no proprietary or commercial interest in any materials discussed in this article.",2013-01-11313,23642372,Ophthalmology,Joshua D Stein,2013,120 / 9,,No,23642372,"Joshua D Stein; Paula Anne Newman-Casey; David D Kim; Kristen Harris Nwanyanwu; Mark W Johnson; David W Hutton; Cost-effectiveness of various interventions for newly diagnosed diabetic macular edema, Ophthalmology, 2013 Sep; 120(9):0161-6420",QALY,United States of America,Not Stated,Not Stated,Focal laser plus intravitreal bevacizumab (L+B) injections vs. focal laser photocoagulation alone (L),Not Stated,57 Years,57 Years,Not Stated,Full,25 Years,3.00,3.00,17111.91,United States,2011,19688.67
11409,Cost-effectiveness of various interventions for newly diagnosed diabetic macular edema,"OBJECTIVE: Anti-vascular endothelial growth factor therapies have revolutionized the treatment of clinically significant diabetic macular edema (CSDME); yet these agents are expensive, and whether they are cost-effective is unclear. The purpose of this study is to determine the most cost-effective treatment option for patients with newly diagnosed CSDME: focal laser photocoagulation alone (L), focal laser plus intravitreal ranibizumab (L+R), focal laser plus intravitreal bevacizumab (L+B), or focal laser plus intravitreal triamcinolone (L+T) injections. DESIGN: Cost-effectiveness analysis. PARTICIPANTS: Hypothetical cohort of 57-year-old patients with newly diagnosed CSDME. METHODS: By using a Markov model with a 25-year time horizon, we compared the incremental cost-effectiveness of treating patients with newly diagnosed CSDME using L, L+R, L+B, or L+T. Data came from the DRCRnet randomized controlled trial, the Medicare fee schedule, and the medical literature. MAIN OUTCOME MEASURES: Costs, quality-adjusted life years (QALYs), and incremental costs per QALY gained. RESULTS: Compared with L, the incremental cost-effectiveness of L+R and L+B was $89903/QALY and $11138/QALY, respectively. L+T was dominated by L. A probabilistic sensitivity analysis demonstrated that, at a willingness to pay (WTP) of $50000/QALY, L was approximately 70% likely to be the preferred therapy over L+R and L+T. However, at a WTP of $100000/QALY, more than 90% of the time, L+R therapy was the preferred therapy compared with L and L+T. In the probabilistic sensitivity analysis, L+B was found to be the preferred therapy over L and L+T for any WTP value >$10000/QALY. Sensitivity analyses revealed that the annual risk of cerebrovascular accident would have to be at least 1.5% higher with L+B than with L+R for L+R to be the preferred treatment. In another sensitivity analysis, if patients require <8 injections per year over the remainder of the 25-year time horizon, L+B would cost <$100000/QALY, whereas L+R would be cost-effective at a WTP of $100000/QALY if patients require fewer than 0.45 injections per year after year 2. CONCLUSIONS: With bevacizumab and ranibizumab assumed to have equivalent effectiveness and similar safety profiles when used in the management of CSDME, bevacizumab therapy confers the greatest value among the different treatment options for CSDME. FINANCIAL DISCLOSURE(S): The author(s) have no proprietary or commercial interest in any materials discussed in this article.",2013-01-11313,23642372,Ophthalmology,Joshua D Stein,2013,120 / 9,,No,23642372,"Joshua D Stein; Paula Anne Newman-Casey; David D Kim; Kristen Harris Nwanyanwu; Mark W Johnson; David W Hutton; Cost-effectiveness of various interventions for newly diagnosed diabetic macular edema, Ophthalmology, 2013 Sep; 120(9):0161-6420",QALY,United States of America,Not Stated,Not Stated,Delayed focal laser plus intravitreal bevacizumab (DL+B) injections vs. focal laser photocoagulation alone (L),Not Stated,57 Years,57 Years,Not Stated,Full,25 Years,3.00,3.00,11138,United States,2011,12815.19
11410,The cost-effectiveness of onabotulinumtoxinA for the prophylaxis of headache in adults with chronic migraine in the UK,"BACKGROUND: Although chronic migraine is associated with substantial disability and costs, few treatments have been shown to be effective. OnabotulinumtoxinA (Botox, Allergan Inc., Irvine, CA) is the first treatment to be licensed in the UK for the prophylaxis of headaches in adults with chronic migraine. This study aims to evaluate the cost-effectiveness of onabotulinumtoxinA in this indication in the UK. METHODS: A state-transition (Markov) model was developed comparing onabotulinumtoxinA to placebo. Efficacy data and utility values were taken from the pooled Phase III REsearch Evaluating Migraine Prophylaxis Therapy (PREEMPT) clinical trials program (n = 1384). Estimates of resource utilisation were taken from the International Burden of Migraine Study (IBMS), and stopping rules were informed by published medical guidelines and clinical data. This study estimated 2-year discounted costs and quality-adjusted life years (QALYs) from the UK National Health Service perspective. RESULTS: At 2 years, treatment with onabotulinumtoxinA was associated with an increase in costs of pound1367 and an increase in QALYs of 0.1 compared to placebo, resulting in an incremental cost-effectiveness ratio (ICER) of pound15,028. Treatment with onabotulinumtoxinA reduced headache days by an estimated 38 days per year at a cost of pound18 per headache day avoided. Sensitivity analysis showed that utility values had the greatest influence on model results. The ICER remained cost-effective at a willingness to pay threshold of pound20,000- pound30,000/QALY in the majority of scenario analyses as well as in probabilistic sensitivity analysis, where onabotulinumtoxinA was cost-effective on 96% of occasions at a threshold of pound20,000/QALY and 98% of occasions at pound30,000/QALY. CONCLUSION: OnabotulinumtoxinA has been shown to reduce the frequency of headaches in patients with chronic migraine and can be considered a cost-effective use of resources in the UK National Health Service. The uncertainties in the model relate to the extrapolation of clinical data beyond the 56-week trial.",2013-01-11320,23647483,J Med Econ,Anthony J Batty,2013,16 / 7,877-87,Yes,23647483,"Anthony J Batty; Ryan N Hansen; Lisa M Bloudek; Sepideh F Varon; Esther J Hayward; Becky W Pennington; Richard B Lipton; Sean D Sullivan; The cost-effectiveness of onabotulinumtoxinA for the prophylaxis of headache in adults with chronic migraine in the UK, J Med Econ, ; 16(7):1369-6998; 877-87",QALY,United Kingdom,Not Stated,Not Stated,Onabotulinumtoxin A vs. Placebo,Not Stated,Not Stated,19 Years,"Female, Male",Full,2 Years,3.50,3.50,15028,United Kingdom,2010,27536.13
