index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
26301,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis,"PURPOSE: To establish the population-level costs and cost-effectiveness of first-line antiepileptic drug (AED) treatments for reducing the treatment gap in developing countries. METHODS: A population model was applied to nine World Health Organization (WHO) developing subregions to estimate the impact of four first-line AEDs in the primary care management of (ICD-10 defined) idiopathic epilepsy and epileptic syndromes: phenobarbitone (PB), phenytoin (PHT), carbamazepine (CBZ), and valproic acid (VPA). The efficacy of treatment was gauged in terms of improvements to both disability and recovery, subsequently adjusted for treatment coverage, response, and adherence. Total population-level treatment effects (measured in disability-adjusted life years or DALYs averted) and treatment costs (measured in international dollars; IUS dollars) were combined to form ratios of cost-effectiveness. RESULTS: Across nine developing WHO subregions, extending AED treatment coverage to 50% of primary epilepsy cases would avert between 150 and 650 DALYs per one million population (equivalent to 13-40% of the current burden), at an annual cost per capita of IUS dollars 0.20-1.33. Older first-line AEDs (PB, PHT) were most cost-effective on account of their similar efficacy but lower acquisition cost (IUS dollars 800-2,000 for each DALY averted). CONCLUSIONS: A significant proportion of the current burden of epilepsy in developing countries is avertable by scaling-up the routine availability of low-cost AEDs. Critical factors in the successful implementation of such a scaled-up level of service delivery, apart from renewed political support and investment, relate to appropriate training and continuity of drug supply.",2005-XX-01414,15857443,Epilepsia,Dan Chisholm,2005,46 / 5,751-9,No,15857443,"Dan Chisholm; Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis, Epilepsia, 2005-May; 46(5):0013-9580; 751-9",DALY,"Botswana, Burundi, Central African Republic, Congo Democratic Republic, Congo, Côte d'Ivoire, Eritrea, Ethiopia, Kenya, Lesotho, Malawi, Mozambique, Namibia, Rwanda, South Africa, Swaziland, Tanzania, Uganda, Zambia, Zimbabwe",Not Stated,Pharmaceutical,Phenobarbitone vs. None,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,844,United States,2000,1268.5
26302,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis,"PURPOSE: To establish the population-level costs and cost-effectiveness of first-line antiepileptic drug (AED) treatments for reducing the treatment gap in developing countries. METHODS: A population model was applied to nine World Health Organization (WHO) developing subregions to estimate the impact of four first-line AEDs in the primary care management of (ICD-10 defined) idiopathic epilepsy and epileptic syndromes: phenobarbitone (PB), phenytoin (PHT), carbamazepine (CBZ), and valproic acid (VPA). The efficacy of treatment was gauged in terms of improvements to both disability and recovery, subsequently adjusted for treatment coverage, response, and adherence. Total population-level treatment effects (measured in disability-adjusted life years or DALYs averted) and treatment costs (measured in international dollars; IUS dollars) were combined to form ratios of cost-effectiveness. RESULTS: Across nine developing WHO subregions, extending AED treatment coverage to 50% of primary epilepsy cases would avert between 150 and 650 DALYs per one million population (equivalent to 13-40% of the current burden), at an annual cost per capita of IUS dollars 0.20-1.33. Older first-line AEDs (PB, PHT) were most cost-effective on account of their similar efficacy but lower acquisition cost (IUS dollars 800-2,000 for each DALY averted). CONCLUSIONS: A significant proportion of the current burden of epilepsy in developing countries is avertable by scaling-up the routine availability of low-cost AEDs. Critical factors in the successful implementation of such a scaled-up level of service delivery, apart from renewed political support and investment, relate to appropriate training and continuity of drug supply.",2005-XX-01414,15857443,Epilepsia,Dan Chisholm,2005,46 / 5,751-9,No,15857443,"Dan Chisholm; Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis, Epilepsia, 2005-May; 46(5):0013-9580; 751-9",DALY,"Botswana, Burundi, Central African Republic, Congo Democratic Republic, Congo, Côte d'Ivoire, Eritrea, Ethiopia, Kenya, Lesotho, Malawi, Mozambique, Namibia, Rwanda, South Africa, Swaziland, Tanzania, Uganda, Zambia, Zimbabwe",Not Stated,Pharmaceutical,Phenytoin vs. None,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,880,United States,2000,1322.61
26303,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis,"PURPOSE: To establish the population-level costs and cost-effectiveness of first-line antiepileptic drug (AED) treatments for reducing the treatment gap in developing countries. METHODS: A population model was applied to nine World Health Organization (WHO) developing subregions to estimate the impact of four first-line AEDs in the primary care management of (ICD-10 defined) idiopathic epilepsy and epileptic syndromes: phenobarbitone (PB), phenytoin (PHT), carbamazepine (CBZ), and valproic acid (VPA). The efficacy of treatment was gauged in terms of improvements to both disability and recovery, subsequently adjusted for treatment coverage, response, and adherence. Total population-level treatment effects (measured in disability-adjusted life years or DALYs averted) and treatment costs (measured in international dollars; IUS dollars) were combined to form ratios of cost-effectiveness. RESULTS: Across nine developing WHO subregions, extending AED treatment coverage to 50% of primary epilepsy cases would avert between 150 and 650 DALYs per one million population (equivalent to 13-40% of the current burden), at an annual cost per capita of IUS dollars 0.20-1.33. Older first-line AEDs (PB, PHT) were most cost-effective on account of their similar efficacy but lower acquisition cost (IUS dollars 800-2,000 for each DALY averted). CONCLUSIONS: A significant proportion of the current burden of epilepsy in developing countries is avertable by scaling-up the routine availability of low-cost AEDs. Critical factors in the successful implementation of such a scaled-up level of service delivery, apart from renewed political support and investment, relate to appropriate training and continuity of drug supply.",2005-XX-01414,15857443,Epilepsia,Dan Chisholm,2005,46 / 5,751-9,No,15857443,"Dan Chisholm; Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis, Epilepsia, 2005-May; 46(5):0013-9580; 751-9",DALY,"Botswana, Burundi, Central African Republic, Congo Democratic Republic, Congo, Côte d'Ivoire, Eritrea, Ethiopia, Kenya, Lesotho, Malawi, Mozambique, Namibia, Rwanda, South Africa, Swaziland, Tanzania, Uganda, Zambia, Zimbabwe",Not Stated,Pharmaceutical,Carbamazepine vs. None,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,1173,United States,2000,1762.98
26304,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis,"PURPOSE: To establish the population-level costs and cost-effectiveness of first-line antiepileptic drug (AED) treatments for reducing the treatment gap in developing countries. METHODS: A population model was applied to nine World Health Organization (WHO) developing subregions to estimate the impact of four first-line AEDs in the primary care management of (ICD-10 defined) idiopathic epilepsy and epileptic syndromes: phenobarbitone (PB), phenytoin (PHT), carbamazepine (CBZ), and valproic acid (VPA). The efficacy of treatment was gauged in terms of improvements to both disability and recovery, subsequently adjusted for treatment coverage, response, and adherence. Total population-level treatment effects (measured in disability-adjusted life years or DALYs averted) and treatment costs (measured in international dollars; IUS dollars) were combined to form ratios of cost-effectiveness. RESULTS: Across nine developing WHO subregions, extending AED treatment coverage to 50% of primary epilepsy cases would avert between 150 and 650 DALYs per one million population (equivalent to 13-40% of the current burden), at an annual cost per capita of IUS dollars 0.20-1.33. Older first-line AEDs (PB, PHT) were most cost-effective on account of their similar efficacy but lower acquisition cost (IUS dollars 800-2,000 for each DALY averted). CONCLUSIONS: A significant proportion of the current burden of epilepsy in developing countries is avertable by scaling-up the routine availability of low-cost AEDs. Critical factors in the successful implementation of such a scaled-up level of service delivery, apart from renewed political support and investment, relate to appropriate training and continuity of drug supply.",2005-XX-01414,15857443,Epilepsia,Dan Chisholm,2005,46 / 5,751-9,No,15857443,"Dan Chisholm; Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis, Epilepsia, 2005-May; 46(5):0013-9580; 751-9",DALY,"Botswana, Burundi, Central African Republic, Congo Democratic Republic, Congo, Côte d'Ivoire, Eritrea, Ethiopia, Kenya, Lesotho, Malawi, Mozambique, Namibia, Rwanda, South Africa, Swaziland, Tanzania, Uganda, Zambia, Zimbabwe",Not Stated,Pharmaceutical,Valproic acid vs. None,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,1694,United States,2000,2546.03
26305,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis,"PURPOSE: To establish the population-level costs and cost-effectiveness of first-line antiepileptic drug (AED) treatments for reducing the treatment gap in developing countries. METHODS: A population model was applied to nine World Health Organization (WHO) developing subregions to estimate the impact of four first-line AEDs in the primary care management of (ICD-10 defined) idiopathic epilepsy and epileptic syndromes: phenobarbitone (PB), phenytoin (PHT), carbamazepine (CBZ), and valproic acid (VPA). The efficacy of treatment was gauged in terms of improvements to both disability and recovery, subsequently adjusted for treatment coverage, response, and adherence. Total population-level treatment effects (measured in disability-adjusted life years or DALYs averted) and treatment costs (measured in international dollars; IUS dollars) were combined to form ratios of cost-effectiveness. RESULTS: Across nine developing WHO subregions, extending AED treatment coverage to 50% of primary epilepsy cases would avert between 150 and 650 DALYs per one million population (equivalent to 13-40% of the current burden), at an annual cost per capita of IUS dollars 0.20-1.33. Older first-line AEDs (PB, PHT) were most cost-effective on account of their similar efficacy but lower acquisition cost (IUS dollars 800-2,000 for each DALY averted). CONCLUSIONS: A significant proportion of the current burden of epilepsy in developing countries is avertable by scaling-up the routine availability of low-cost AEDs. Critical factors in the successful implementation of such a scaled-up level of service delivery, apart from renewed political support and investment, relate to appropriate training and continuity of drug supply.",2005-XX-01414,15857443,Epilepsia,Dan Chisholm,2005,46 / 5,751-9,No,15857443,"Dan Chisholm; Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis, Epilepsia, 2005-May; 46(5):0013-9580; 751-9",DALY,"Antigua and Barbuda, Argentina, Bahamas, Barbados, Belize, Brazil, Chile, Colombia, Costa Rica, Dominica, Dominican Republic, El Salvador, Grenada, Guyana, Honduras, Jamaica, Mexico, Panama, Paraguay, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Vincent and the Grenadines, Suriname, Trinidad and Tobago, Uruguay, Venezuela",Not Stated,Pharmaceutical,Phenobarbitone vs. None,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,1705,United States,2000,2562.56
26306,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis,"PURPOSE: To establish the population-level costs and cost-effectiveness of first-line antiepileptic drug (AED) treatments for reducing the treatment gap in developing countries. METHODS: A population model was applied to nine World Health Organization (WHO) developing subregions to estimate the impact of four first-line AEDs in the primary care management of (ICD-10 defined) idiopathic epilepsy and epileptic syndromes: phenobarbitone (PB), phenytoin (PHT), carbamazepine (CBZ), and valproic acid (VPA). The efficacy of treatment was gauged in terms of improvements to both disability and recovery, subsequently adjusted for treatment coverage, response, and adherence. Total population-level treatment effects (measured in disability-adjusted life years or DALYs averted) and treatment costs (measured in international dollars; IUS dollars) were combined to form ratios of cost-effectiveness. RESULTS: Across nine developing WHO subregions, extending AED treatment coverage to 50% of primary epilepsy cases would avert between 150 and 650 DALYs per one million population (equivalent to 13-40% of the current burden), at an annual cost per capita of IUS dollars 0.20-1.33. Older first-line AEDs (PB, PHT) were most cost-effective on account of their similar efficacy but lower acquisition cost (IUS dollars 800-2,000 for each DALY averted). CONCLUSIONS: A significant proportion of the current burden of epilepsy in developing countries is avertable by scaling-up the routine availability of low-cost AEDs. Critical factors in the successful implementation of such a scaled-up level of service delivery, apart from renewed political support and investment, relate to appropriate training and continuity of drug supply.",2005-XX-01414,15857443,Epilepsia,Dan Chisholm,2005,46 / 5,751-9,No,15857443,"Dan Chisholm; Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis, Epilepsia, 2005-May; 46(5):0013-9580; 751-9",DALY,"Antigua and Barbuda, Argentina, Bahamas, Barbados, Belize, Brazil, Chile, Colombia, Costa Rica, Dominica, Dominican Republic, El Salvador, Grenada, Guyana, Honduras, Jamaica, Mexico, Panama, Paraguay, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Vincent and the Grenadines, Suriname, Trinidad and Tobago, Uruguay, Venezuela",Not Stated,Pharmaceutical,Phenytoin vs. None,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,1750,United States,2000,2630.19
26307,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis,"PURPOSE: To establish the population-level costs and cost-effectiveness of first-line antiepileptic drug (AED) treatments for reducing the treatment gap in developing countries. METHODS: A population model was applied to nine World Health Organization (WHO) developing subregions to estimate the impact of four first-line AEDs in the primary care management of (ICD-10 defined) idiopathic epilepsy and epileptic syndromes: phenobarbitone (PB), phenytoin (PHT), carbamazepine (CBZ), and valproic acid (VPA). The efficacy of treatment was gauged in terms of improvements to both disability and recovery, subsequently adjusted for treatment coverage, response, and adherence. Total population-level treatment effects (measured in disability-adjusted life years or DALYs averted) and treatment costs (measured in international dollars; IUS dollars) were combined to form ratios of cost-effectiveness. RESULTS: Across nine developing WHO subregions, extending AED treatment coverage to 50% of primary epilepsy cases would avert between 150 and 650 DALYs per one million population (equivalent to 13-40% of the current burden), at an annual cost per capita of IUS dollars 0.20-1.33. Older first-line AEDs (PB, PHT) were most cost-effective on account of their similar efficacy but lower acquisition cost (IUS dollars 800-2,000 for each DALY averted). CONCLUSIONS: A significant proportion of the current burden of epilepsy in developing countries is avertable by scaling-up the routine availability of low-cost AEDs. Critical factors in the successful implementation of such a scaled-up level of service delivery, apart from renewed political support and investment, relate to appropriate training and continuity of drug supply.",2005-XX-01414,15857443,Epilepsia,Dan Chisholm,2005,46 / 5,751-9,No,15857443,"Dan Chisholm; Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis, Epilepsia, 2005-May; 46(5):0013-9580; 751-9",DALY,"Antigua and Barbuda, Argentina, Bahamas, Barbados, Belize, Brazil, Chile, Colombia, Costa Rica, Dominica, Dominican Republic, El Salvador, Grenada, Guyana, Honduras, Jamaica, Mexico, Panama, Paraguay, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Vincent and the Grenadines, Suriname, Trinidad and Tobago, Uruguay, Venezuela",Not Stated,Pharmaceutical,Carbamazepine vs. None,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,2118,United States,2000,3183.29
26308,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis,"PURPOSE: To establish the population-level costs and cost-effectiveness of first-line antiepileptic drug (AED) treatments for reducing the treatment gap in developing countries. METHODS: A population model was applied to nine World Health Organization (WHO) developing subregions to estimate the impact of four first-line AEDs in the primary care management of (ICD-10 defined) idiopathic epilepsy and epileptic syndromes: phenobarbitone (PB), phenytoin (PHT), carbamazepine (CBZ), and valproic acid (VPA). The efficacy of treatment was gauged in terms of improvements to both disability and recovery, subsequently adjusted for treatment coverage, response, and adherence. Total population-level treatment effects (measured in disability-adjusted life years or DALYs averted) and treatment costs (measured in international dollars; IUS dollars) were combined to form ratios of cost-effectiveness. RESULTS: Across nine developing WHO subregions, extending AED treatment coverage to 50% of primary epilepsy cases would avert between 150 and 650 DALYs per one million population (equivalent to 13-40% of the current burden), at an annual cost per capita of IUS dollars 0.20-1.33. Older first-line AEDs (PB, PHT) were most cost-effective on account of their similar efficacy but lower acquisition cost (IUS dollars 800-2,000 for each DALY averted). CONCLUSIONS: A significant proportion of the current burden of epilepsy in developing countries is avertable by scaling-up the routine availability of low-cost AEDs. Critical factors in the successful implementation of such a scaled-up level of service delivery, apart from renewed political support and investment, relate to appropriate training and continuity of drug supply.",2005-XX-01414,15857443,Epilepsia,Dan Chisholm,2005,46 / 5,751-9,No,15857443,"Dan Chisholm; Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis, Epilepsia, 2005-May; 46(5):0013-9580; 751-9",DALY,"Antigua and Barbuda, Argentina, Bahamas, Barbados, Belize, Brazil, Chile, Colombia, Costa Rica, Dominica, Dominican Republic, El Salvador, Grenada, Guyana, Honduras, Jamaica, Mexico, Panama, Paraguay, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Vincent and the Grenadines, Suriname, Trinidad and Tobago, Uruguay, Venezuela",Not Stated,Pharmaceutical,Valproic acid vs. None,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,2772,United States,2000,4166.23
26309,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis,"PURPOSE: To establish the population-level costs and cost-effectiveness of first-line antiepileptic drug (AED) treatments for reducing the treatment gap in developing countries. METHODS: A population model was applied to nine World Health Organization (WHO) developing subregions to estimate the impact of four first-line AEDs in the primary care management of (ICD-10 defined) idiopathic epilepsy and epileptic syndromes: phenobarbitone (PB), phenytoin (PHT), carbamazepine (CBZ), and valproic acid (VPA). The efficacy of treatment was gauged in terms of improvements to both disability and recovery, subsequently adjusted for treatment coverage, response, and adherence. Total population-level treatment effects (measured in disability-adjusted life years or DALYs averted) and treatment costs (measured in international dollars; IUS dollars) were combined to form ratios of cost-effectiveness. RESULTS: Across nine developing WHO subregions, extending AED treatment coverage to 50% of primary epilepsy cases would avert between 150 and 650 DALYs per one million population (equivalent to 13-40% of the current burden), at an annual cost per capita of IUS dollars 0.20-1.33. Older first-line AEDs (PB, PHT) were most cost-effective on account of their similar efficacy but lower acquisition cost (IUS dollars 800-2,000 for each DALY averted). CONCLUSIONS: A significant proportion of the current burden of epilepsy in developing countries is avertable by scaling-up the routine availability of low-cost AEDs. Critical factors in the successful implementation of such a scaled-up level of service delivery, apart from renewed political support and investment, relate to appropriate training and continuity of drug supply.",2005-XX-01414,15857443,Epilepsia,Dan Chisholm,2005,46 / 5,751-9,No,15857443,"Dan Chisholm; Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis, Epilepsia, 2005-May; 46(5):0013-9580; 751-9",DALY,"Bolivia, Ecuador, Guatemala, Haiti, Nicaragua, Peru",Not Stated,Pharmaceutical,Phenobarbitone vs. None,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,1207,United States,2000,1814.08
26310,Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis,"PURPOSE: To establish the population-level costs and cost-effectiveness of first-line antiepileptic drug (AED) treatments for reducing the treatment gap in developing countries. METHODS: A population model was applied to nine World Health Organization (WHO) developing subregions to estimate the impact of four first-line AEDs in the primary care management of (ICD-10 defined) idiopathic epilepsy and epileptic syndromes: phenobarbitone (PB), phenytoin (PHT), carbamazepine (CBZ), and valproic acid (VPA). The efficacy of treatment was gauged in terms of improvements to both disability and recovery, subsequently adjusted for treatment coverage, response, and adherence. Total population-level treatment effects (measured in disability-adjusted life years or DALYs averted) and treatment costs (measured in international dollars; IUS dollars) were combined to form ratios of cost-effectiveness. RESULTS: Across nine developing WHO subregions, extending AED treatment coverage to 50% of primary epilepsy cases would avert between 150 and 650 DALYs per one million population (equivalent to 13-40% of the current burden), at an annual cost per capita of IUS dollars 0.20-1.33. Older first-line AEDs (PB, PHT) were most cost-effective on account of their similar efficacy but lower acquisition cost (IUS dollars 800-2,000 for each DALY averted). CONCLUSIONS: A significant proportion of the current burden of epilepsy in developing countries is avertable by scaling-up the routine availability of low-cost AEDs. Critical factors in the successful implementation of such a scaled-up level of service delivery, apart from renewed political support and investment, relate to appropriate training and continuity of drug supply.",2005-XX-01414,15857443,Epilepsia,Dan Chisholm,2005,46 / 5,751-9,No,15857443,"Dan Chisholm; Cost-effectiveness of first-line antiepileptic drug treatments in the developing world: a population-level analysis, Epilepsia, 2005-May; 46(5):0013-9580; 751-9",DALY,"Bolivia, Ecuador, Guatemala, Haiti, Nicaragua, Peru",Not Stated,Pharmaceutical,Phenytoin vs. None,Not Stated,Not Stated,Not Stated,"Female, Male",Full,,3.00,3.00,1248,United States,2000,1875.7
