index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
27601,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand,"OBJECTIVE: To provide input to Australian and New Zealand government decision making regarding an optimal strategy to reduce the rate of neural tube defects (NTD). DESIGN: Standard comparative health economic evaluation techniques were employed for a set of intervention options for promoting folate/folic acid consumption in women capable of or planning a pregnancy. Evidence of effectiveness was informed by the international literature and costs were derived for Australia and New Zealand. RESULTS: Population-wide campaigns to promote supplement use and mandatory fortification were the most effective at reducing NTD, at an estimated 36 and 31 fewer cases per annum respectively for Australia and New Zealand, representing an 8 % reduction in the current annual NTD rate. Population-wide and targeted approaches to increase supplement use were cost-effective, at less than $AU 12 500 per disability-adjusted life year (DALY) averted ($US 9893, pound5074), as was extending voluntary fortification. Mandatory fortification was not cost-effective for New Zealand at $AU 138 500 per DALY ($US 109 609, pound56 216), with results uncertain for Australia, given widely varying cost estimates. Promoting a folate-rich diet was least cost-effective, with benefits restricted to impact on NTD. CONCLUSIONS: Several options for reducing NTD appear to fall well within accepted societal cost-effectiveness norms. All estimates are subject to considerable uncertainty, exacerbated by possible interactions between interventions, including impacts on currently effective strategies. The Australian and New Zealand governments have decided to proceed with mandatory fortification; it is hoped they will support a rigorous evaluation which will contribute to the evidence base.",2009-99-05423,19758481,Public Health Nutr,Kim Dalziel,2009,/,1-13,No,19758481,"Kim Dalziel; Leonie Segal; Rachelle Katz; Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand, Public Health Nutr, 2009-Sep-17; ():1368-9800; 1-13",DALY,Australia,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Other",Extending (and maintaining) voluntary fortification of the food supply with folic acid through the addition or extension of certain foods for the prevention of neural tube defects vs. Standard/Usual Care,Capable of or planning a pregnancy,64 Years,12 Years,Female,Full,", 10 year",5.00,5.00,1100,Australia,2006,1064.04
27602,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand,"OBJECTIVE: To provide input to Australian and New Zealand government decision making regarding an optimal strategy to reduce the rate of neural tube defects (NTD). DESIGN: Standard comparative health economic evaluation techniques were employed for a set of intervention options for promoting folate/folic acid consumption in women capable of or planning a pregnancy. Evidence of effectiveness was informed by the international literature and costs were derived for Australia and New Zealand. RESULTS: Population-wide campaigns to promote supplement use and mandatory fortification were the most effective at reducing NTD, at an estimated 36 and 31 fewer cases per annum respectively for Australia and New Zealand, representing an 8 % reduction in the current annual NTD rate. Population-wide and targeted approaches to increase supplement use were cost-effective, at less than $AU 12 500 per disability-adjusted life year (DALY) averted ($US 9893, pound5074), as was extending voluntary fortification. Mandatory fortification was not cost-effective for New Zealand at $AU 138 500 per DALY ($US 109 609, pound56 216), with results uncertain for Australia, given widely varying cost estimates. Promoting a folate-rich diet was least cost-effective, with benefits restricted to impact on NTD. CONCLUSIONS: Several options for reducing NTD appear to fall well within accepted societal cost-effectiveness norms. All estimates are subject to considerable uncertainty, exacerbated by possible interactions between interventions, including impacts on currently effective strategies. The Australian and New Zealand governments have decided to proceed with mandatory fortification; it is hoped they will support a rigorous evaluation which will contribute to the evidence base.",2009-99-05423,19758481,Public Health Nutr,Kim Dalziel,2009,/,1-13,No,19758481,"Kim Dalziel; Leonie Segal; Rachelle Katz; Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand, Public Health Nutr, 2009-Sep-17; ():1368-9800; 1-13",DALY,Australia,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Other",Mandatory low cost folic acid fortification for prevention of neural tube defects vs. Standard/Usual Care,Capable of or planning a pregnancy,64 Years,12 Years,Female,Full,", 10 year",5.00,5.00,13700,Australia,2006,13252.17
27603,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand,"OBJECTIVE: To provide input to Australian and New Zealand government decision making regarding an optimal strategy to reduce the rate of neural tube defects (NTD). DESIGN: Standard comparative health economic evaluation techniques were employed for a set of intervention options for promoting folate/folic acid consumption in women capable of or planning a pregnancy. Evidence of effectiveness was informed by the international literature and costs were derived for Australia and New Zealand. RESULTS: Population-wide campaigns to promote supplement use and mandatory fortification were the most effective at reducing NTD, at an estimated 36 and 31 fewer cases per annum respectively for Australia and New Zealand, representing an 8 % reduction in the current annual NTD rate. Population-wide and targeted approaches to increase supplement use were cost-effective, at less than $AU 12 500 per disability-adjusted life year (DALY) averted ($US 9893, pound5074), as was extending voluntary fortification. Mandatory fortification was not cost-effective for New Zealand at $AU 138 500 per DALY ($US 109 609, pound56 216), with results uncertain for Australia, given widely varying cost estimates. Promoting a folate-rich diet was least cost-effective, with benefits restricted to impact on NTD. CONCLUSIONS: Several options for reducing NTD appear to fall well within accepted societal cost-effectiveness norms. All estimates are subject to considerable uncertainty, exacerbated by possible interactions between interventions, including impacts on currently effective strategies. The Australian and New Zealand governments have decided to proceed with mandatory fortification; it is hoped they will support a rigorous evaluation which will contribute to the evidence base.",2009-99-05423,19758481,Public Health Nutr,Kim Dalziel,2009,/,1-13,No,19758481,"Kim Dalziel; Leonie Segal; Rachelle Katz; Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand, Public Health Nutr, 2009-Sep-17; ():1368-9800; 1-13",DALY,Australia,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Other","Mandatory folic acid fortification 200ug/100 g flour, high cost for prevention of neural tube defects vs. Standard/Usual Care",Capable of or planning pregnancy,64 Years,12 Years,Female,Full,", 10 year",5.00,5.00,133100,Australia,2006,128749.14
27604,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand,"OBJECTIVE: To provide input to Australian and New Zealand government decision making regarding an optimal strategy to reduce the rate of neural tube defects (NTD). DESIGN: Standard comparative health economic evaluation techniques were employed for a set of intervention options for promoting folate/folic acid consumption in women capable of or planning a pregnancy. Evidence of effectiveness was informed by the international literature and costs were derived for Australia and New Zealand. RESULTS: Population-wide campaigns to promote supplement use and mandatory fortification were the most effective at reducing NTD, at an estimated 36 and 31 fewer cases per annum respectively for Australia and New Zealand, representing an 8 % reduction in the current annual NTD rate. Population-wide and targeted approaches to increase supplement use were cost-effective, at less than $AU 12 500 per disability-adjusted life year (DALY) averted ($US 9893, pound5074), as was extending voluntary fortification. Mandatory fortification was not cost-effective for New Zealand at $AU 138 500 per DALY ($US 109 609, pound56 216), with results uncertain for Australia, given widely varying cost estimates. Promoting a folate-rich diet was least cost-effective, with benefits restricted to impact on NTD. CONCLUSIONS: Several options for reducing NTD appear to fall well within accepted societal cost-effectiveness norms. All estimates are subject to considerable uncertainty, exacerbated by possible interactions between interventions, including impacts on currently effective strategies. The Australian and New Zealand governments have decided to proceed with mandatory fortification; it is hoped they will support a rigorous evaluation which will contribute to the evidence base.",2009-99-05423,19758481,Public Health Nutr,Kim Dalziel,2009,/,1-13,No,19758481,"Kim Dalziel; Leonie Segal; Rachelle Katz; Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand, Public Health Nutr, 2009-Sep-17; ():1368-9800; 1-13",DALY,Australia,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Other","Dietary folate targeted campaign, natural folate for prevention of neural tube defects vs. Standard/Usual Care",Capable of or planning pregnancy,64 Years,12 Years,Female,Full,", 10 year",5.00,5.00,131900,Australia,2006,127588.37
27605,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand,"OBJECTIVE: To provide input to Australian and New Zealand government decision making regarding an optimal strategy to reduce the rate of neural tube defects (NTD). DESIGN: Standard comparative health economic evaluation techniques were employed for a set of intervention options for promoting folate/folic acid consumption in women capable of or planning a pregnancy. Evidence of effectiveness was informed by the international literature and costs were derived for Australia and New Zealand. RESULTS: Population-wide campaigns to promote supplement use and mandatory fortification were the most effective at reducing NTD, at an estimated 36 and 31 fewer cases per annum respectively for Australia and New Zealand, representing an 8 % reduction in the current annual NTD rate. Population-wide and targeted approaches to increase supplement use were cost-effective, at less than $AU 12 500 per disability-adjusted life year (DALY) averted ($US 9893, pound5074), as was extending voluntary fortification. Mandatory fortification was not cost-effective for New Zealand at $AU 138 500 per DALY ($US 109 609, pound56 216), with results uncertain for Australia, given widely varying cost estimates. Promoting a folate-rich diet was least cost-effective, with benefits restricted to impact on NTD. CONCLUSIONS: Several options for reducing NTD appear to fall well within accepted societal cost-effectiveness norms. All estimates are subject to considerable uncertainty, exacerbated by possible interactions between interventions, including impacts on currently effective strategies. The Australian and New Zealand governments have decided to proceed with mandatory fortification; it is hoped they will support a rigorous evaluation which will contribute to the evidence base.",2009-99-05423,19758481,Public Health Nutr,Kim Dalziel,2009,/,1-13,No,19758481,"Kim Dalziel; Leonie Segal; Rachelle Katz; Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand, Public Health Nutr, 2009-Sep-17; ():1368-9800; 1-13",DALY,Australia,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Other",Dietary folate targeted campaign to eat all folates for prevention of neural tube defects vs. Standard/Usual Care,Capable of or planning pregnancy,64 Years,12 Years,Female,Full,", 10 year",5.00,5.00,58300,Australia,2006,56394.25
27606,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand,"OBJECTIVE: To provide input to Australian and New Zealand government decision making regarding an optimal strategy to reduce the rate of neural tube defects (NTD). DESIGN: Standard comparative health economic evaluation techniques were employed for a set of intervention options for promoting folate/folic acid consumption in women capable of or planning a pregnancy. Evidence of effectiveness was informed by the international literature and costs were derived for Australia and New Zealand. RESULTS: Population-wide campaigns to promote supplement use and mandatory fortification were the most effective at reducing NTD, at an estimated 36 and 31 fewer cases per annum respectively for Australia and New Zealand, representing an 8 % reduction in the current annual NTD rate. Population-wide and targeted approaches to increase supplement use were cost-effective, at less than $AU 12 500 per disability-adjusted life year (DALY) averted ($US 9893, pound5074), as was extending voluntary fortification. Mandatory fortification was not cost-effective for New Zealand at $AU 138 500 per DALY ($US 109 609, pound56 216), with results uncertain for Australia, given widely varying cost estimates. Promoting a folate-rich diet was least cost-effective, with benefits restricted to impact on NTD. CONCLUSIONS: Several options for reducing NTD appear to fall well within accepted societal cost-effectiveness norms. All estimates are subject to considerable uncertainty, exacerbated by possible interactions between interventions, including impacts on currently effective strategies. The Australian and New Zealand governments have decided to proceed with mandatory fortification; it is hoped they will support a rigorous evaluation which will contribute to the evidence base.",2009-99-05423,19758481,Public Health Nutr,Kim Dalziel,2009,/,1-13,No,19758481,"Kim Dalziel; Leonie Segal; Rachelle Katz; Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand, Public Health Nutr, 2009-Sep-17; ():1368-9800; 1-13",DALY,Australia,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Other",National health promotion campaign to eat natural folates for prevention of neural tube defects vs. Standard/Usual Care,Capable of or planning pregnancy,64 Years,12 Years,Female,Full,", 10 year",5.00,5.00,62900,Australia,2006,60843.89
27607,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand,"OBJECTIVE: To provide input to Australian and New Zealand government decision making regarding an optimal strategy to reduce the rate of neural tube defects (NTD). DESIGN: Standard comparative health economic evaluation techniques were employed for a set of intervention options for promoting folate/folic acid consumption in women capable of or planning a pregnancy. Evidence of effectiveness was informed by the international literature and costs were derived for Australia and New Zealand. RESULTS: Population-wide campaigns to promote supplement use and mandatory fortification were the most effective at reducing NTD, at an estimated 36 and 31 fewer cases per annum respectively for Australia and New Zealand, representing an 8 % reduction in the current annual NTD rate. Population-wide and targeted approaches to increase supplement use were cost-effective, at less than $AU 12 500 per disability-adjusted life year (DALY) averted ($US 9893, pound5074), as was extending voluntary fortification. Mandatory fortification was not cost-effective for New Zealand at $AU 138 500 per DALY ($US 109 609, pound56 216), with results uncertain for Australia, given widely varying cost estimates. Promoting a folate-rich diet was least cost-effective, with benefits restricted to impact on NTD. CONCLUSIONS: Several options for reducing NTD appear to fall well within accepted societal cost-effectiveness norms. All estimates are subject to considerable uncertainty, exacerbated by possible interactions between interventions, including impacts on currently effective strategies. The Australian and New Zealand governments have decided to proceed with mandatory fortification; it is hoped they will support a rigorous evaluation which will contribute to the evidence base.",2009-99-05423,19758481,Public Health Nutr,Kim Dalziel,2009,/,1-13,No,19758481,"Kim Dalziel; Leonie Segal; Rachelle Katz; Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand, Public Health Nutr, 2009-Sep-17; ():1368-9800; 1-13",DALY,Australia,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Other",National health promotion campaign to eat all folates for prevention of neural tube defects vs. Standard/Usual Care,Capable of or planning pregnancy,64 Years,12 Years,Female,Full,", 10 year",5.00,5.00,27800,Australia,2006,26891.26
27608,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand,"OBJECTIVE: To provide input to Australian and New Zealand government decision making regarding an optimal strategy to reduce the rate of neural tube defects (NTD). DESIGN: Standard comparative health economic evaluation techniques were employed for a set of intervention options for promoting folate/folic acid consumption in women capable of or planning a pregnancy. Evidence of effectiveness was informed by the international literature and costs were derived for Australia and New Zealand. RESULTS: Population-wide campaigns to promote supplement use and mandatory fortification were the most effective at reducing NTD, at an estimated 36 and 31 fewer cases per annum respectively for Australia and New Zealand, representing an 8 % reduction in the current annual NTD rate. Population-wide and targeted approaches to increase supplement use were cost-effective, at less than $AU 12 500 per disability-adjusted life year (DALY) averted ($US 9893, pound5074), as was extending voluntary fortification. Mandatory fortification was not cost-effective for New Zealand at $AU 138 500 per DALY ($US 109 609, pound56 216), with results uncertain for Australia, given widely varying cost estimates. Promoting a folate-rich diet was least cost-effective, with benefits restricted to impact on NTD. CONCLUSIONS: Several options for reducing NTD appear to fall well within accepted societal cost-effectiveness norms. All estimates are subject to considerable uncertainty, exacerbated by possible interactions between interventions, including impacts on currently effective strategies. The Australian and New Zealand governments have decided to proceed with mandatory fortification; it is hoped they will support a rigorous evaluation which will contribute to the evidence base.",2009-99-05423,19758481,Public Health Nutr,Kim Dalziel,2009,/,1-13,No,19758481,"Kim Dalziel; Leonie Segal; Rachelle Katz; Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand, Public Health Nutr, 2009-Sep-17; ():1368-9800; 1-13",DALY,New Zealand,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Other",National health promotion campaign to eat all folates for prevention of neural tube defects vs. Standard/Usual Care,Capable of or planning pregnancy,64 Years,12 Years,Female,Full,", 10 year",5.00,5.00,18200,Australia,2006,17605.07
27609,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand,"OBJECTIVE: To provide input to Australian and New Zealand government decision making regarding an optimal strategy to reduce the rate of neural tube defects (NTD). DESIGN: Standard comparative health economic evaluation techniques were employed for a set of intervention options for promoting folate/folic acid consumption in women capable of or planning a pregnancy. Evidence of effectiveness was informed by the international literature and costs were derived for Australia and New Zealand. RESULTS: Population-wide campaigns to promote supplement use and mandatory fortification were the most effective at reducing NTD, at an estimated 36 and 31 fewer cases per annum respectively for Australia and New Zealand, representing an 8 % reduction in the current annual NTD rate. Population-wide and targeted approaches to increase supplement use were cost-effective, at less than $AU 12 500 per disability-adjusted life year (DALY) averted ($US 9893, pound5074), as was extending voluntary fortification. Mandatory fortification was not cost-effective for New Zealand at $AU 138 500 per DALY ($US 109 609, pound56 216), with results uncertain for Australia, given widely varying cost estimates. Promoting a folate-rich diet was least cost-effective, with benefits restricted to impact on NTD. CONCLUSIONS: Several options for reducing NTD appear to fall well within accepted societal cost-effectiveness norms. All estimates are subject to considerable uncertainty, exacerbated by possible interactions between interventions, including impacts on currently effective strategies. The Australian and New Zealand governments have decided to proceed with mandatory fortification; it is hoped they will support a rigorous evaluation which will contribute to the evidence base.",2009-99-05423,19758481,Public Health Nutr,Kim Dalziel,2009,/,1-13,No,19758481,"Kim Dalziel; Leonie Segal; Rachelle Katz; Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand, Public Health Nutr, 2009-Sep-17; ():1368-9800; 1-13",DALY,New Zealand,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Other",National Health promotion campaign to eat natural folates for prevention of neural tube defects vs. Standard/Usual Care,Capable of or planning pregnancy,64 Years,12 Years,Female,Full,", 10 year",5.00,5.00,66000,Australia,2006,63842.55
27610,Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand,"OBJECTIVE: To provide input to Australian and New Zealand government decision making regarding an optimal strategy to reduce the rate of neural tube defects (NTD). DESIGN: Standard comparative health economic evaluation techniques were employed for a set of intervention options for promoting folate/folic acid consumption in women capable of or planning a pregnancy. Evidence of effectiveness was informed by the international literature and costs were derived for Australia and New Zealand. RESULTS: Population-wide campaigns to promote supplement use and mandatory fortification were the most effective at reducing NTD, at an estimated 36 and 31 fewer cases per annum respectively for Australia and New Zealand, representing an 8 % reduction in the current annual NTD rate. Population-wide and targeted approaches to increase supplement use were cost-effective, at less than $AU 12 500 per disability-adjusted life year (DALY) averted ($US 9893, pound5074), as was extending voluntary fortification. Mandatory fortification was not cost-effective for New Zealand at $AU 138 500 per DALY ($US 109 609, pound56 216), with results uncertain for Australia, given widely varying cost estimates. Promoting a folate-rich diet was least cost-effective, with benefits restricted to impact on NTD. CONCLUSIONS: Several options for reducing NTD appear to fall well within accepted societal cost-effectiveness norms. All estimates are subject to considerable uncertainty, exacerbated by possible interactions between interventions, including impacts on currently effective strategies. The Australian and New Zealand governments have decided to proceed with mandatory fortification; it is hoped they will support a rigorous evaluation which will contribute to the evidence base.",2009-99-05423,19758481,Public Health Nutr,Kim Dalziel,2009,/,1-13,No,19758481,"Kim Dalziel; Leonie Segal; Rachelle Katz; Cost-effectiveness of mandatory folate fortification v. other options for the prevention of neural tube defects: results from Australia and New Zealand, Public Health Nutr, 2009-Sep-17; ():1368-9800; 1-13",DALY,New Zealand,Not Stated,"Health Education or Behavior, Maternal / Neonatal / Reproductive Care, Other","Dietary folate targeted campaign, natural folate for prevention of neural tube defects vs. Standard/Usual Care",Capable of or planning pregnancy,64 Years,12 Years,Female,Full,", 10 year",5.00,5.00,148700,Australia,2006,143839.2
