index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
10001,Cost-effectiveness of confirmatory techniques for the placement of lumbar pedicle screws,"There is considerable variation in the use of adjunctive technologies to confirm pedicle screw placement. Although there is literature to support the use of both neurophysiological monitoring and isocentric fluoroscopy to confirm pedicle screw positioning, there are no studies examining the cost-effectiveness of these technologies. This study compares the cost-effectiveness and efficacy of isocentric O-arm fluoroscopy, neurophysiological monitoring, and postoperative CT scanning after multilevel instrumented fusion for degenerative lumbar disease.Retrospective data were collected from 4 spine surgeons who used 3 different strategies for monitoring of pedicle screw placement in multilevel lumbar degenerative disease. A decision analysis model was developed to analyze costs and outcomes of the 3 different monitoring strategies. A total of 448 surgeries performed between 2005 and 2010 were included, with 4 cases requiring repeat operation for malpositioned screws. A sample of 64 of these patients was chosen for structured interviews in which the EuroQol-5D questionnaire was used. Expected costs and quality-adjusted life years were calculated based on the incidence of repeat operation and its negative effect on quality of life and costs.The decision analysis model demonstrated that the O-arm monitoring strategy is significantly (p < 0.001) less costly than the strategy of postoperative CT scanning following intraoperative uniplanar fluoroscopy, which in turn is significantly (p < 0.001) less costly than neurophysiological monitoring. The differences in effectiveness of the different monitoring strategies are not significant (p = 0.92).Use of the O-arm for confirming pedicle screw placement is the least costly and therefore most cost-effective strategy of the 3 techniques analyzed.",2012-01-09419,22746229,Neurosurg Focus,Matthew R Sanborn,2012,33 / 1,E12,No,22746229,"Matthew R Sanborn; Jayesh P Thawani; Robert G Whitmore; Michael Shmulevich; Benjamin Hardy; Conrad Benedetto; Neil R Malhotra; Paul Marcotte; William C Welch; Stephen Dante; Sherman C Stein; Cost-effectiveness of confirmatory techniques for the placement of lumbar pedicle screws, Neurosurg Focus, ; 33(1):1092-0684; E12",QALY,Not Stated,Not Stated,Not Stated,Intraoperative image guidance vs. Postoperative CT scanning (no monitoring),Not Stated,Not Stated,Not Stated,"Female, Male",Full,Not Stated / None,Not Stated,Not Stated,-264856.25,United States,2010,-314358.29
10002,Cost-effectiveness of confirmatory techniques for the placement of lumbar pedicle screws,"There is considerable variation in the use of adjunctive technologies to confirm pedicle screw placement. Although there is literature to support the use of both neurophysiological monitoring and isocentric fluoroscopy to confirm pedicle screw positioning, there are no studies examining the cost-effectiveness of these technologies. This study compares the cost-effectiveness and efficacy of isocentric O-arm fluoroscopy, neurophysiological monitoring, and postoperative CT scanning after multilevel instrumented fusion for degenerative lumbar disease.Retrospective data were collected from 4 spine surgeons who used 3 different strategies for monitoring of pedicle screw placement in multilevel lumbar degenerative disease. A decision analysis model was developed to analyze costs and outcomes of the 3 different monitoring strategies. A total of 448 surgeries performed between 2005 and 2010 were included, with 4 cases requiring repeat operation for malpositioned screws. A sample of 64 of these patients was chosen for structured interviews in which the EuroQol-5D questionnaire was used. Expected costs and quality-adjusted life years were calculated based on the incidence of repeat operation and its negative effect on quality of life and costs.The decision analysis model demonstrated that the O-arm monitoring strategy is significantly (p < 0.001) less costly than the strategy of postoperative CT scanning following intraoperative uniplanar fluoroscopy, which in turn is significantly (p < 0.001) less costly than neurophysiological monitoring. The differences in effectiveness of the different monitoring strategies are not significant (p = 0.92).Use of the O-arm for confirming pedicle screw placement is the least costly and therefore most cost-effective strategy of the 3 techniques analyzed.",2012-01-09419,22746229,Neurosurg Focus,Matthew R Sanborn,2012,33 / 1,E12,No,22746229,"Matthew R Sanborn; Jayesh P Thawani; Robert G Whitmore; Michael Shmulevich; Benjamin Hardy; Conrad Benedetto; Neil R Malhotra; Paul Marcotte; William C Welch; Stephen Dante; Sherman C Stein; Cost-effectiveness of confirmatory techniques for the placement of lumbar pedicle screws, Neurosurg Focus, ; 33(1):1092-0684; E12",QALY,Not Stated,Not Stated,Not Stated,Intraoperative image guidance vs. Neurophysiological monitoring,Not Stated,Not Stated,Not Stated,"Female, Male",Full,Not Stated / None,Not Stated,Not Stated,-190414.28,United States,2010,-226003
10003,Cost-effectiveness of confirmatory techniques for the placement of lumbar pedicle screws,"There is considerable variation in the use of adjunctive technologies to confirm pedicle screw placement. Although there is literature to support the use of both neurophysiological monitoring and isocentric fluoroscopy to confirm pedicle screw positioning, there are no studies examining the cost-effectiveness of these technologies. This study compares the cost-effectiveness and efficacy of isocentric O-arm fluoroscopy, neurophysiological monitoring, and postoperative CT scanning after multilevel instrumented fusion for degenerative lumbar disease.Retrospective data were collected from 4 spine surgeons who used 3 different strategies for monitoring of pedicle screw placement in multilevel lumbar degenerative disease. A decision analysis model was developed to analyze costs and outcomes of the 3 different monitoring strategies. A total of 448 surgeries performed between 2005 and 2010 were included, with 4 cases requiring repeat operation for malpositioned screws. A sample of 64 of these patients was chosen for structured interviews in which the EuroQol-5D questionnaire was used. Expected costs and quality-adjusted life years were calculated based on the incidence of repeat operation and its negative effect on quality of life and costs.The decision analysis model demonstrated that the O-arm monitoring strategy is significantly (p < 0.001) less costly than the strategy of postoperative CT scanning following intraoperative uniplanar fluoroscopy, which in turn is significantly (p < 0.001) less costly than neurophysiological monitoring. The differences in effectiveness of the different monitoring strategies are not significant (p = 0.92).Use of the O-arm for confirming pedicle screw placement is the least costly and therefore most cost-effective strategy of the 3 techniques analyzed.",2012-01-09419,22746229,Neurosurg Focus,Matthew R Sanborn,2012,33 / 1,E12,No,22746229,"Matthew R Sanborn; Jayesh P Thawani; Robert G Whitmore; Michael Shmulevich; Benjamin Hardy; Conrad Benedetto; Neil R Malhotra; Paul Marcotte; William C Welch; Stephen Dante; Sherman C Stein; Cost-effectiveness of confirmatory techniques for the placement of lumbar pedicle screws, Neurosurg Focus, ; 33(1):1092-0684; E12",QALY,Not Stated,Not Stated,Not Stated,Neurophysiological monitoring vs. Postoperative CT scanning (no monitoring),Not Stated,Not Stated,Not Stated,"Female, Male",Full,Not Stated / None,Not Stated,Not Stated,-127726.31,United States,2010,-151598.56
10004,Pharmacoeconomic analysis of paliperidone palmitate for treating schizophrenia in Greece,"Patients having chronic schizophrenia with frequent relapses and hospitalizations represent a great challenge, both clinically and financially. Risperidone long-acting injection (RIS-LAI) has been the main LAI atypical antipsychotic treatment in Greece. Paliperidone palmitate (PP-LAI) has recently been approved. It is dosed monthly, as opposed to biweekly for RIS-LAI, but such advantages have not yet been analysed in terms of economic evaluation.To compare costs and outcomes of PP-LAI versus RIS-LAI in Greece.A cost-utility analysis was performed using a previously validated decision tree to model clinical pathways and costs over 1?year for stable patients started on either medication. Rates were taken from the literature. A local expert panel provided feedback on treatment patterns. All direct costs incurred by the national healthcare system were obtained from the literature and standard price lists; all were inflated to 2011 costs. Patient outcomes analyzed included average days with stable disease, numbers of hospitalizations, emergency room visits, and quality-adjusted life-years (QALYs).The total annual healthcare cost with PP-LAI was ?3529; patients experienced 325?days in remission and 0.840 QALY; 28% were hospitalized and 15% received emergency room treatment. With RIS-LAI, the cost was ?3695, patients experienced 318.6?days in remission and 0.815 QALY; 33% were hospitalized and 17% received emergency room treatment. Thus, PP-LAI dominated RIS-LAI. Results were generally robust in sensitivity analyses with PP-LAI dominating in 74.6% of simulations. Results were sensitive to the price of PP-LAI.PP-LAI appears to be a cost-effective option for treating chronic schizophrenia in Greece compared with RIS-LAI since it results in savings to the health care system along with better patient outcomes.",2012-01-09423,22747533,Ann Gen Psychiatry,Thomas R Einarson,2012,11 / 1,18,No,22747533,"Thomas R Einarson; Maria Geitona; Alexandros Chaidemenos; Vasiliki Karpouza; Theodoros Mougiakos; Periklis Paterakis; Dimitrios Ploumpidis; Dionyssios Potamitis-Komis; Roman Zilbershtein; Colin Vicente; Charles Piwko; Panagiotis Kakkavas; Konstantina Paparouni; Rasmus C D Jensen; Michiel E H Hemels; Pharmacoeconomic analysis of paliperidone palmitate for treating schizophrenia in Greece, Ann Gen Psychiatry, ; 11(1):1744-859X; 18",QALY,Not Stated,Not Stated,Not Stated,Paliperidone (long-lasting injection) (PP-LAI) vs. Risperidone (long-lasting injection) (RIS-LAI),Not Stated,Not Stated,Not Stated,"Female, Male",Full,1 Year,Not Stated,Not Stated,-6640,Euro,2011,-10631.48
10005,Cost-effectiveness of pertussis booster vaccination in the Netherlands,"The aim of the current study is to estimate the epidemiological and economical consequences of several extended pertussis booster vaccination strategies and to explore the impact of parameters surrounded by large uncertainty on the cost-effectiveness. We developed an age structured transmission dynamic model to evaluate the impact of programs targeting (i) adolescents or adults using a single booster dose, (ii) a combination of adolescent and adult vaccination, and (iii) an every 10 years booster dose. The base case analysis, that is a single adolescent booster administered at the age of 12 years, resulted in a reduction of pertussis infections. However, due to an increase in the number of symptomatic infections in adults, the benefits in terms of QALYs gained and costs saved in children were partly offset. Despite these negative indirect effects in the adult population, administering an additional booster dose could still be considered cost effective with an ICER of ?4200 per QALY gained. Combining an adolescent booster dose at the age of 10 (most cost-effective age for a single adolescent booster dose) with an adult (18-30 years) booster dose always resulted in favorable ICERs (<?10,000/QALY). Finally the every 10 year booster dose resulted in an ICER of ?16,900 per QALY. The impact of different assumptions regarding the disease epidemiology, disease-related parameters, and vaccination program-related issues was limited. To conclude, we show that extended pertussis booster vaccination strategies are likely to be considered as cost-effective.",2012-01-09429,22749838,Vaccine,Mark H Rozenbaum,2012,30 / 50,7327-31,Yes,22749838,"Mark H Rozenbaum; Elisabetta De Cao; Maarten J Postma; Cost-effectiveness of pertussis booster vaccination in the Netherlands, Vaccine, Nov/26/2012; 30(50):1873-2518; 7327-31",QALY,Netherlands,Not Stated,Not Stated,"Addition of third booster dose at age 12 vs. Current Dutch pertussis guidelines (3 primary doses given at 2,3 and 4 months and 2 booster doses at 11 months and at 4 years)",Not Stated,Not Stated,Not Stated,"Female, Male",Full,25 Years,4.00,1.50,5700,Euro,2011,9126.42
10006,Cost-effectiveness of pertussis booster vaccination in the Netherlands,"The aim of the current study is to estimate the epidemiological and economical consequences of several extended pertussis booster vaccination strategies and to explore the impact of parameters surrounded by large uncertainty on the cost-effectiveness. We developed an age structured transmission dynamic model to evaluate the impact of programs targeting (i) adolescents or adults using a single booster dose, (ii) a combination of adolescent and adult vaccination, and (iii) an every 10 years booster dose. The base case analysis, that is a single adolescent booster administered at the age of 12 years, resulted in a reduction of pertussis infections. However, due to an increase in the number of symptomatic infections in adults, the benefits in terms of QALYs gained and costs saved in children were partly offset. Despite these negative indirect effects in the adult population, administering an additional booster dose could still be considered cost effective with an ICER of ?4200 per QALY gained. Combining an adolescent booster dose at the age of 10 (most cost-effective age for a single adolescent booster dose) with an adult (18-30 years) booster dose always resulted in favorable ICERs (<?10,000/QALY). Finally the every 10 year booster dose resulted in an ICER of ?16,900 per QALY. The impact of different assumptions regarding the disease epidemiology, disease-related parameters, and vaccination program-related issues was limited. To conclude, we show that extended pertussis booster vaccination strategies are likely to be considered as cost-effective.",2012-01-09429,22749838,Vaccine,Mark H Rozenbaum,2012,30 / 50,7327-31,Yes,22749838,"Mark H Rozenbaum; Elisabetta De Cao; Maarten J Postma; Cost-effectiveness of pertussis booster vaccination in the Netherlands, Vaccine, Nov/26/2012; 30(50):1873-2518; 7327-31",QALY,Netherlands,Not Stated,Not Stated,"Addition of third booster dose at age 10, combined with adult booster (18-30 years) vs. Current Dutch pertussis guidelines (3 primary doses given at 2,3 and 4 months and 2 booster doses at 11 months and at 4 years)",Not Stated,Not Stated,Not Stated,"Female, Male",Full,25 Years,4.00,1.50,Not Stated,Euro,2011,Not Stated
10007,Cost-effectiveness of pertussis booster vaccination in the Netherlands,"The aim of the current study is to estimate the epidemiological and economical consequences of several extended pertussis booster vaccination strategies and to explore the impact of parameters surrounded by large uncertainty on the cost-effectiveness. We developed an age structured transmission dynamic model to evaluate the impact of programs targeting (i) adolescents or adults using a single booster dose, (ii) a combination of adolescent and adult vaccination, and (iii) an every 10 years booster dose. The base case analysis, that is a single adolescent booster administered at the age of 12 years, resulted in a reduction of pertussis infections. However, due to an increase in the number of symptomatic infections in adults, the benefits in terms of QALYs gained and costs saved in children were partly offset. Despite these negative indirect effects in the adult population, administering an additional booster dose could still be considered cost effective with an ICER of ?4200 per QALY gained. Combining an adolescent booster dose at the age of 10 (most cost-effective age for a single adolescent booster dose) with an adult (18-30 years) booster dose always resulted in favorable ICERs (<?10,000/QALY). Finally the every 10 year booster dose resulted in an ICER of ?16,900 per QALY. The impact of different assumptions regarding the disease epidemiology, disease-related parameters, and vaccination program-related issues was limited. To conclude, we show that extended pertussis booster vaccination strategies are likely to be considered as cost-effective.",2012-01-09429,22749838,Vaccine,Mark H Rozenbaum,2012,30 / 50,7327-31,Yes,22749838,"Mark H Rozenbaum; Elisabetta De Cao; Maarten J Postma; Cost-effectiveness of pertussis booster vaccination in the Netherlands, Vaccine, Nov/26/2012; 30(50):1873-2518; 7327-31",QALY,Netherlands,Not Stated,Not Stated,"Booster dose every 10 years starting at age 10 until age 60 years vs. Current Dutch pertussis guidelines (3 primary doses given at 2,3 and 4 months and 2 booster doses at 11 months and at 4 years)",Not Stated,Not Stated,Not Stated,"Female, Male",Full,25 Years,4.00,1.50,16872,Euro,2011,27014.2
10008,The potential economic value of screening hospital admissions for Clostridium difficile,"Asymptomatic Clostridium difficile carriage has a prevalence reported as high as 51-85?%; with up to 84?% of incident hospital-acquired infections linked to carriers. Accurately identifying carriers may limit the spread of Clostridium difficile. Since new technology adoption depends heavily on its economic value, we developed an analytic simulation model to determine the cost-effectiveness screening hospital admissions for Clostridium difficile from the hospital and third party payer perspectives. Isolation precautions were applied to patients testing positive, preventing transmission. Sensitivity analyses varied Clostridium difficile colonization rate, infection probability among secondary cases, contact isolation compliance, and screening cost. Screening was cost-effective (i.e., incremental cost-effectiveness ratio [ICER] =?$50,000/QALY) for every scenario tested; all ICER values were?=?$256/QALY. Screening was economically dominant (i.e., saved costs and provided health benefits) with a =10.3?% colonization rate and =5.88?% infection probability when contact isolation compliance was =25?% (hospital perspective). Under some conditions screening led to cost savings per case averted (range, $53-272). Clostridium difficile screening, coupled with isolation precautions, may be a cost-effective intervention to hospitals and third party payers, based on prevalence. Limiting Clostridium difficile transmission can reduce the number of infections, thereby reducing its economic burden to the healthcare system.",2012-01-09436,22752150,Eur J Clin Microbiol Infect Dis,S M Bartsch,2012,31 / 11,3163-71,No,22752150,"S M Bartsch; S R Curry; L H Harrison; B Y Lee; The potential economic value of screening hospital admissions for Clostridium difficile, Eur J Clin Microbiol Infect Dis, ; 31(11):0934-9723; 3163-71",QALY,Not Stated,Not Stated,Not Stated,Clostridium difficile screening vs. None,Not Stated,Not Stated,Not Stated,"Female, Male",Full,Not Stated / None,Not Stated,Not Stated,Not Stated,United States,2011,Not Stated
10009,Applying economic evaluation to public health interventions: the case of interventions to promote physical activity,"BACKGROUND: This paper explores the application of alternative approaches to economic evaluation of public health interventions, using a worked example of exercise referral schemes (ERSs). METHODS: Cost-utility (CUA) and cost-consequence analyses (CCA) were used to assess the cost-effectiveness of ERSs. For the CUA, evidence was synthesized using a decision analytic model that adopts a lifetime horizon and NHS/Personal Social Services perspective. Outcomes were expressed as incremental cost per quality-adjusted life-year (QALY). CCA was conducted from a partial-societal perspective, including health and non-healthcare costs and benefits. Outcomes were reported in natural units, such as cases of strokes or CHD avoided. RESULTS: Compared with usual care, the incremental cost per QALY of ERS is pound20 876. Based on a cohort of 100 000 individuals, CCA estimates cost of ERS at pound22 million to the healthcare provider and pound12 million to participants. The benefits of ERS include additional 3900 people becoming physically active, 51 cases of CHD avoided, 16 cases of stroke avoided, 86 cases of diabetes avoided and a gain of approximately 800 QALYs. CONCLUSIONS: CCA might provide greater transparency than CUA in reporting the outcomes of public health interventions and have greater resonance with stakeholders involved in commissioning these interventions.",2012-01-09438,22753453,J Public Health (Oxf),Paul Trueman,2013,35 / 1,,No,22753453,"Paul Trueman; Nana Kwame Anokye; Applying economic evaluation to public health interventions: the case of interventions to promote physical activity, J Public Health (Oxf), 2013 Mar; 35(1):1741-3842",QALY,Not Stated,Not Stated,Not Stated,Leisure center-based exercise referral schemes (ERSs) vs. Usual care,Not Stated,60 Years,40 Years,"Female, Male",Full,Lifetime,3.50,3.50,20876,United Kingdom,2010,38251.55
10010,Economic evaluation of strategies to reduce sudden cardiac death in young athletes,"There is controversy about appropriate methods to reduce sudden cardiac death (SCD) in young athletes, but there is limited evidence on costs or consequences of alternative strategies. The objective of this study was to evaluate the cost-effectiveness of adding electrocardiogram (ECG) screening to the currently standard practice of preparticipation history and physical examination (H&P) to reduce SCD.Decision analysis modeling by using a societal perspective, with annual Markov cycles from age 14 until death. Three screening strategies were evaluated: (1) H&P, with cardiology referral if abnormal (current standard practice); (2) H&P, plus ECG after negative H&P, and cardiology referral if either is abnormal; and (3) ECG only, with cardiology referral if abnormal. Children identified with SCD-associated cardiac abnormalities were restricted from sports and received cardiac treatment. Main outcome measures were costs of screening and treatment, quality-adjusted life years (QALYs), and premature deaths averted.Relative to strategy 1, incremental cost-effectiveness is $68800/QALY for strategy 2 and $37700/QALY for strategy 3. Monte Carlo simulation revealed the chance of incremental cost-effectiveness compared with strategy 1 was 30% for strategy 2 and 66% for strategy 3 (assumed willingness to pay =$50000/QALY). Compared with strategy 1, strategy 2 averted 131 additional SCDs at $900000 per case, and strategy 3 averted 127 SCDs at $600000 per case.Under a societal willingness to pay threshold of $50000/QALY, adding ECGs to current preparticipation evaluations for athletes is not cost-effective, with costs driven largely by false-positive findings.",2012-01-09440,22753553,Pediatrics,Michael Schoenbaum,2012,130 / 2,e380-9,No,22753553,"Michael Schoenbaum; Peter Denchev; Benedetto Vitiello; Jonathan R Kaltman; Economic evaluation of strategies to reduce sudden cardiac death in young athletes, Pediatrics, ; 130(2):1098-4275; e380-9",QALY,Not Stated,Not Stated,Not Stated,Preparticipation history and physical examination plus electrocardiogram screening after negative history and exam and cardiology referral if abnormal vs. Preparticipation history and physical examination with cardiology referral if abnormal (current standard practice),Not Stated,14 Years,14 Years,"Female, Male",Full,Lifetime,3.00,3.00,68800,United States,2010,81658.83
