index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
32401,Pralatrexate for Peripheral T-Cell Lymphoma (PTCL),"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41549,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Pralatrexate for Peripheral T-Cell Lymphoma (PTCL), NotApplicable, ; NotApplicable():",QALY,Canada,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",Pharmaceutical,pralatrexate vs. best supportive care,Not Stated,Not Stated,18 Years,"Male, Female",Full,10 Years,1.50,1.50,189133,Canada,2018,157519.56
32402,Pralatrexate for Peripheral T-Cell Lymphoma (PTCL),"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41549,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Pralatrexate for Peripheral T-Cell Lymphoma (PTCL), NotApplicable, ; NotApplicable():",QALY,Canada,"Malignant neoplasms, stated or presumed to be primary, of lymphoid, haematopoietic and related tissue",Pharmaceutical,pralatrexate vs. best supportive care,Not Stated,Not Stated,18 Years,"Male, Female",Full,10 Years,1.50,1.50,479307,Canada,2018,399191.18
32403,Cerliponase alfa for Neuronal Ceroid Lipofuscinosis Type 2,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41550,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Cerliponase alfa for Neuronal Ceroid Lipofuscinosis Type 2, NotApplicable, ; NotApplicable():",QALY,Canada,Metabolic disorders,Pharmaceutical,cerliponase alfa vs. best supportive care,Not Stated,Not Stated,0 Years,"Male, Female",Full,Lifetime,1.50,1.50,1811059,Canada,2017,1541967.4
32404,Cerliponase alfa for Neuronal Ceroid Lipofuscinosis Type 2,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41550,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Cerliponase alfa for Neuronal Ceroid Lipofuscinosis Type 2, NotApplicable, ; NotApplicable():",QALY,Canada,Metabolic disorders,Pharmaceutical,cerliponase alfa vs. best supportive care,Not Stated,Not Stated,0 Years,"Male, Female",Full,Lifetime,1.50,1.50,1718976,Canada,2017,1463566.32
32405,Dabrafenib & Trametinib in combo for Melanoma Adjuvant Therapy,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41552,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Dabrafenib & Trametinib in combo for Melanoma Adjuvant Therapy, NotApplicable, ; NotApplicable():",QALY,Canada,Melanoma and other malignant neoplasms of skin,Pharmaceutical,dabrafenib vs. watchful observation (i.e. placebo),r high-risk BRAF V600 mutation-positive melanoma patients after surgical resection,Not Stated,18 Years,"Male, Female",Full,35 Years,Not Stated,Not Stated,32399,Canada,2017,27585.08
32406,Dabrafenib & Trametinib in combo for Melanoma Adjuvant Therapy,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41552,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Dabrafenib & Trametinib in combo for Melanoma Adjuvant Therapy, NotApplicable, ; NotApplicable():",QALY,Canada,Melanoma and other malignant neoplasms of skin,Pharmaceutical,dabrafenib vs. watchful observation (i.e. placebo),r high-risk BRAF V600 mutation-positive melanoma patients after surgical resection,Not Stated,18 Years,"Male, Female",Full,35 Years,Not Stated,Not Stated,39339,Canada,2017,33493.91
32407,Dabrafenib & Trametinib in combo for Melanoma Adjuvant Therapy,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2019-01-41552,,NotApplicable,NotApplicable,2019,NotApplicable /,,No,Not Stated,"NotApplicable; Dabrafenib & Trametinib in combo for Melanoma Adjuvant Therapy, NotApplicable, ; NotApplicable():",QALY,Canada,Melanoma and other malignant neoplasms of skin,Pharmaceutical,dabrafenib vs. watchful observation (i.e. placebo),r high-risk BRAF V600 mutation-positive melanoma patients after surgical resection,Not Stated,18 Years,"Male, Female",Full,35 Years,Not Stated,Not Stated,84271,Canada,2017,71749.81
32408,Vesicular Monoamine Transporter 2 Inhibitors for Tardive Dyskinesia: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2017-01-41574,,NotApplicable,NotApplicable,2017,NotApplicable /,,No,Not Stated,"NotApplicable; Vesicular Monoamine Transporter 2 Inhibitors for Tardive Dyskinesia: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Extrapyramidal and movement disorders,Pharmaceutical,valbenazine vs. placebo,Underlying conditions of schizophrenia/schizoaffective disorders or affective disorders and on medications that cause tardive dyskinesia,64 Years,18 Years,"Male, Female",Full,Lifetime,3.00,3.00,752080,United States,2016,849104.89
32409,Vesicular Monoamine Transporter 2 Inhibitors for Tardive Dyskinesia: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2017-01-41574,,NotApplicable,NotApplicable,2017,NotApplicable /,,No,Not Stated,"NotApplicable; Vesicular Monoamine Transporter 2 Inhibitors for Tardive Dyskinesia: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Extrapyramidal and movement disorders,Pharmaceutical,deutetrabenazine vs. placebo,Underlying conditions of schizophrenia/schizoaffective disorders or affective disorders and on medications that cause tardive dyskinesia,64 Years,18 Years,"Male, Female",Full,Lifetime,3.00,3.00,1100773,United States,2016,1242782.33
32410,Inotersen and Patisiran for Hereditary Transthyretin Amyloidosis: Effectiveness and Value,"NOTE FROM THE CEA REGISTRY TEAM: While peer-reviewed literature is the primary focus of CEVR’s data collection strategy, we completed a pilot project to capture reports from health technology assessment (HTA) agencies in 2022. Our project collected data from a random sample of HTA reports published by the National Institute for Health and Care Excellence (NICE); the Canadian Agency for Drugs and Technologies in Health (CADTH); the U.S.-based Institute for Clinical and Economic Review (ICER); Instituto de Evaluación Tecnológica en Salud (IETS) in Colombia; and Brazil’s Comissão Nacional de Incorporação de Tecnologias no Sus (CONITEC). Data for this cost-effectiveness analysis were retrieved from an HTA report as part of the pilot project. For more information on this pilot project, please contact cea@tuftsemedicalcenter.org.",2018-01-41557,,NotApplicable,NotApplicable,2018,NotApplicable /,,No,Not Stated,"NotApplicable; Inotersen and Patisiran for Hereditary Transthyretin Amyloidosis: Effectiveness and Value, NotApplicable, ; NotApplicable():",QALY,United States of America,Metabolic disorders,Pharmaceutical,inotersen vs. best supportive care,Not Stated,Not Stated,18 Years,"Male, Female",Full,Lifetime,3.00,3.00,1730000,United States,2018,1866846.01
