index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
15201,Cost-effectiveness of currently recommended direct-acting antiviral treatments in patients infected with genotypes 1 or 4 hepatitis C virus in the US,"OBJECTIVE: This study compared the cost-effectiveness of direct-acting antiviral therapies currently recommended for treating genotypes (GT) 1 and 4 chronic hepatitis C (CHC) patients in the US. METHODS: A cost-effectiveness analysis of treatments for CHC from a US payer''s perspective over a lifelong time horizon was performed. A Markov model based on the natural history of CHC was used for a population that included treatment-naive and -experienced patients. Treatment alternatives considered for GT1 included ombitasvir/paritaprevir/ritonavir + dasabuvir +/- ribavirin (3D +/- R), sofosbuvir + ledipasvir (SOF/LDV), sofosbuvir + simeprevir (SOF + SMV), simeprevir + pegylated interferon/ribavirin (SMV + PR) and no treatment (NT). For GT4 treatments, ombitasvir/paritaprevir/ritonavir + ribavirin (2D + R), SOF/LDV and NT were compared. Transition probabilities, utilities and costs were obtained from published literature. Outcomes included rates of compensated cirrhosis (CC), decompensated cirrhosis (DCC), hepatocellular carcinoma (HCC) and liver-related death (LrD), total costs, life-years and quality-adjusted life-years (QALYs). Costs and QALYs were used to calculate incremental cost-effectiveness ratios. RESULTS: In GT1 patients, 3D +/- R and SOF-containing regimens have similar long-term outcomes; 3D +/- R had the lowest lifetime risks of all liver disease outcomes: CC = 30.2%, DCC = 5.0 %, HCC = 6.8%, LT = 1.9% and LrD = 9.2%. In GT1 patients, 3D +/- R had the lowest cost and the highest QALYs. As a result, 3D +/- R dominated these treatment options. In GT4 patients, 2D + R had lower rates of liver morbidity and mortality, lower cost and more QALYs than SOF/LDV and NT. LIMITATIONS: While the results are based on input values, which were obtained from a variety of heterogeneous sources-including clinical trials, the findings were robust across a plausible range of input values, as demonstrated in probabilistic sensitivity analyses. CONCLUSIONS: Among currently recommended treatments for GT1 and GT4 in the US, 3D +/- R (for GT1) and 2D + R (for GT4) have a favorable cost-effectiveness profile.",2016-01-19695,27063573,J Med Econ,Sammy Saab,2016,19 / 8,1-11,Yes,27063573,"Sammy Saab; Helene Parise; Suchin Virabhak; Alice Wang; Steven E Marx; Yuri Sanchez Gonzalez; Derek Misurski; Scott Johnson; Cost-effectiveness of currently recommended direct-acting antiviral treatments in patients infected with genotypes 1 or 4 hepatitis C virus in the US, J Med Econ, 2016 Aug; 19(8):1369-6998; 1-11",QALY,United States of America,Not Stated,Not Stated,Sofosbuvir?+?ledipasvir (SOF/LDV) vs. None,"Genotypes 4 non-cirrhotic, treatment-naïve",Not Stated,19 Years,"Female, Male",Full,Lifetime,3.00,3.00,24015,United States,2015,26223.21
15202,Cost-effectiveness of currently recommended direct-acting antiviral treatments in patients infected with genotypes 1 or 4 hepatitis C virus in the US,"OBJECTIVE: This study compared the cost-effectiveness of direct-acting antiviral therapies currently recommended for treating genotypes (GT) 1 and 4 chronic hepatitis C (CHC) patients in the US. METHODS: A cost-effectiveness analysis of treatments for CHC from a US payer''s perspective over a lifelong time horizon was performed. A Markov model based on the natural history of CHC was used for a population that included treatment-naive and -experienced patients. Treatment alternatives considered for GT1 included ombitasvir/paritaprevir/ritonavir + dasabuvir +/- ribavirin (3D +/- R), sofosbuvir + ledipasvir (SOF/LDV), sofosbuvir + simeprevir (SOF + SMV), simeprevir + pegylated interferon/ribavirin (SMV + PR) and no treatment (NT). For GT4 treatments, ombitasvir/paritaprevir/ritonavir + ribavirin (2D + R), SOF/LDV and NT were compared. Transition probabilities, utilities and costs were obtained from published literature. Outcomes included rates of compensated cirrhosis (CC), decompensated cirrhosis (DCC), hepatocellular carcinoma (HCC) and liver-related death (LrD), total costs, life-years and quality-adjusted life-years (QALYs). Costs and QALYs were used to calculate incremental cost-effectiveness ratios. RESULTS: In GT1 patients, 3D +/- R and SOF-containing regimens have similar long-term outcomes; 3D +/- R had the lowest lifetime risks of all liver disease outcomes: CC = 30.2%, DCC = 5.0 %, HCC = 6.8%, LT = 1.9% and LrD = 9.2%. In GT1 patients, 3D +/- R had the lowest cost and the highest QALYs. As a result, 3D +/- R dominated these treatment options. In GT4 patients, 2D + R had lower rates of liver morbidity and mortality, lower cost and more QALYs than SOF/LDV and NT. LIMITATIONS: While the results are based on input values, which were obtained from a variety of heterogeneous sources-including clinical trials, the findings were robust across a plausible range of input values, as demonstrated in probabilistic sensitivity analyses. CONCLUSIONS: Among currently recommended treatments for GT1 and GT4 in the US, 3D +/- R (for GT1) and 2D + R (for GT4) have a favorable cost-effectiveness profile.",2016-01-19695,27063573,J Med Econ,Sammy Saab,2016,19 / 8,1-11,Yes,27063573,"Sammy Saab; Helene Parise; Suchin Virabhak; Alice Wang; Steven E Marx; Yuri Sanchez Gonzalez; Derek Misurski; Scott Johnson; Cost-effectiveness of currently recommended direct-acting antiviral treatments in patients infected with genotypes 1 or 4 hepatitis C virus in the US, J Med Econ, 2016 Aug; 19(8):1369-6998; 1-11",QALY,United States of America,Not Stated,Not Stated,Ombitasvir/paritaprevir/ritonavir?+?ribavirin (2D?+?R) vs. None,"Genotypes 4 non-cirrhotic, treatment-naïve",Not Stated,19 Years,"Female, Male",Full,Lifetime,3.00,3.00,16608,United States,2015,18135.13
15203,Cost-effectiveness of currently recommended direct-acting antiviral treatments in patients infected with genotypes 1 or 4 hepatitis C virus in the US,"OBJECTIVE: This study compared the cost-effectiveness of direct-acting antiviral therapies currently recommended for treating genotypes (GT) 1 and 4 chronic hepatitis C (CHC) patients in the US. METHODS: A cost-effectiveness analysis of treatments for CHC from a US payer''s perspective over a lifelong time horizon was performed. A Markov model based on the natural history of CHC was used for a population that included treatment-naive and -experienced patients. Treatment alternatives considered for GT1 included ombitasvir/paritaprevir/ritonavir + dasabuvir +/- ribavirin (3D +/- R), sofosbuvir + ledipasvir (SOF/LDV), sofosbuvir + simeprevir (SOF + SMV), simeprevir + pegylated interferon/ribavirin (SMV + PR) and no treatment (NT). For GT4 treatments, ombitasvir/paritaprevir/ritonavir + ribavirin (2D + R), SOF/LDV and NT were compared. Transition probabilities, utilities and costs were obtained from published literature. Outcomes included rates of compensated cirrhosis (CC), decompensated cirrhosis (DCC), hepatocellular carcinoma (HCC) and liver-related death (LrD), total costs, life-years and quality-adjusted life-years (QALYs). Costs and QALYs were used to calculate incremental cost-effectiveness ratios. RESULTS: In GT1 patients, 3D +/- R and SOF-containing regimens have similar long-term outcomes; 3D +/- R had the lowest lifetime risks of all liver disease outcomes: CC = 30.2%, DCC = 5.0 %, HCC = 6.8%, LT = 1.9% and LrD = 9.2%. In GT1 patients, 3D +/- R had the lowest cost and the highest QALYs. As a result, 3D +/- R dominated these treatment options. In GT4 patients, 2D + R had lower rates of liver morbidity and mortality, lower cost and more QALYs than SOF/LDV and NT. LIMITATIONS: While the results are based on input values, which were obtained from a variety of heterogeneous sources-including clinical trials, the findings were robust across a plausible range of input values, as demonstrated in probabilistic sensitivity analyses. CONCLUSIONS: Among currently recommended treatments for GT1 and GT4 in the US, 3D +/- R (for GT1) and 2D + R (for GT4) have a favorable cost-effectiveness profile.",2016-01-19695,27063573,J Med Econ,Sammy Saab,2016,19 / 8,1-11,Yes,27063573,"Sammy Saab; Helene Parise; Suchin Virabhak; Alice Wang; Steven E Marx; Yuri Sanchez Gonzalez; Derek Misurski; Scott Johnson; Cost-effectiveness of currently recommended direct-acting antiviral treatments in patients infected with genotypes 1 or 4 hepatitis C virus in the US, J Med Econ, 2016 Aug; 19(8):1369-6998; 1-11",QALY,United States of America,Not Stated,Not Stated,Ombitasvir/paritaprevir/ritonavir?+?ribavirin (2D?+?R) vs. None,"Genotypes 4 non-cirrhotic, treatment-experienced",Not Stated,19 Years,"Female, Male",Full,Lifetime,3.00,3.00,16253,United States,2015,17747.48
15204,Cost-effectiveness of currently recommended direct-acting antiviral treatments in patients infected with genotypes 1 or 4 hepatitis C virus in the US,"OBJECTIVE: This study compared the cost-effectiveness of direct-acting antiviral therapies currently recommended for treating genotypes (GT) 1 and 4 chronic hepatitis C (CHC) patients in the US. METHODS: A cost-effectiveness analysis of treatments for CHC from a US payer''s perspective over a lifelong time horizon was performed. A Markov model based on the natural history of CHC was used for a population that included treatment-naive and -experienced patients. Treatment alternatives considered for GT1 included ombitasvir/paritaprevir/ritonavir + dasabuvir +/- ribavirin (3D +/- R), sofosbuvir + ledipasvir (SOF/LDV), sofosbuvir + simeprevir (SOF + SMV), simeprevir + pegylated interferon/ribavirin (SMV + PR) and no treatment (NT). For GT4 treatments, ombitasvir/paritaprevir/ritonavir + ribavirin (2D + R), SOF/LDV and NT were compared. Transition probabilities, utilities and costs were obtained from published literature. Outcomes included rates of compensated cirrhosis (CC), decompensated cirrhosis (DCC), hepatocellular carcinoma (HCC) and liver-related death (LrD), total costs, life-years and quality-adjusted life-years (QALYs). Costs and QALYs were used to calculate incremental cost-effectiveness ratios. RESULTS: In GT1 patients, 3D +/- R and SOF-containing regimens have similar long-term outcomes; 3D +/- R had the lowest lifetime risks of all liver disease outcomes: CC = 30.2%, DCC = 5.0 %, HCC = 6.8%, LT = 1.9% and LrD = 9.2%. In GT1 patients, 3D +/- R had the lowest cost and the highest QALYs. As a result, 3D +/- R dominated these treatment options. In GT4 patients, 2D + R had lower rates of liver morbidity and mortality, lower cost and more QALYs than SOF/LDV and NT. LIMITATIONS: While the results are based on input values, which were obtained from a variety of heterogeneous sources-including clinical trials, the findings were robust across a plausible range of input values, as demonstrated in probabilistic sensitivity analyses. CONCLUSIONS: Among currently recommended treatments for GT1 and GT4 in the US, 3D +/- R (for GT1) and 2D + R (for GT4) have a favorable cost-effectiveness profile.",2016-01-19695,27063573,J Med Econ,Sammy Saab,2016,19 / 8,1-11,Yes,27063573,"Sammy Saab; Helene Parise; Suchin Virabhak; Alice Wang; Steven E Marx; Yuri Sanchez Gonzalez; Derek Misurski; Scott Johnson; Cost-effectiveness of currently recommended direct-acting antiviral treatments in patients infected with genotypes 1 or 4 hepatitis C virus in the US, J Med Econ, 2016 Aug; 19(8):1369-6998; 1-11",QALY,United States of America,Not Stated,Not Stated,Sofosbuvir?+?ledipasvir (SOF/LDV) vs. None,"Genotypes 4 non-cirrhotic, treatment-experienced",Not Stated,19 Years,"Female, Male",Full,Lifetime,3.00,3.00,28014,United States,2015,30589.92
15205,A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany,"PURPOSE: Clostridium difficile infection (CDI) represents a significant economic healthcare burden, especially the cost of recurrent disease. Fidaxomicin produced significantly lower recurrence rates and higher sustained cure rates in clinical trials. We evaluated the cost-effectiveness and budget impact of fidaxomicin compared with vancomycin in Germany in the first-line treatment of patient subgroups with CDI at increased risk of recurrence. METHODS: A semi-Markov model was used to compare the cost-effectiveness and budget impact of fidaxomicin vs. vancomycin from a payer perspective in Germany. The model cycle length was 10 days. The time horizon was 1 year. Model inputs were probability of clinical cure, 30-day probability of recurrence, and 30-day attributable mortality based on evidence from two randomized controlled trials comparing fidaxomicin and vancomycin in patients with CDI. Cost-effectiveness outcomes were cost per quality-adjusted life year gained, cost per bed-day saved, and cost per recurrence avoided. RESULTS: Despite higher drug acquisition costs, fidaxomicin was dominant in the cancer subgroup (less costly and more effective) and cost-effective in the other subgroups, with incremental cost-effectiveness ratios vs. vancomycin ranging from euro26,900 to euro44,500. Hospitalization costs of the first-line treatment of CDI with fidaxomicin vs. vancomycin were lower in every patient subgroup, resulting in budget impacts ranging from -euro1325 (in patients >/=65 years) to -euro2438 (in cancer patients). Reductions in the cost of treating recurrence with fidaxomicin ranged from -euro574.32 per patient in those receiving concomitant antibiotics to -euro1500.68 per patient in renally impaired patients. CONCLUSIONS: In patient subgroups with CDI at increased recurrence risk, fidaxomicin was cost-effective vs. vancomycin, and less costly and more effective in patients with cancer.",2016-01-19696,27062378,Infection,Maureen Watt,2016,44 / 5,,No,27062378,"Maureen Watt; Charles McCrea; Sukhvinder Johal; John Posnett; Jameel Nazir; A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany, Infection, 2016 Oct; 44(5):1439-0973",QALY,Germany,Not Stated,Not Stated,Fidaxomicin 200 mg twice daily as first-line treatment vs. vancomycin 125 mg four times daily as first-line treatment,=1 recurrence,Not Stated,19 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,43900,Euro,2014,63815.63
15206,A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany,"PURPOSE: Clostridium difficile infection (CDI) represents a significant economic healthcare burden, especially the cost of recurrent disease. Fidaxomicin produced significantly lower recurrence rates and higher sustained cure rates in clinical trials. We evaluated the cost-effectiveness and budget impact of fidaxomicin compared with vancomycin in Germany in the first-line treatment of patient subgroups with CDI at increased risk of recurrence. METHODS: A semi-Markov model was used to compare the cost-effectiveness and budget impact of fidaxomicin vs. vancomycin from a payer perspective in Germany. The model cycle length was 10 days. The time horizon was 1 year. Model inputs were probability of clinical cure, 30-day probability of recurrence, and 30-day attributable mortality based on evidence from two randomized controlled trials comparing fidaxomicin and vancomycin in patients with CDI. Cost-effectiveness outcomes were cost per quality-adjusted life year gained, cost per bed-day saved, and cost per recurrence avoided. RESULTS: Despite higher drug acquisition costs, fidaxomicin was dominant in the cancer subgroup (less costly and more effective) and cost-effective in the other subgroups, with incremental cost-effectiveness ratios vs. vancomycin ranging from euro26,900 to euro44,500. Hospitalization costs of the first-line treatment of CDI with fidaxomicin vs. vancomycin were lower in every patient subgroup, resulting in budget impacts ranging from -euro1325 (in patients >/=65 years) to -euro2438 (in cancer patients). Reductions in the cost of treating recurrence with fidaxomicin ranged from -euro574.32 per patient in those receiving concomitant antibiotics to -euro1500.68 per patient in renally impaired patients. CONCLUSIONS: In patient subgroups with CDI at increased recurrence risk, fidaxomicin was cost-effective vs. vancomycin, and less costly and more effective in patients with cancer.",2016-01-19696,27062378,Infection,Maureen Watt,2016,44 / 5,,No,27062378,"Maureen Watt; Charles McCrea; Sukhvinder Johal; John Posnett; Jameel Nazir; A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany, Infection, 2016 Oct; 44(5):1439-0973",QALY,Germany,Not Stated,Not Stated,Fidaxomicin 200 mg twice daily as first-line treatment vs. vancomycin 125 mg four times daily as first-line treatment,Severe Clostridium difficile infection,Not Stated,19 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,34800,Euro,2014,50587.34
15207,A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany,"PURPOSE: Clostridium difficile infection (CDI) represents a significant economic healthcare burden, especially the cost of recurrent disease. Fidaxomicin produced significantly lower recurrence rates and higher sustained cure rates in clinical trials. We evaluated the cost-effectiveness and budget impact of fidaxomicin compared with vancomycin in Germany in the first-line treatment of patient subgroups with CDI at increased risk of recurrence. METHODS: A semi-Markov model was used to compare the cost-effectiveness and budget impact of fidaxomicin vs. vancomycin from a payer perspective in Germany. The model cycle length was 10 days. The time horizon was 1 year. Model inputs were probability of clinical cure, 30-day probability of recurrence, and 30-day attributable mortality based on evidence from two randomized controlled trials comparing fidaxomicin and vancomycin in patients with CDI. Cost-effectiveness outcomes were cost per quality-adjusted life year gained, cost per bed-day saved, and cost per recurrence avoided. RESULTS: Despite higher drug acquisition costs, fidaxomicin was dominant in the cancer subgroup (less costly and more effective) and cost-effective in the other subgroups, with incremental cost-effectiveness ratios vs. vancomycin ranging from euro26,900 to euro44,500. Hospitalization costs of the first-line treatment of CDI with fidaxomicin vs. vancomycin were lower in every patient subgroup, resulting in budget impacts ranging from -euro1325 (in patients >/=65 years) to -euro2438 (in cancer patients). Reductions in the cost of treating recurrence with fidaxomicin ranged from -euro574.32 per patient in those receiving concomitant antibiotics to -euro1500.68 per patient in renally impaired patients. CONCLUSIONS: In patient subgroups with CDI at increased recurrence risk, fidaxomicin was cost-effective vs. vancomycin, and less costly and more effective in patients with cancer.",2016-01-19696,27062378,Infection,Maureen Watt,2016,44 / 5,,No,27062378,"Maureen Watt; Charles McCrea; Sukhvinder Johal; John Posnett; Jameel Nazir; A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany, Infection, 2016 Oct; 44(5):1439-0973",QALY,Germany,Not Stated,Not Stated,Fidaxomicin 200 mg twice daily as first-line treatment vs. vancomycin 125 mg four times daily as first-line treatment,Concomitant antibiotics,Not Stated,19 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,30700,Euro,2014,44627.33
15208,A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany,"PURPOSE: Clostridium difficile infection (CDI) represents a significant economic healthcare burden, especially the cost of recurrent disease. Fidaxomicin produced significantly lower recurrence rates and higher sustained cure rates in clinical trials. We evaluated the cost-effectiveness and budget impact of fidaxomicin compared with vancomycin in Germany in the first-line treatment of patient subgroups with CDI at increased risk of recurrence. METHODS: A semi-Markov model was used to compare the cost-effectiveness and budget impact of fidaxomicin vs. vancomycin from a payer perspective in Germany. The model cycle length was 10 days. The time horizon was 1 year. Model inputs were probability of clinical cure, 30-day probability of recurrence, and 30-day attributable mortality based on evidence from two randomized controlled trials comparing fidaxomicin and vancomycin in patients with CDI. Cost-effectiveness outcomes were cost per quality-adjusted life year gained, cost per bed-day saved, and cost per recurrence avoided. RESULTS: Despite higher drug acquisition costs, fidaxomicin was dominant in the cancer subgroup (less costly and more effective) and cost-effective in the other subgroups, with incremental cost-effectiveness ratios vs. vancomycin ranging from euro26,900 to euro44,500. Hospitalization costs of the first-line treatment of CDI with fidaxomicin vs. vancomycin were lower in every patient subgroup, resulting in budget impacts ranging from -euro1325 (in patients >/=65 years) to -euro2438 (in cancer patients). Reductions in the cost of treating recurrence with fidaxomicin ranged from -euro574.32 per patient in those receiving concomitant antibiotics to -euro1500.68 per patient in renally impaired patients. CONCLUSIONS: In patient subgroups with CDI at increased recurrence risk, fidaxomicin was cost-effective vs. vancomycin, and less costly and more effective in patients with cancer.",2016-01-19696,27062378,Infection,Maureen Watt,2016,44 / 5,,No,27062378,"Maureen Watt; Charles McCrea; Sukhvinder Johal; John Posnett; Jameel Nazir; A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany, Infection, 2016 Oct; 44(5):1439-0973",QALY,Germany,Not Stated,Not Stated,Fidaxomicin 200 mg twice daily as first-line treatment vs. vancomycin 125 mg four times daily as first-line treatment,age 65+,Not Stated,65 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,44500,Euro,2014,64687.83
15209,A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany,"PURPOSE: Clostridium difficile infection (CDI) represents a significant economic healthcare burden, especially the cost of recurrent disease. Fidaxomicin produced significantly lower recurrence rates and higher sustained cure rates in clinical trials. We evaluated the cost-effectiveness and budget impact of fidaxomicin compared with vancomycin in Germany in the first-line treatment of patient subgroups with CDI at increased risk of recurrence. METHODS: A semi-Markov model was used to compare the cost-effectiveness and budget impact of fidaxomicin vs. vancomycin from a payer perspective in Germany. The model cycle length was 10 days. The time horizon was 1 year. Model inputs were probability of clinical cure, 30-day probability of recurrence, and 30-day attributable mortality based on evidence from two randomized controlled trials comparing fidaxomicin and vancomycin in patients with CDI. Cost-effectiveness outcomes were cost per quality-adjusted life year gained, cost per bed-day saved, and cost per recurrence avoided. RESULTS: Despite higher drug acquisition costs, fidaxomicin was dominant in the cancer subgroup (less costly and more effective) and cost-effective in the other subgroups, with incremental cost-effectiveness ratios vs. vancomycin ranging from euro26,900 to euro44,500. Hospitalization costs of the first-line treatment of CDI with fidaxomicin vs. vancomycin were lower in every patient subgroup, resulting in budget impacts ranging from -euro1325 (in patients >/=65 years) to -euro2438 (in cancer patients). Reductions in the cost of treating recurrence with fidaxomicin ranged from -euro574.32 per patient in those receiving concomitant antibiotics to -euro1500.68 per patient in renally impaired patients. CONCLUSIONS: In patient subgroups with CDI at increased recurrence risk, fidaxomicin was cost-effective vs. vancomycin, and less costly and more effective in patients with cancer.",2016-01-19696,27062378,Infection,Maureen Watt,2016,44 / 5,,No,27062378,"Maureen Watt; Charles McCrea; Sukhvinder Johal; John Posnett; Jameel Nazir; A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany, Infection, 2016 Oct; 44(5):1439-0973",QALY,Germany,Not Stated,Not Stated,Fidaxomicin 200 mg twice daily as first-line treatment vs. vancomycin 125 mg four times daily as first-line treatment,Cancer,Not Stated,19 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,-49159.15,Euro,2014,-71460.64
15210,A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany,"PURPOSE: Clostridium difficile infection (CDI) represents a significant economic healthcare burden, especially the cost of recurrent disease. Fidaxomicin produced significantly lower recurrence rates and higher sustained cure rates in clinical trials. We evaluated the cost-effectiveness and budget impact of fidaxomicin compared with vancomycin in Germany in the first-line treatment of patient subgroups with CDI at increased risk of recurrence. METHODS: A semi-Markov model was used to compare the cost-effectiveness and budget impact of fidaxomicin vs. vancomycin from a payer perspective in Germany. The model cycle length was 10 days. The time horizon was 1 year. Model inputs were probability of clinical cure, 30-day probability of recurrence, and 30-day attributable mortality based on evidence from two randomized controlled trials comparing fidaxomicin and vancomycin in patients with CDI. Cost-effectiveness outcomes were cost per quality-adjusted life year gained, cost per bed-day saved, and cost per recurrence avoided. RESULTS: Despite higher drug acquisition costs, fidaxomicin was dominant in the cancer subgroup (less costly and more effective) and cost-effective in the other subgroups, with incremental cost-effectiveness ratios vs. vancomycin ranging from euro26,900 to euro44,500. Hospitalization costs of the first-line treatment of CDI with fidaxomicin vs. vancomycin were lower in every patient subgroup, resulting in budget impacts ranging from -euro1325 (in patients >/=65 years) to -euro2438 (in cancer patients). Reductions in the cost of treating recurrence with fidaxomicin ranged from -euro574.32 per patient in those receiving concomitant antibiotics to -euro1500.68 per patient in renally impaired patients. CONCLUSIONS: In patient subgroups with CDI at increased recurrence risk, fidaxomicin was cost-effective vs. vancomycin, and less costly and more effective in patients with cancer.",2016-01-19696,27062378,Infection,Maureen Watt,2016,44 / 5,,No,27062378,"Maureen Watt; Charles McCrea; Sukhvinder Johal; John Posnett; Jameel Nazir; A cost-effectiveness and budget impact analysis of first-line fidaxomicin for patients with Clostridium difficile infection (CDI) in Germany, Infection, 2016 Oct; 44(5):1439-0973",QALY,Germany,Not Stated,Not Stated,Fidaxomicin 200 mg twice daily as first-line treatment vs. vancomycin 125 mg four times daily as first-line treatment,Renal impairment,Not Stated,19 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,26900,Euro,2014,39103.43
