index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
8601,Cost-effectiveness of adding rh-endostatin to first-line chemotherapy in patients with advanced non-small-cell lung cancer in China,"Adding rh-endostatin to standard platinum-based chemotherapy may significantly improve progression-free and overall survival in patients with advanced non-small cell lung cancer (NSCLC), but the cost-effectiveness of this practice is unclear.The purpose of this cost-effectiveness analysis was to estimate the effects of adding rh-endostatin to standard chemotherapy in patients with advanced NSCLC on health and economic outcomes in China.A semi-Markov model was constructed to track 3-week patient transitions between 3 health states: progression-free survival, progressed survival, and death. Probabilities were derived mainly from the results of a pivotal Phase III trial assessing the addition of rh-endostatin to standard first-line chemotherapy with vinorelbine-cisplatin in patients with advanced NSCLC. Costs were estimated from the perspective of the Chinese health care system, and the analysis was run over a 10-year time horizon. The primary outcome was the incremental cost-effectiveness ratio (ICER) of adding rh-endostatin at a willingness-to-pay (WTP) threshold of 3 ? the per-capita gross domestic product (GDP) per quality-adjusted life-year (QALY) gained. One-way and probabilistic sensitivity analyses were performed.According to the model, treatment with rh-endostatin plus standard chemotherapy would increase overall survival by 0.63 years and 0.35 QALYs per patient compared with standard chemotherapy, at an additional cost of $8402.60. The ICER for adding rh-endostatin to chemotherapy was $24,454.25/QALY gained (at a 3% discounted rate). On 1-way sensitivity analysis, the utility value of progression-free survival was the most influential factor on the results, followed by the cost of rh-endostatin. On probabilistic sensitivity analysis, the probabilities of cost-effectiveness varied by region due to discrepant per-capita GDPs in China. Modeling to extrapolate clinical survival beyond trial completion was the main limitation.The findings from the present analysis suggest that the addition of rh-endostatin to standard first-line chemotherapy is unlikely to be cost-effective. However, at a high WTP, rh-endostatin might be a cost-effective treatment option.",2011-01-08172,21992806,Clin Ther,Bin Wu,2011,33 /,1446-55,Yes,21992806,"Bin Wu; Huafeng Chen; Jinfang Shen; Ming Ye; Cost-effectiveness of adding rh-endostatin to first-line chemotherapy in patients with advanced non-small-cell lung cancer in China, Clin Ther, ; 33 ():1879-114X; 1446-55",QALY,China,Not Stated,Not Stated,Vinorelbine (25 mg/m2) + cisplatin (30 mg/m2) along with rh-endostatin (7.5 mg/m2) for 4 cycles (endostatin strategy) vs. Vinorelbine (25 mg/m2) + cisplatin (30 mg/m2) for 4 cycles (NP strategy),Not Stated,76 Years,18 Years,"Female, Male",Full,10 Years,3.00,3.00,24454,United States,2010,29024.49
8602,The cost and cost-effectiveness of expedited partner therapy compared with standard partner referral for the treatment of chlamydia or gonorrhea,"Partner treatment is an important component of sexually transmitted disease control. Several randomized controlled trials have compared expedited partner treatment (EPT) to unassisted standard partner referral (SR). All of these trials found that EPT significantly increased partner treatment over SR, whereas some found that EPT significantly lowered reinfection rates in index patients.We collected cost data to assess the payer-specific, health care system, and societal-level cost of EPT and SR. We used data on partner treatment and index patient reinfection rates from 2 randomized controlled trials examining EPT and SR for patients diagnosed with chlamydia or gonorrhea. Additional elements were estimated or drawn from the literature. We used a Monte Carlo simulation to assess the impact on cost and effectiveness of varying several variables simultaneously, and calculated threshold values for selected variables at which EPT and SR costs per patient were equal.From a health care system or societal perspective, EPT was less costly and it treated more partners than SR. From the perspective of an individual payer, EPT was less costly than SR if =32% to 37% of male index patients' female partners or =29% of female index patients' male partners received care from the same payer.EPT has a lower cost from a societal or health care system perspective than SR and treats more partners. Individual payers may find EPT to be more costly than SR, depending on how many of their patients' partners receive care from the same payer.",2011-01-08174,21992986,Sex Transm Dis,Thomas L Gift,2012,38 /,1067-73,No,21992986,"Thomas L Gift; Patricia Kissinger; Hamish Mohammed; Jami S Leichliter; Matthew Hogben; Matthew R Golden; The cost and cost-effectiveness of expedited partner therapy compared with standard partner referral for the treatment of chlamydia or gonorrhea, Sex Transm Dis, ; 38 ():0148-5717; 1067-73",QALY,Not Stated,Not Stated,Not Stated,Expedited partner treatment (EPT) vs. Unassisted partner referral (SR),Not Stated,Not Stated,Not Stated,"Female, Male",Full,5 Years,Not Stated,Not Stated,-14802.78,United States,2008,-17794.09
8603,The cost and cost-effectiveness of expedited partner therapy compared with standard partner referral for the treatment of chlamydia or gonorrhea,"Partner treatment is an important component of sexually transmitted disease control. Several randomized controlled trials have compared expedited partner treatment (EPT) to unassisted standard partner referral (SR). All of these trials found that EPT significantly increased partner treatment over SR, whereas some found that EPT significantly lowered reinfection rates in index patients.We collected cost data to assess the payer-specific, health care system, and societal-level cost of EPT and SR. We used data on partner treatment and index patient reinfection rates from 2 randomized controlled trials examining EPT and SR for patients diagnosed with chlamydia or gonorrhea. Additional elements were estimated or drawn from the literature. We used a Monte Carlo simulation to assess the impact on cost and effectiveness of varying several variables simultaneously, and calculated threshold values for selected variables at which EPT and SR costs per patient were equal.From a health care system or societal perspective, EPT was less costly and it treated more partners than SR. From the perspective of an individual payer, EPT was less costly than SR if =32% to 37% of male index patients' female partners or =29% of female index patients' male partners received care from the same payer.EPT has a lower cost from a societal or health care system perspective than SR and treats more partners. Individual payers may find EPT to be more costly than SR, depending on how many of their patients' partners receive care from the same payer.",2011-01-08174,21992986,Sex Transm Dis,Thomas L Gift,2012,38 /,1067-73,No,21992986,"Thomas L Gift; Patricia Kissinger; Hamish Mohammed; Jami S Leichliter; Matthew Hogben; Matthew R Golden; The cost and cost-effectiveness of expedited partner therapy compared with standard partner referral for the treatment of chlamydia or gonorrhea, Sex Transm Dis, ; 38 ():0148-5717; 1067-73",QALY,Not Stated,Not Stated,Not Stated,Expedited partner treatment (EPT) vs. Unassisted partner referral (SR),Not Stated,Not Stated,Not Stated,"Female, Male",Full,5 Years,Not Stated,Not Stated,-45623.08,United States,2008,-54842.5
8604,The cost and cost-effectiveness of expedited partner therapy compared with standard partner referral for the treatment of chlamydia or gonorrhea,"Partner treatment is an important component of sexually transmitted disease control. Several randomized controlled trials have compared expedited partner treatment (EPT) to unassisted standard partner referral (SR). All of these trials found that EPT significantly increased partner treatment over SR, whereas some found that EPT significantly lowered reinfection rates in index patients.We collected cost data to assess the payer-specific, health care system, and societal-level cost of EPT and SR. We used data on partner treatment and index patient reinfection rates from 2 randomized controlled trials examining EPT and SR for patients diagnosed with chlamydia or gonorrhea. Additional elements were estimated or drawn from the literature. We used a Monte Carlo simulation to assess the impact on cost and effectiveness of varying several variables simultaneously, and calculated threshold values for selected variables at which EPT and SR costs per patient were equal.From a health care system or societal perspective, EPT was less costly and it treated more partners than SR. From the perspective of an individual payer, EPT was less costly than SR if =32% to 37% of male index patients' female partners or =29% of female index patients' male partners received care from the same payer.EPT has a lower cost from a societal or health care system perspective than SR and treats more partners. Individual payers may find EPT to be more costly than SR, depending on how many of their patients' partners receive care from the same payer.",2011-01-08174,21992986,Sex Transm Dis,Thomas L Gift,2012,38 /,1067-73,No,21992986,"Thomas L Gift; Patricia Kissinger; Hamish Mohammed; Jami S Leichliter; Matthew Hogben; Matthew R Golden; The cost and cost-effectiveness of expedited partner therapy compared with standard partner referral for the treatment of chlamydia or gonorrhea, Sex Transm Dis, ; 38 ():0148-5717; 1067-73",QALY,Not Stated,Not Stated,Not Stated,Expedited partner treatment (EPT) vs. Unassisted partner referral (SR),Not Stated,Not Stated,Not Stated,"Female, Male",Full,5 Years,Not Stated,Not Stated,-19769.23,United States,2008,-23764.16
8605,The cost and cost-effectiveness of expedited partner therapy compared with standard partner referral for the treatment of chlamydia or gonorrhea,"Partner treatment is an important component of sexually transmitted disease control. Several randomized controlled trials have compared expedited partner treatment (EPT) to unassisted standard partner referral (SR). All of these trials found that EPT significantly increased partner treatment over SR, whereas some found that EPT significantly lowered reinfection rates in index patients.We collected cost data to assess the payer-specific, health care system, and societal-level cost of EPT and SR. We used data on partner treatment and index patient reinfection rates from 2 randomized controlled trials examining EPT and SR for patients diagnosed with chlamydia or gonorrhea. Additional elements were estimated or drawn from the literature. We used a Monte Carlo simulation to assess the impact on cost and effectiveness of varying several variables simultaneously, and calculated threshold values for selected variables at which EPT and SR costs per patient were equal.From a health care system or societal perspective, EPT was less costly and it treated more partners than SR. From the perspective of an individual payer, EPT was less costly than SR if =32% to 37% of male index patients' female partners or =29% of female index patients' male partners received care from the same payer.EPT has a lower cost from a societal or health care system perspective than SR and treats more partners. Individual payers may find EPT to be more costly than SR, depending on how many of their patients' partners receive care from the same payer.",2011-01-08174,21992986,Sex Transm Dis,Thomas L Gift,2012,38 /,1067-73,No,21992986,"Thomas L Gift; Patricia Kissinger; Hamish Mohammed; Jami S Leichliter; Matthew Hogben; Matthew R Golden; The cost and cost-effectiveness of expedited partner therapy compared with standard partner referral for the treatment of chlamydia or gonorrhea, Sex Transm Dis, ; 38 ():0148-5717; 1067-73",QALY,Not Stated,Not Stated,Not Stated,Expedited partner treatment (EPT) vs. Unassisted partner referral (SR),Not Stated,Not Stated,Not Stated,"Female, Male",Full,5 Years,Not Stated,Not Stated,-28913.89,United States,2008,-34756.75
8606,"Which is more cost-effective under the MELD system: primary liver transplantation, or salvage transplantation after hepatic resection or after loco-regional therapy for hepatocellular carcinoma within Milan criteria?","The optimal strategy for treating hepatocellular carcinoma (HCC), a disease with increasing incidence, in patients with Child-Pugh class A cirrhosis has long been debated. This study evaluated the cost-effectiveness of hepatic resection (HR) or locoregional therapy (LRT) followed by salvage orthotopic liver transplantation (SOLT) vs. that of primary orthotopic liver transplantation (POLT) for HCC within the Milan Criteria.A Markov-based decision analytic model simulated outcomes, expressed in costs and quality-adjusted life years (QALYs), for the three treatment strategies. Baseline parameters were determined from a literature review. Sensitivity analyses tested model strength and parameter variability.Both HR and LRT followed by SOLT were associated with earlier recurrence, decreased survival, increased costs and decreased quality of life (QoL), whereas POLT resulted in decreased recurrence, increased survival, decreased costs and increased QoL. Specifically, HR/SOLT yielded 3.1 QALYs (at US$96 000/QALY) and LRT/SOLT yielded 3.9 QALYs (at US$74 000/QALY), whereas POLT yielded 5.5 QALYs (at US$52 000/QALY). Sensitivity analyses supported these findings at clinically meaningful probabilities. Under the Model for End-stage Liver Disease (MELD) system, in patients with HCC within the Milan Criteria, POLT increases survival and QoL at decreased costs compared with HR or LRT followed by SOLT. Therefore, POLT is the most cost-effective strategy for the treatment of HCC.",2011-01-08180,21999591,HPB (Oxford),Matthew P Landman,2011,13 / 1,783-91,No,21999591,"Matthew P Landman; Irene D Feurer; C Wright Pinson; Derek E Moore; Which is more cost-effective under the MELD system: primary liver transplantation, or salvage transplantation after hepatic resection or after loco-regional therapy for hepatocellular carcinoma within Milan criteria?, HPB (Oxford), ; 13(1):1365-182X; 783-91",QALY,Not Stated,Not Stated,Not Stated,Primary orthotopic liver transplantation (POLT) for HCC within the Milan Criteria vs. Hepatic resection (HR) followed by salvage orthotopic liver transplantation (SOLT),Not Stated,56 Years,56 Years,"Female, Male",Full,10 Years,3.00,3.00,-4166.67,United States,2008,-5008.66
8607,"Which is more cost-effective under the MELD system: primary liver transplantation, or salvage transplantation after hepatic resection or after loco-regional therapy for hepatocellular carcinoma within Milan criteria?","The optimal strategy for treating hepatocellular carcinoma (HCC), a disease with increasing incidence, in patients with Child-Pugh class A cirrhosis has long been debated. This study evaluated the cost-effectiveness of hepatic resection (HR) or locoregional therapy (LRT) followed by salvage orthotopic liver transplantation (SOLT) vs. that of primary orthotopic liver transplantation (POLT) for HCC within the Milan Criteria.A Markov-based decision analytic model simulated outcomes, expressed in costs and quality-adjusted life years (QALYs), for the three treatment strategies. Baseline parameters were determined from a literature review. Sensitivity analyses tested model strength and parameter variability.Both HR and LRT followed by SOLT were associated with earlier recurrence, decreased survival, increased costs and decreased quality of life (QoL), whereas POLT resulted in decreased recurrence, increased survival, decreased costs and increased QoL. Specifically, HR/SOLT yielded 3.1 QALYs (at US$96 000/QALY) and LRT/SOLT yielded 3.9 QALYs (at US$74 000/QALY), whereas POLT yielded 5.5 QALYs (at US$52 000/QALY). Sensitivity analyses supported these findings at clinically meaningful probabilities. Under the Model for End-stage Liver Disease (MELD) system, in patients with HCC within the Milan Criteria, POLT increases survival and QoL at decreased costs compared with HR or LRT followed by SOLT. Therefore, POLT is the most cost-effective strategy for the treatment of HCC.",2011-01-08180,21999591,HPB (Oxford),Matthew P Landman,2011,13 / 1,783-91,No,21999591,"Matthew P Landman; Irene D Feurer; C Wright Pinson; Derek E Moore; Which is more cost-effective under the MELD system: primary liver transplantation, or salvage transplantation after hepatic resection or after loco-regional therapy for hepatocellular carcinoma within Milan criteria?, HPB (Oxford), ; 13(1):1365-182X; 783-91",QALY,Not Stated,Not Stated,Not Stated,Primary orthotopic liver transplantation (POLT) for HCC within the Milan Criteria vs. Locoregional therapy (LRT) with radiofrequency ablation (RFA) followed by salvage orthotopic liver transplantation (SOLT),Not Stated,56 Years,56 Years,"Female, Male",Full,10 Years,3.00,3.00,-25000,United States,2008,-30051.95
8608,Cost-effectiveness of intensive tobacco dependence intervention based on self-determination theory,"To evaluate cost-effectiveness of a tobacco dependence intervention based on self-determination theory (SDT) and consistent with the Public Health Service (PHS)-sponsored Clinical Practice Guideline for Treating Tobacco Use and Dependence.Adult smokers were recruited into a randomized cessation-induction trial of an intensive intervention versus community care. Seven-day point prevalence (7dPP) tobacco abstinence and cost-effectiveness of the intervention were examined using 737 participants with health insurance.Community care (CC) participants received smoking-cessation pamphlets and information on local treatment programs. Intervention participants received those materials and were asked to meet 4 times over 6 months with study counselors to discuss their health in a manner that supported autonomy and perceived competence. The third-party payer's perspective was used for this analysis, and the primary outcome was cost-effectiveness using self-reported 7dPP tobacco abstinence at 6 months. Sensitivity analyses were performed using costs of generic medications, biochemically validated tobacco abstinence, actual rates of tobacco abstinence, life-years saved (not adjusted for quality of life), and costs in 2011 US dollars. A subgroup analysis was conducted using smokers who did not want to stop within 30 days.Smokers in the intervention, relative to CC, were more likely to attain 7dPP tobacco abstinence at 6 months. The overall incremental cost-effectiveness ratio was $1258 per quality-adjusted life-year saved, in US dollars. The sensitivity and subgroup analyses yielded similar results.An intervention based on SDT and consistent with the PHS Guideline facilitated tobacco abstinence among insured smokers and was cost-effective compared with other tobacco dependence and medical interventions.",2011-01-08181,21999719,Am J Manag Care,Irena Pesis-Katz,2011,17 /,e393-8,No,21999719,"Irena Pesis-Katz; Geoffrey C Williams; Christopher P Niemiec; Kevin Fiscella; Cost-effectiveness of intensive tobacco dependence intervention based on self-determination theory, Am J Manag Care, ; 17 ():1096-1860; e393-8",QALY,Not Stated,Not Stated,Not Stated,Intensive tobacco dependence intervention based on self-determination theory vs. Community care,Not Stated,Not Stated,18 Years,"Female, Male",Full,Not Stated / None,Not Stated,3.00,1258,United States,2003,1769.48
8609,Cost-effectiveness of intensive tobacco dependence intervention based on self-determination theory,"To evaluate cost-effectiveness of a tobacco dependence intervention based on self-determination theory (SDT) and consistent with the Public Health Service (PHS)-sponsored Clinical Practice Guideline for Treating Tobacco Use and Dependence.Adult smokers were recruited into a randomized cessation-induction trial of an intensive intervention versus community care. Seven-day point prevalence (7dPP) tobacco abstinence and cost-effectiveness of the intervention were examined using 737 participants with health insurance.Community care (CC) participants received smoking-cessation pamphlets and information on local treatment programs. Intervention participants received those materials and were asked to meet 4 times over 6 months with study counselors to discuss their health in a manner that supported autonomy and perceived competence. The third-party payer's perspective was used for this analysis, and the primary outcome was cost-effectiveness using self-reported 7dPP tobacco abstinence at 6 months. Sensitivity analyses were performed using costs of generic medications, biochemically validated tobacco abstinence, actual rates of tobacco abstinence, life-years saved (not adjusted for quality of life), and costs in 2011 US dollars. A subgroup analysis was conducted using smokers who did not want to stop within 30 days.Smokers in the intervention, relative to CC, were more likely to attain 7dPP tobacco abstinence at 6 months. The overall incremental cost-effectiveness ratio was $1258 per quality-adjusted life-year saved, in US dollars. The sensitivity and subgroup analyses yielded similar results.An intervention based on SDT and consistent with the PHS Guideline facilitated tobacco abstinence among insured smokers and was cost-effective compared with other tobacco dependence and medical interventions.",2011-01-08181,21999719,Am J Manag Care,Irena Pesis-Katz,2011,17 /,e393-8,No,21999719,"Irena Pesis-Katz; Geoffrey C Williams; Christopher P Niemiec; Kevin Fiscella; Cost-effectiveness of intensive tobacco dependence intervention based on self-determination theory, Am J Manag Care, ; 17 ():1096-1860; e393-8",QALY,Not Stated,Not Stated,Not Stated,Intensive tobacco dependence intervention based on self-determination theory vs. Community care,Not Stated,Not Stated,18 Years,"Female, Male",Full,Not Stated / None,Not Stated,3.00,1242,United States,2003,1746.97
8610,Magnesium sulfate therapy for the prevention of cerebral palsy in preterm infants: a decision-analytic and economic analysis,"We sought to estimate the cost-effectiveness of magnesium neuroprophylaxis for all women at risk for preterm birth <32 weeks.A decision analytic and cost-effectiveness model was designed to compare use of magnesium for neuroprophylaxis vs no treatment for women at risk for preterm birth <32 weeks due to preterm premature rupture of membranes or preterm labor from 24-32 weeks. Outcomes included neonatal death and moderate-severe cerebral palsy. Effectiveness was reported in quality-adjusted life years.Magnesium for neuroprophylaxis led to lower costs ($1739 vs $1917) and better outcomes (56.684 vs 56.678 quality-adjusted life years). However, sensitivity analysis revealed the model to be sensitive to estimates of effect of magnesium on risk of moderate or severe cerebral palsy as well as neonatal death.Based on currently published evidence for efficacy, magnesium for neuroprophylaxis in women at risk to deliver preterm is cost-effective.",2011-01-08184,22000669,Am J Obstet Gynecol,Alison G Cahill,2011,205 /,542.e1-7,No,22000669,"Alison G Cahill; Anthony O Odibo; Molly J Stout; William A Grobman; George A Macones; Aaron B Caughey; Magnesium sulfate therapy for the prevention of cerebral palsy in preterm infants: a decision-analytic and economic analysis, Am J Obstet Gynecol, ; 205 ():0002-9378; 542.e1-7",QALY,Not Stated,Not Stated,Not Stated,Magnesium for neuroprophylaxis for the prevention of cerebral palsy in infants vs. None,Not Stated,Not Stated,Not Stated,Female,Full,75 Years,3.00,3.00,-34269.23,United States,2009,-41341.37
