index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
28701,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Niger,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3.00,3.00,100,United States,2005,132.52
28702,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Nigeria,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3.00,3.00,Not Stated,United States,2005,Not Stated
28703,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Sao Tome and Principe,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3.00,3.00,Not Stated,United States,2005,Not Stated
28704,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Senegal,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3.00,3.00,Not Stated,United States,2005,Not Stated
28705,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Seychelles,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3.00,3.00,Not Stated,United States,2005,Not Stated
28706,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Sierra Leone,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3.00,3.00,Not Stated,United States,2005,Not Stated
28707,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Gambia,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3.00,3.00,Not Stated,United States,2005,Not Stated
28708,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Togo,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3.00,3.00,Not Stated,United States,2005,Not Stated
28709,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Botswana,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3.00,3.00,Not Stated,United States,2005,Not Stated
28710,Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa,"Using population and epidemiologic data for 48 countries in sub-Saharan Africa, we used a model-based approach to estimate cervical cancer cases and deaths averted, disability-adjusted life years (DALYs) averted and incremental cost-effectiveness ratios (I$ (international dollar) per DALY averted) for human papillomavirus (HPV) vaccination of pre-adolescent girls. Additional epidemiologic data from Uganda and South Africa informed estimates of cancer risk reduction and cost-effectiveness ratios associated with pre-adolescent female vaccination followed by screening of women over age 30. Assuming 70% vaccination coverage, over 670,000 cervical cancer cases would be prevented among women in five consecutive birth cohorts vaccinated as young adolescents; over 90% of cases averted were projected to occur in countries eligible for GAVI Alliance support. There were large variations in health benefits across countries attributable to differential cancer rates, population size, and population age structure. More than half of DALYs averted in sub-Saharan Africa were in Nigeria, Tanzania, Uganda, the Democratic Republic of the Congo, Ethiopia, and Mozambique. When the cost per vaccinated girl was I$5 ($0.55 per dose), HPV vaccination was cost-saving in 38 sub-Saharan African countries, and cost I$300 per DALY averted or less in the remaining countries. At this vaccine price, pre-adolescent HPV vaccination followed by screening three times per lifetime in adulthood cost I$300 per year of life saved (YLS) in Uganda (per capita GDP I$1,140) and I$1,000 per YLS in South Africa (per capita GDP I$9,480). In nearly all countries assessed, HPV vaccination of pre-adolescent girls could be very cost-effective if the cost per vaccinated girl is less than I$25-I$50, reflecting a vaccine price being offered to the GAVI Alliance. In-country decision makers will need to consider many other factors, such as affordability, acceptability, feasibility, and competing health priorities, when making decisions about cervical cancer prevention. This article forms part of a regional report entitled ""Comprehensive Control of HPV Infections and Related Diseases in the Sub-Saharan Africa Region"" Vaccine Volume 31, Supplement 5, 2013. Updates of the progress in the field are presented in a separate monograph entitled ""Comprehensive Control of HPV Infections and Related Diseases"" Vaccine Volume 30, Supplement 5, 2012.",2013-99-14863,24331749,Vaccine,Jane J Kim,2013,31 Suppl 5 /,F60-72,Yes,24331749,"Jane J Kim; Nicole G Campos; Meredith O'Shea; Mireia Diaz; Innocent Mutyaba; Model-based impact and cost-effectiveness of cervical cancer prevention in sub-Saharan Africa, Vaccine, ; 31 Suppl 5():1873-2518; F60-72",DALY,Burundi,Not Stated,"Immunization, Screening",HPV16/18 vaccination vs. None,Not Stated,18 Years,6 Years,Female,Full,,3.00,3.00,Not Stated,United States,2005,Not Stated
