index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
1101,Optimal management strategy for use of compression US for deep venous thrombosis in symptomatic patients: a cost-effectiveness analysis,"RATIONALE AND OBJECTIVES: The authors' purpose was to identify the optimal strategy for using compression ultrasonography (US) in patients suspected of having deep venous thrombosis (DVT). MATERIALS AND METHODS: The authors developed a decision-analytic model representing the natural history of DVT and the benefits and risks of anticoagulation therapy. They evaluated six initial imaging strategies: (a) unilateral examination of the common femoral and popliteal veins; (b) unilateral examination of the common femoral, popliteal, and femoral veins; (c) bilateral examination of the common femoral and popliteal veins; (d) bilateral examination of the common femoral, popliteal, and femoral veins; (e) complete unilateral examination of the symptomatic leg (including calf veins); and (f) complete bilateral examination of both legs. RESULTS: For 65-year-old men with unilateral symptoms of DVT, the most effective strategy was bilateral examination of the common femoral and popliteal veins with anticoagulation therapy in patients with proximal DVT and follow-up bilateral examination of the common femoral and popliteal veins in patients without an initial diagnosis of DVT with an incremental cost-effectiveness ratio of $39,000 per quality-adjusted life year gained. CONCLUSION: These results suggest that bilateral examination limited to the common femoral and popliteal veins, with follow-up bilateral examination limited to the common femoral and popliteal veins, was as cost-effective as other well-accepted medical interventions. The results were sensitive to the distribution of clot, diagnostic accuracy of compression US, and probability of bleeding with long-term morbidity.",2000-01-02089,10730161,Acad Radiol,H M Kim,2000,7 / 2,67-76,No,10730161,"H M Kim; K M Kuntz; J J Cronan; Optimal management strategy for use of compression US for deep venous thrombosis in symptomatic patients: a cost-effectiveness analysis, Acad Radiol, 2000-Feb; 7(2):1076-6332; 67-76",QALY,Not Stated,Not Stated,Not Stated,"Complete unilateral examination; unilateral popliteal follow-up examination for calf deep vein thrombosis vs. Unilateral common femoral, popliteal examination; no follow-up examination",Not Stated,65 Years,65 Years,Male,Full,Lifetime,3.00,3.00,3373.49,United States,1996,5564.67
1102,Optimal management strategy for use of compression US for deep venous thrombosis in symptomatic patients: a cost-effectiveness analysis,"RATIONALE AND OBJECTIVES: The authors' purpose was to identify the optimal strategy for using compression ultrasonography (US) in patients suspected of having deep venous thrombosis (DVT). MATERIALS AND METHODS: The authors developed a decision-analytic model representing the natural history of DVT and the benefits and risks of anticoagulation therapy. They evaluated six initial imaging strategies: (a) unilateral examination of the common femoral and popliteal veins; (b) unilateral examination of the common femoral, popliteal, and femoral veins; (c) bilateral examination of the common femoral and popliteal veins; (d) bilateral examination of the common femoral, popliteal, and femoral veins; (e) complete unilateral examination of the symptomatic leg (including calf veins); and (f) complete bilateral examination of both legs. RESULTS: For 65-year-old men with unilateral symptoms of DVT, the most effective strategy was bilateral examination of the common femoral and popliteal veins with anticoagulation therapy in patients with proximal DVT and follow-up bilateral examination of the common femoral and popliteal veins in patients without an initial diagnosis of DVT with an incremental cost-effectiveness ratio of $39,000 per quality-adjusted life year gained. CONCLUSION: These results suggest that bilateral examination limited to the common femoral and popliteal veins, with follow-up bilateral examination limited to the common femoral and popliteal veins, was as cost-effective as other well-accepted medical interventions. The results were sensitive to the distribution of clot, diagnostic accuracy of compression US, and probability of bleeding with long-term morbidity.",2000-01-02089,10730161,Acad Radiol,H M Kim,2000,7 / 2,67-76,No,10730161,"H M Kim; K M Kuntz; J J Cronan; Optimal management strategy for use of compression US for deep venous thrombosis in symptomatic patients: a cost-effectiveness analysis, Acad Radiol, 2000-Feb; 7(2):1076-6332; 67-76",QALY,Not Stated,Not Stated,Not Stated,"Bilateral common femoral, popliteal examination; unilateral popliteal follow-up examination vs. Complete unilateral examination; unilateral popliteal follow-up examination for calf deep vein thrombosis",Not Stated,65 Years,65 Years,Male,Full,Lifetime,3.00,3.00,16000,United States,1996,26392.45
1103,Optimal management strategy for use of compression US for deep venous thrombosis in symptomatic patients: a cost-effectiveness analysis,"RATIONALE AND OBJECTIVES: The authors' purpose was to identify the optimal strategy for using compression ultrasonography (US) in patients suspected of having deep venous thrombosis (DVT). MATERIALS AND METHODS: The authors developed a decision-analytic model representing the natural history of DVT and the benefits and risks of anticoagulation therapy. They evaluated six initial imaging strategies: (a) unilateral examination of the common femoral and popliteal veins; (b) unilateral examination of the common femoral, popliteal, and femoral veins; (c) bilateral examination of the common femoral and popliteal veins; (d) bilateral examination of the common femoral, popliteal, and femoral veins; (e) complete unilateral examination of the symptomatic leg (including calf veins); and (f) complete bilateral examination of both legs. RESULTS: For 65-year-old men with unilateral symptoms of DVT, the most effective strategy was bilateral examination of the common femoral and popliteal veins with anticoagulation therapy in patients with proximal DVT and follow-up bilateral examination of the common femoral and popliteal veins in patients without an initial diagnosis of DVT with an incremental cost-effectiveness ratio of $39,000 per quality-adjusted life year gained. CONCLUSION: These results suggest that bilateral examination limited to the common femoral and popliteal veins, with follow-up bilateral examination limited to the common femoral and popliteal veins, was as cost-effective as other well-accepted medical interventions. The results were sensitive to the distribution of clot, diagnostic accuracy of compression US, and probability of bleeding with long-term morbidity.",2000-01-02089,10730161,Acad Radiol,H M Kim,2000,7 / 2,67-76,No,10730161,"H M Kim; K M Kuntz; J J Cronan; Optimal management strategy for use of compression US for deep venous thrombosis in symptomatic patients: a cost-effectiveness analysis, Acad Radiol, 2000-Feb; 7(2):1076-6332; 67-76",QALY,Not Stated,Not Stated,Not Stated,"Bilateral common femoral, popliteal examination; bilateral common femoral, popliteal follow-up examination vs. Bilateral common femoral, popliteal examination; unilateral popliteal follow-up examination",Not Stated,65 Years,65 Years,Male,Full,Lifetime,3.00,3.00,39000,United States,1996,64331.61
1104,Optimal management strategy for use of compression US for deep venous thrombosis in symptomatic patients: a cost-effectiveness analysis,"RATIONALE AND OBJECTIVES: The authors' purpose was to identify the optimal strategy for using compression ultrasonography (US) in patients suspected of having deep venous thrombosis (DVT). MATERIALS AND METHODS: The authors developed a decision-analytic model representing the natural history of DVT and the benefits and risks of anticoagulation therapy. They evaluated six initial imaging strategies: (a) unilateral examination of the common femoral and popliteal veins; (b) unilateral examination of the common femoral, popliteal, and femoral veins; (c) bilateral examination of the common femoral and popliteal veins; (d) bilateral examination of the common femoral, popliteal, and femoral veins; (e) complete unilateral examination of the symptomatic leg (including calf veins); and (f) complete bilateral examination of both legs. RESULTS: For 65-year-old men with unilateral symptoms of DVT, the most effective strategy was bilateral examination of the common femoral and popliteal veins with anticoagulation therapy in patients with proximal DVT and follow-up bilateral examination of the common femoral and popliteal veins in patients without an initial diagnosis of DVT with an incremental cost-effectiveness ratio of $39,000 per quality-adjusted life year gained. CONCLUSION: These results suggest that bilateral examination limited to the common femoral and popliteal veins, with follow-up bilateral examination limited to the common femoral and popliteal veins, was as cost-effective as other well-accepted medical interventions. The results were sensitive to the distribution of clot, diagnostic accuracy of compression US, and probability of bleeding with long-term morbidity.",2000-01-02089,10730161,Acad Radiol,H M Kim,2000,7 / 2,67-76,No,10730161,"H M Kim; K M Kuntz; J J Cronan; Optimal management strategy for use of compression US for deep venous thrombosis in symptomatic patients: a cost-effectiveness analysis, Acad Radiol, 2000-Feb; 7(2):1076-6332; 67-76",QALY,Not Stated,Not Stated,Not Stated,"Bilateral common femoral, popliteal examination; bilateral common femoral, popliteal follow-up examination vs. Any strategy involving complete bilateral examination",Not Stated,65 Years,65 Years,Male,Full,Lifetime,3.00,3.00,Not Stated,United States,1996,Not Stated
1105,Optimal management strategy for use of compression US for deep venous thrombosis in symptomatic patients: a cost-effectiveness analysis,"RATIONALE AND OBJECTIVES: The authors' purpose was to identify the optimal strategy for using compression ultrasonography (US) in patients suspected of having deep venous thrombosis (DVT). MATERIALS AND METHODS: The authors developed a decision-analytic model representing the natural history of DVT and the benefits and risks of anticoagulation therapy. They evaluated six initial imaging strategies: (a) unilateral examination of the common femoral and popliteal veins; (b) unilateral examination of the common femoral, popliteal, and femoral veins; (c) bilateral examination of the common femoral and popliteal veins; (d) bilateral examination of the common femoral, popliteal, and femoral veins; (e) complete unilateral examination of the symptomatic leg (including calf veins); and (f) complete bilateral examination of both legs. RESULTS: For 65-year-old men with unilateral symptoms of DVT, the most effective strategy was bilateral examination of the common femoral and popliteal veins with anticoagulation therapy in patients with proximal DVT and follow-up bilateral examination of the common femoral and popliteal veins in patients without an initial diagnosis of DVT with an incremental cost-effectiveness ratio of $39,000 per quality-adjusted life year gained. CONCLUSION: These results suggest that bilateral examination limited to the common femoral and popliteal veins, with follow-up bilateral examination limited to the common femoral and popliteal veins, was as cost-effective as other well-accepted medical interventions. The results were sensitive to the distribution of clot, diagnostic accuracy of compression US, and probability of bleeding with long-term morbidity.",2000-01-02089,10730161,Acad Radiol,H M Kim,2000,7 / 2,67-76,No,10730161,"H M Kim; K M Kuntz; J J Cronan; Optimal management strategy for use of compression US for deep venous thrombosis in symptomatic patients: a cost-effectiveness analysis, Acad Radiol, 2000-Feb; 7(2):1076-6332; 67-76",QALY,Not Stated,Not Stated,Not Stated,"Bilateral common femoral, popliteal examination; bilateral common femoral, popliteal follow-up examination vs. Any strategy involving initial examination of the full length of thigh veins",Not Stated,65 Years,65 Years,Male,Full,Lifetime,3.00,3.00,Not Stated,United States,1996,Not Stated
1106,"Adjuvant cyclophosphamide, methotrexate, fluorouracil (CMF) in breast cancer--is it cost-effective?","Adjuvant chemotherapy (ACT) may expose patients to morbidity, with little gain in outcome. Treatment with CMF (cyclophosphamide, methotrexate, fluorouracil) has been the standard ACT in several countries for decades. In this model, efficacy, tolerability and quality of life data from the English-language literature were incorporated with Norwegian standard ACT practice and cost data in a cost-effectiveness/cost-utility approach. The CMF efficacy was calculated as 2.45 years saved per patient treated. The quality of life was assumed diminished by 0.33 (0-1 scale) for 6 months and the life years gained were valued Q = 0.86. An 85% dose intensity was employed, one British pound ( 1) was calculated as 12 NOK and a 5% discount rate was used. The total cost of adjuvant CMF, including amounts spent on drugs, administration, travelling and production loss, was calculated to 2365- 6253, depending on the method chosen. Money spent on drugs alone constituted 13-34%. The cost per life year saved was measured as 2170- 5737. A cost-utility approach revealed a cost per quality-adjusted life year (QALY) of 2973- 7860. Adjuvant CMF in breast cancer is cost-effective in Norway.",2000-01-02090,10752651,Acta Oncol,J Norum,2000,39 / 1,33-9,No,10752651,"J Norum; Adjuvant cyclophosphamide, methotrexate, fluorouracil (CMF) in breast cancer--is it cost-effective?, Acta Oncol, 2000; 39(1):0284-186X; 33-9",QALY,Not Stated,Not Stated,Not Stated,"Adjuvant chemotherapy with cyclophosphamide, methotrexate, fluorouracil vs. No treatment",Not Stated,50 Years,50 Years,Female,Full,Lifetime,5.00,5.00,7860,United Kingdom,1998,20683.84
1107,A cost-effectiveness analysis of prescribing strategies in the management of gastroesophageal reflux disease,"OBJECTIVE: Patients who have uncomplicated gastroesophageal-reflux disease (GERD) typically present with heartburn and acid regurgitation. We sought to determine the cost-effectiveness of H2-receptor antagonists (H2RAs) and proton-pump inhibitors (PPIs) as first-line empiric therapy for patients with typical symptoms of GERD. METHODS: Decision analysis comparing costs and benefits of empirical treatment with H2RAs and PPIs for patients presenting with typical GERD was employed. The six treatment arms in the model were: 1) Lifestyle therapy, including antacids; 2) H2RA therapy, with endoscopy performed if no response to H2RAs; 3) Step up (H2RA-PPI) Arm: H2RA followed by PPI therapy in the case of symptomatic failure; 4) Step down arm: PPI therapy followed by H2RA if symptomatic response to PPI, and antacid therapy if response to H2RA therapy; 5) PPI-on-demand therapy: 8 wk of treatment for symptomatic recurrence, with no more than three courses per year; and 6) PPI-continuous therapy. Measurements were lifetime costs, quality-adjusted life years (QALYs) gained, and incremental cost effectiveness. RESULTS: Initial therapy with PPIs followed by on-demand therapy was the most cost-effective approach, with a cost-effectiveness ratio of $20,934 per QALY gained for patients with moderate to severe GERD symptoms, and $37,923 for patients with mild GERD symptoms. This therapy was also associated with the greatest gain in discounted QALYs. The PPI-on-demand strategy was more effective and less costly than the H2RA followed by PPI strategy or the other treatment arms. The results were not highly sensitive to cost of therapy, QALY adjustment from GERD symptoms, or the success rate of the lifestyle arm. However, when the success rate of the PPI-on-demand arm was < or =59%, the H2RA-PPI arm was the preferred strategy. CONCLUSION: For patients with moderate to severe symptoms of GERD, initial treatment with PPIs followed by on-demand therapy is a cost-effective approach.",2000-01-02091,10685741,Am J Gastroenterol,L B Gerson,2000,95 / 2,395-407,No,10685741,"L B Gerson; A S Robbins; A Garber; J Hornberger; G Triadafilopoulos; A cost-effectiveness analysis of prescribing strategies in the management of gastroesophageal reflux disease, Am J Gastroenterol, 2000-Feb; 95(2):0002-9270; 395-407",QALY,Not Stated,Not Stated,Not Stated,Proton pump inhibitor (PPI) on demand vs. Lifestyle modification,Not Stated,40 Years,40 Years,"Female, Male",Full,Lifetime,3.00,3.00,20934,United States,1999,32520.71
1108,A cost-effectiveness analysis of prescribing strategies in the management of gastroesophageal reflux disease,"OBJECTIVE: Patients who have uncomplicated gastroesophageal-reflux disease (GERD) typically present with heartburn and acid regurgitation. We sought to determine the cost-effectiveness of H2-receptor antagonists (H2RAs) and proton-pump inhibitors (PPIs) as first-line empiric therapy for patients with typical symptoms of GERD. METHODS: Decision analysis comparing costs and benefits of empirical treatment with H2RAs and PPIs for patients presenting with typical GERD was employed. The six treatment arms in the model were: 1) Lifestyle therapy, including antacids; 2) H2RA therapy, with endoscopy performed if no response to H2RAs; 3) Step up (H2RA-PPI) Arm: H2RA followed by PPI therapy in the case of symptomatic failure; 4) Step down arm: PPI therapy followed by H2RA if symptomatic response to PPI, and antacid therapy if response to H2RA therapy; 5) PPI-on-demand therapy: 8 wk of treatment for symptomatic recurrence, with no more than three courses per year; and 6) PPI-continuous therapy. Measurements were lifetime costs, quality-adjusted life years (QALYs) gained, and incremental cost effectiveness. RESULTS: Initial therapy with PPIs followed by on-demand therapy was the most cost-effective approach, with a cost-effectiveness ratio of $20,934 per QALY gained for patients with moderate to severe GERD symptoms, and $37,923 for patients with mild GERD symptoms. This therapy was also associated with the greatest gain in discounted QALYs. The PPI-on-demand strategy was more effective and less costly than the H2RA followed by PPI strategy or the other treatment arms. The results were not highly sensitive to cost of therapy, QALY adjustment from GERD symptoms, or the success rate of the lifestyle arm. However, when the success rate of the PPI-on-demand arm was < or =59%, the H2RA-PPI arm was the preferred strategy. CONCLUSION: For patients with moderate to severe symptoms of GERD, initial treatment with PPIs followed by on-demand therapy is a cost-effective approach.",2000-01-02091,10685741,Am J Gastroenterol,L B Gerson,2000,95 / 2,395-407,No,10685741,"L B Gerson; A S Robbins; A Garber; J Hornberger; G Triadafilopoulos; A cost-effectiveness analysis of prescribing strategies in the management of gastroesophageal reflux disease, Am J Gastroenterol, 2000-Feb; 95(2):0002-9270; 395-407",QALY,Not Stated,Not Stated,Not Stated,Proton pump inhibitor (PPI) on demand vs. H2 receptor antagonist (H2RA) treatment with proton pump inhibitor (PPI) step up if no symptom relief,Not Stated,40 Years,40 Years,"Female, Male",Full,Lifetime,3.00,3.00,Not Stated,United States,1999,Not Stated
1109,A cost-effectiveness analysis of prescribing strategies in the management of gastroesophageal reflux disease,"OBJECTIVE: Patients who have uncomplicated gastroesophageal-reflux disease (GERD) typically present with heartburn and acid regurgitation. We sought to determine the cost-effectiveness of H2-receptor antagonists (H2RAs) and proton-pump inhibitors (PPIs) as first-line empiric therapy for patients with typical symptoms of GERD. METHODS: Decision analysis comparing costs and benefits of empirical treatment with H2RAs and PPIs for patients presenting with typical GERD was employed. The six treatment arms in the model were: 1) Lifestyle therapy, including antacids; 2) H2RA therapy, with endoscopy performed if no response to H2RAs; 3) Step up (H2RA-PPI) Arm: H2RA followed by PPI therapy in the case of symptomatic failure; 4) Step down arm: PPI therapy followed by H2RA if symptomatic response to PPI, and antacid therapy if response to H2RA therapy; 5) PPI-on-demand therapy: 8 wk of treatment for symptomatic recurrence, with no more than three courses per year; and 6) PPI-continuous therapy. Measurements were lifetime costs, quality-adjusted life years (QALYs) gained, and incremental cost effectiveness. RESULTS: Initial therapy with PPIs followed by on-demand therapy was the most cost-effective approach, with a cost-effectiveness ratio of $20,934 per QALY gained for patients with moderate to severe GERD symptoms, and $37,923 for patients with mild GERD symptoms. This therapy was also associated with the greatest gain in discounted QALYs. The PPI-on-demand strategy was more effective and less costly than the H2RA followed by PPI strategy or the other treatment arms. The results were not highly sensitive to cost of therapy, QALY adjustment from GERD symptoms, or the success rate of the lifestyle arm. However, when the success rate of the PPI-on-demand arm was < or =59%, the H2RA-PPI arm was the preferred strategy. CONCLUSION: For patients with moderate to severe symptoms of GERD, initial treatment with PPIs followed by on-demand therapy is a cost-effective approach.",2000-01-02091,10685741,Am J Gastroenterol,L B Gerson,2000,95 / 2,395-407,No,10685741,"L B Gerson; A S Robbins; A Garber; J Hornberger; G Triadafilopoulos; A cost-effectiveness analysis of prescribing strategies in the management of gastroesophageal reflux disease, Am J Gastroenterol, 2000-Feb; 95(2):0002-9270; 395-407",QALY,Not Stated,Not Stated,Not Stated,Proton pump inhibitor (PPI) on demand vs. H2 receptor antagonist (H2RA) treatment with endoscopy if no symptom relief,Not Stated,40 Years,40 Years,"Female, Male",Full,Lifetime,3.00,3.00,Not Stated,United States,1999,Not Stated
1110,A cost-effectiveness analysis of prescribing strategies in the management of gastroesophageal reflux disease,"OBJECTIVE: Patients who have uncomplicated gastroesophageal-reflux disease (GERD) typically present with heartburn and acid regurgitation. We sought to determine the cost-effectiveness of H2-receptor antagonists (H2RAs) and proton-pump inhibitors (PPIs) as first-line empiric therapy for patients with typical symptoms of GERD. METHODS: Decision analysis comparing costs and benefits of empirical treatment with H2RAs and PPIs for patients presenting with typical GERD was employed. The six treatment arms in the model were: 1) Lifestyle therapy, including antacids; 2) H2RA therapy, with endoscopy performed if no response to H2RAs; 3) Step up (H2RA-PPI) Arm: H2RA followed by PPI therapy in the case of symptomatic failure; 4) Step down arm: PPI therapy followed by H2RA if symptomatic response to PPI, and antacid therapy if response to H2RA therapy; 5) PPI-on-demand therapy: 8 wk of treatment for symptomatic recurrence, with no more than three courses per year; and 6) PPI-continuous therapy. Measurements were lifetime costs, quality-adjusted life years (QALYs) gained, and incremental cost effectiveness. RESULTS: Initial therapy with PPIs followed by on-demand therapy was the most cost-effective approach, with a cost-effectiveness ratio of $20,934 per QALY gained for patients with moderate to severe GERD symptoms, and $37,923 for patients with mild GERD symptoms. This therapy was also associated with the greatest gain in discounted QALYs. The PPI-on-demand strategy was more effective and less costly than the H2RA followed by PPI strategy or the other treatment arms. The results were not highly sensitive to cost of therapy, QALY adjustment from GERD symptoms, or the success rate of the lifestyle arm. However, when the success rate of the PPI-on-demand arm was < or =59%, the H2RA-PPI arm was the preferred strategy. CONCLUSION: For patients with moderate to severe symptoms of GERD, initial treatment with PPIs followed by on-demand therapy is a cost-effective approach.",2000-01-02091,10685741,Am J Gastroenterol,L B Gerson,2000,95 / 2,395-407,No,10685741,"L B Gerson; A S Robbins; A Garber; J Hornberger; G Triadafilopoulos; A cost-effectiveness analysis of prescribing strategies in the management of gastroesophageal reflux disease, Am J Gastroenterol, 2000-Feb; 95(2):0002-9270; 395-407",QALY,Not Stated,Not Stated,Not Stated,Proton pump inhibitor (PPI) on demand vs. Step-down strategy (proton pump inhibitor (PPI) to H2 receptor antagonist (H2RA) to antacid),Not Stated,40 Years,40 Years,"Female, Male",Full,Lifetime,3.00,3.00,Not Stated,United States,1999,Not Stated
