index,title,abstract,Master Ref#,PubMed ID,Journal,Primary Author,Publication Year,Volume / Issue,Pages,Priority Journal,PubMed ID:,Full Reference:,"Study Outcome ($/QALY, $/DALY, Both):",Study Country:,Disease Classification:,Intervention Type(s):,Intervention Phrase vs. Comparator Phrase:,Target Characteristics:,Max Target Age:,Min Target Age:,Target Genders:,Review:,Time Horizon:,Discounting Rate (Costs):,Discounting Rate (QALYs):,Incremental Cost-Effectiveness Ratio (Original currency and year):,Currency Country:,Currency Year:,Incremental Cost-Effectiveness Ratio (Converted to current $USD):
3601,Cost-effectiveness of continuous positive airway pressure therapy for moderate to severe obstructive sleep apnea/hypopnea,"BACKGROUND: Obstructive sleep apnea/hypopnea (OSAH) is a common disorder characterized by recurrent collapse of the upper airway during sleep, and is associated with an increased risk of motor vehicle crashes (MVCs). Common first-line therapy for OSAH is continuous positive airway pressure (CPAP). We assessed the cost-effectiveness of CPAP therapy vs none for the treatment of OSAH. METHODS: We used a 5-year Markov model that considers the costs and quality-of-life improvements of CPAP therapy, accounting for the gains from reduced MVC rates. Utility values were obtained from published studies. The MVC rates under the CPAP and no-CPAP scenarios were calculated from National Highway Traffic Safety Administration data and a systematic review of published studies. Costs of MVCs, equipment, and physicians were obtained from US Medicare and the National Highway Traffic Safety Administration. The target population included male and female patients aged 25 to 54 years and newly diagnosed as having moderate to severe OSAH. We examined the findings from the perspectives of a third-party payer and society. RESULTS: From a third-party payer or a societal perspective, CPAP therapy was more effective but more costly than no CPAP, with incremental cost-effectiveness ratios of $3354 or $314 per quality-adjusted life-year gained, respectively. The incremental cost-effectiveness ratio estimate was most dependent on viewpoint (varying more than 10-fold between societal and third-party payer perspectives) and choice of utility measurement method (varying more than 5-fold between the use of standard gamble and EuroQol 5D utility assessment values). CONCLUSION: When quality of life, costs of therapy, and MVC outcomes are considered, CPAP therapy for patients with OSAH is economically attractive.",2006-01-02676,16682570,Arch Intern Med,Najib T Ayas,2006,166 / 9,977-84,No,16682570,"Najib T Ayas; J Mark FitzGerald; John A Fleetham; David P White; Michael Schulzer; C Frank Ryan; Reza Ghaeli; G William Mercer; Peter Cooper; Michael C Y Tan; Carlo A Marra; Cost-effectiveness of continuous positive airway pressure therapy for moderate to severe obstructive sleep apnea/hypopnea, Arch Intern Med, 2006-May-08; 166(9):0003-9926; 977-84",QALY,Not Stated,Not Stated,Not Stated,OSAH treatment with continuous positive airway pressure therapy (CPAP),Not Stated,55 Years,25 Years,"Female, Male",Full,5 Years,3.00,3.00,314,United States,2003,441.67
3602,Decision analysis in aerospace medicine: costs and benefits of a hyperbaric facility in space,"INTRODUCTION: Assembly and maintenance of the International Space Station (ISS) requires an unprecedented number of spacewalks, which expose astronauts to the risk of decompression sickness (DCS). We illustrate the use of decision analysis to compare a hyperbaric oxygen (HBO) chamber to currently available therapy for DCS treatment on the ISS. METHODS: A decision-analytic model that simulates events over the lifespan of the ISS was constructed. Inputs to the model for probabilities, costs, and measures of morbidity and mortality were derived from a variety of sources, including a systematic literature review and an iterative consultation process with personnel at the Canadian Space Agency and the National Aeronautics and Space Administration (NASA). The decision model was analyzed using the methods of Monte-Carlo simulation and expected value calculation. Main outcome measures included the present value of costs and quality adjusted life years (QALYs), and the cumulative probability of mission-related events over the life cycle of the ISS. Sensitivity analysis was performed. RESULTS: The HBO chamber strategy is associated with a mean cost of -12.5 million dollarsw (a net cost saving of 12.5 million dollars) with a 95% CI (-112.8 million dollars, 51.3 million dollars). An HBO chamber reduces the likelihood of a premature shuttle return and a premature Soyuz return by 8% and 3%, respectively. The result is sensitive to the lifespan of the ISS. CONCLUSIONS: At a 50 million dollars cost, an HBO chamber is likely, though not certain, to result in cost savings. Decision analysis is a useful tool for use in priority setting in aerospace medicine.",2006-01-02677,16676656,Aviat Space Environ Med,Ava John-Baptiste,2006,77 / 4,434-42; discussion 442-3,No,16676656,"Ava John-Baptiste; Tim Cook; Sharon Straus; Gary Naglie; Gary Gray; George Tomlinson; Murray Krahn; Decision analysis in aerospace medicine: costs and benefits of a hyperbaric facility in space, Aviat Space Environ Med, 2006-Apr; 77(4):0095-6562; 434-42; discussion 442-3",QALY,Not Stated,Not Stated,Not Stated,Hyperbaric oxygen (HBO) chamber,Not Stated,Not Stated,Not Stated,"Female, Male",Full,20 Years,3.00,3.00,-44014084,United States,2004,-60303489.12
3603,Value of magnetic resonance cholangiopancreatography in the diagnosis of biliary abnormalities in postcholecystectomy patients: a probabilistic cost-effectiveness analysis of diagnostic strategies,"BACKGROUND: Endoscopic retrograde cholangiopancreatography (ERCP) is considered the gold standard for imaging of the biliary tract but is associated with complications. Less invasive imaging techniques, such as magnetic resonance cholangiopancreatography (MRCP), have a much lower complication rate. The accuracy of MRCP is comparable to that of ERCP, and MRCP may be more effective and cost-effective, particularly in cases for which the suspected prevalence of disease is low and further intervention can be avoided. A model was constructed to compare the effectiveness and cost-effectiveness of MRCP and ERCP in patients with a previous history of cholecystectomy, presenting with abdominal pain and/or abnormal liver function tests. METHODS: Diagnostic accuracy estimates came from a systematic review of MRCP. A decision analytic model was constructed to represent the diagnostic and treatment pathway of this patient group. The model compared the following two diagnostic strategies: (i) MRCP followed with ERCP if positive, and then management based on ERCP; and (ii) ERCP only. Deterministic and probabilistic analyses were used to assess the likelihood of MRCP being cost-effective. Sensitivity analyses examined the impact of prior probabilities of common bile duct stones (CBDS) and test performance characteristics. The outcomes considered were costs, quality-adjusted life years (QALYs), and cost per additional QALY. RESULTS: The deterministic analysis indicated that MRCP was dominant over ERCP. At prior probabilities of CBDS, less than 60 percent MRCP was the less costly initial diagnostic test; above this threshold, ERCP was less costly. Similarly, at probabilities of CBDS less than 68 percent, MRCP was also the more effective strategy (generated more QALYs). Above this threshold, ERCP became the more effective strategy. Probabilistic sensitivity analyses indicated that, in this patient group for which there is a low to moderate probability of CBDS, there was a 59 percent likelihood that MRCP was cost-saving, an 83 percent chance that MRCP was more effective with a higher quality adjusted survival, and an 83 percent chance that MRCP had a cost-effectiveness ratio more favorable than dollars 50,000 per QALY gained. CONCLUSIONS: Costs and cost-effectiveness are dependent upon the prior probability of CBDS. However, probabilistic analysis indicated that, with a high degree of certainty, MRCP was the more effective and cost-effective initial test in postcholecystectomy patients with a low to moderate probability of CBDS.",2006-01-02678,16673687,Int J Technol Assess Health Care,Kirsten Howard,2006,22 / 1,109-18,No,16673687,"Kirsten Howard; Sarah J Lord; Anthony Speer; Robert N Gibson; Robert Padbury; Brendon Kearney; Value of magnetic resonance cholangiopancreatography in the diagnosis of biliary abnormalities in postcholecystectomy patients: a probabilistic cost-effectiveness analysis of diagnostic strategies, Int J Technol Assess Health Care, 2006; 22(1):0266-4623; 109-18",QALY,Not Stated,Not Stated,Not Stated,"Magnetic resonance cholangiopancreatograpy (MRCP) with endoscopic retrograde cholangiopancreatography (ERCP) if positive, then management based on ERCP",Not Stated,Not Stated,Not Stated,"Female, Male",Full,Not Stated / None,Not Stated,Not Stated,-1318.87,Australia,2004,-1330.79
3604,Evaluation of the cost-effectiveness of drotrecogin alfa (activated) for the treatment of severe sepsis in the United Kingdom,"OBJECTIVES: The aim of this study was to assess the cost-effectiveness of drotrecogin alfa (activated) compared with best supportive care in a UK cohort of adult intensive-care patients with severe sepsis. METHODS: A systematic review of evidence on the clinical- and cost-effectiveness of drotrecogin alfa (activated) was undertaken, and a decision-analytic model was developed to estimate the cost-effectiveness of treatment in the United Kingdom. Trial data from the Recombinant Human Activated Protein C Worldwide Evaluation in Severe Sepsis (PROWESS) study have been synthesized with other data, including UK data on severe sepsis, to estimate the costs and consequences of treatment over time. RESULTS: For patients with severe sepsis and multiple organ dysfunction, the estimates of cost per life year and cost per quality-adjusted life year (QALY) are pounds 4931 and pounds 8228, respectively. For patients with severe sepsis alone, the cost per life-year and cost per QALY are pouhds 5495 and pounds 9161, respectively. CONCLUSIONS: Whereas the therapeutic cost for drotrecogin alfa (activated) appears high (at around pounds 5000 per patient) and the potential impact on the provider budget is considerable, drotrecogin alfa (activated) is clinically effective, represents a cost-effective use of resources, and is a significant advance in the treatment of severe sepsis in patients requiring intensive care.",2006-01-02679,16673685,Int J Technol Assess Health Care,Colin Green,2006,22 / 1,90-100,No,16673685,"Colin Green; Jacqueline Dinnes; Andrea L Takeda; Brian H Cuthbertson; Evaluation of the cost-effectiveness of drotrecogin alfa (activated) for the treatment of severe sepsis in the United Kingdom, Int J Technol Assess Health Care, 2006; 22(1):0266-4623; 90-100",QALY,Not Stated,Not Stated,Not Stated,Drotrecogin alfa (activated) plus conventional care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,Lifetime,6.00,1.50,9161,United Kingdom,2003,21063.68
3605,Evaluation of the cost-effectiveness of drotrecogin alfa (activated) for the treatment of severe sepsis in the United Kingdom,"OBJECTIVES: The aim of this study was to assess the cost-effectiveness of drotrecogin alfa (activated) compared with best supportive care in a UK cohort of adult intensive-care patients with severe sepsis. METHODS: A systematic review of evidence on the clinical- and cost-effectiveness of drotrecogin alfa (activated) was undertaken, and a decision-analytic model was developed to estimate the cost-effectiveness of treatment in the United Kingdom. Trial data from the Recombinant Human Activated Protein C Worldwide Evaluation in Severe Sepsis (PROWESS) study have been synthesized with other data, including UK data on severe sepsis, to estimate the costs and consequences of treatment over time. RESULTS: For patients with severe sepsis and multiple organ dysfunction, the estimates of cost per life year and cost per quality-adjusted life year (QALY) are pounds 4931 and pounds 8228, respectively. For patients with severe sepsis alone, the cost per life-year and cost per QALY are pouhds 5495 and pounds 9161, respectively. CONCLUSIONS: Whereas the therapeutic cost for drotrecogin alfa (activated) appears high (at around pounds 5000 per patient) and the potential impact on the provider budget is considerable, drotrecogin alfa (activated) is clinically effective, represents a cost-effective use of resources, and is a significant advance in the treatment of severe sepsis in patients requiring intensive care.",2006-01-02679,16673685,Int J Technol Assess Health Care,Colin Green,2006,22 / 1,90-100,No,16673685,"Colin Green; Jacqueline Dinnes; Andrea L Takeda; Brian H Cuthbertson; Evaluation of the cost-effectiveness of drotrecogin alfa (activated) for the treatment of severe sepsis in the United Kingdom, Int J Technol Assess Health Care, 2006; 22(1):0266-4623; 90-100",QALY,Not Stated,Not Stated,Not Stated,Drotrecogin alfa (activated) plus conventional care,Not Stated,Not Stated,Not Stated,"Female, Male",Full,Lifetime,6.00,1.50,8228,United Kingdom,2003,18918.45
3606,Cost-effectiveness of a supplementary class-based exercise program in the treatment of knee osteoarthritis,"OBJECTIVES: The aim of this study was to assess the cost-effectiveness of a class-based exercise program supplementing a home-based program when compared with a home-based program alone. In addition, we estimated the probability that the supplementary class program is cost-effective over a range of values of a decision maker's willingness to pay for an additional quality-adjusted life-year (QALY). METHODS: The resource use and effectiveness data were collected as part of the clinical trial detailed elsewhere. Unit costs were estimated from published sources. The net benefit approach to cost-effectiveness analysis is used to estimate the probability of the intervention being cost-effective. RESULTS: The addition of a supplementary class-based group results in an increase in QALYs and lower costs. For all plausible values of a decision maker's willingness to pay for a QALY, the supplementary class group is likely to be cost-effective. CONCLUSIONS: The addition of a class-based exercise program is likely to be cost-effective and, on current evidence, should be implemented.",2006-01-02680,16673684,Int J Technol Assess Health Care,Gerry Richardson,2006,22 / 1,84-9,No,16673684,"Gerry Richardson; Neil Hawkins; Christopher James McCarthy; Pauline Mary Mills; Rachel Pullen; Christopher Roberts; Alan Silman; Jacqueline Ann Oldham; Cost-effectiveness of a supplementary class-based exercise program in the treatment of knee osteoarthritis, Int J Technol Assess Health Care, 2006; 22(1):0266-4623; 84-9",QALY,Not Stated,Not Stated,Not Stated,Class-based exercise program supplementing a home-based program,Not Stated,Not Stated,Not Stated,"Female, Male",Full,12 Months,Not Stated,Not Stated,-238.26,United Kingdom,2000,-542.72
3607,Randomized trial of a brief physiotherapy intervention compared with usual physiotherapy for neck pain patients: cost-effectiveness analysis,"OBJECTIVES: To assess the cost-effectiveness of brief physiotherapy intervention versus usual physiotherapy management in patients with neck pain of musculoskeletal origin in the community setting. METHODS: A cost-effectiveness analysis was conducted alongside a multicenter pragmatic randomized controlled clinical trial. Individuals 18 years of age and older with neck pain of more than 2 weeks were recruited from physiotherapy departments with referrals from general practitioners (GPs) in the East Yorkshire and North Lincolnshire regions in the United Kingdom. A total of 139 patients were allocated to the brief intervention, and 129 to the usual physiotherapy. Resource use data were prospectively collected on the number of physiotherapy sessions, hospital stay, specialist, and GP visits. Quality-adjusted life years (QALYs) were estimated using EQ-5D data collected at baseline, 3 and 12 months from the start of the treatment. The economic evaluation was conducted from the U.K. National Health System perspective. RESULTS: On average, brief intervention produced lower costs (pounds--68; 95 percent confidence interval [CI], pounds--103 to pounds--35) and marginally lower QALYs (-0.001; 95 percent CI, -0.030 to 0.028) compared with usual physiotherapy, resulting in an incremental cost per QALY of pounds 68,000 for usual physiotherapy. These results are sensitive to patients' treatment preferences. CONCLUSIONS: Usual physiotherapy may not be good value for money for the average individual in this trial but could be a cost-effective strategy for those who are indifferent toward which treatment they receive.",2006-01-02681,16673682,Int J Technol Assess Health Care,Andrea Manca,2006,22 / 1,67-75,No,16673682,"Andrea Manca; David M Epstein; David J Torgerson; Jennifer A Klaber Moffett; Simon Coulton; Amanda J Farrin; Seokyung Hahn; David A Jackson; Stewart J Richmond; Randomized trial of a brief physiotherapy intervention compared with usual physiotherapy for neck pain patients: cost-effectiveness analysis, Int J Technol Assess Health Care, 2006; 22(1):0266-4623; 67-75",QALY,Not Stated,Not Stated,Not Stated,Usual physiotherapy management,Not Stated,Not Stated,19 Years,"Female, Male",Full,1 Year,Not Stated,Not Stated,68000,United Kingdom,2002,146988.27
3608,Cost effectiveness of bisphosphonates in the management of breast cancer patients with bone metastases,"BACKGROUND: Bisphosphonates are recommended to prevent skeletal related events (SREs) in patients with breast cancer and bone metastases (BCBM). However, their clinical and economic profiles vary from one agent to the other. MATERIALS AND METHODS: Using modeling techniques, we simulated from the perspective of the UK's National Health Service (NHS) the cost and quality adjusted survival (QALY) associated with five commonly-used bisphosphonates or no therapy in this patient population. The simulation followed patients into several health states (i.e. alive or dead, experiencing an SRE or no SRE, and receiving first or second line therapy). Drugs costs, infusion costs, SREs costs, and utility values were estimated from published sources. Utilities were applied to time with and without SREs to capture the impact on quality of life. RESULTS: Compared to no therapy, all bisphosphonates are either cost saving or highly cost-effective (with a cost per QALY < or = 6126 pounds sterlings). Within this evaluation, zoledronic acid was more effective and less expensive than all other options. CONCLUSIONS: Based on our model, the use of bisphosphonates in breast cancer patients with bone metastases should lead to improved patient outcomes and cost savings to the NHS and possibly other similar entities.",2006-01-02683,16670202,Ann Oncol,M Botteman,2006,17 / 7,1072-82,No,16670202,"M Botteman; V Barghout; J Stephens; J Hay; J Brandman; M Aapro; Cost effectiveness of bisphosphonates in the management of breast cancer patients with bone metastases, Ann Oncol, 2006-Jul; 17(7):0923-7534; 1072-82",QALY,Not Stated,Not Stated,Not Stated,Zoledronic acid,Not Stated,Not Stated,Not Stated,"Female, Male",Full,10 Years,3.50,3.50,-10790.48,United Kingdom,2004,-27099.03
3609,Cost effectiveness of bisphosphonates in the management of breast cancer patients with bone metastases,"BACKGROUND: Bisphosphonates are recommended to prevent skeletal related events (SREs) in patients with breast cancer and bone metastases (BCBM). However, their clinical and economic profiles vary from one agent to the other. MATERIALS AND METHODS: Using modeling techniques, we simulated from the perspective of the UK's National Health Service (NHS) the cost and quality adjusted survival (QALY) associated with five commonly-used bisphosphonates or no therapy in this patient population. The simulation followed patients into several health states (i.e. alive or dead, experiencing an SRE or no SRE, and receiving first or second line therapy). Drugs costs, infusion costs, SREs costs, and utility values were estimated from published sources. Utilities were applied to time with and without SREs to capture the impact on quality of life. RESULTS: Compared to no therapy, all bisphosphonates are either cost saving or highly cost-effective (with a cost per QALY < or = 6126 pounds sterlings). Within this evaluation, zoledronic acid was more effective and less expensive than all other options. CONCLUSIONS: Based on our model, the use of bisphosphonates in breast cancer patients with bone metastases should lead to improved patient outcomes and cost savings to the NHS and possibly other similar entities.",2006-01-02683,16670202,Ann Oncol,M Botteman,2006,17 / 7,1072-82,No,16670202,"M Botteman; V Barghout; J Stephens; J Hay; J Brandman; M Aapro; Cost effectiveness of bisphosphonates in the management of breast cancer patients with bone metastases, Ann Oncol, 2006-Jul; 17(7):0923-7534; 1072-82",QALY,Not Stated,Not Stated,Not Stated,Generic pamidronate,Not Stated,Not Stated,Not Stated,"Female, Male",Full,10 Years,3.50,3.50,584,United Kingdom,2004,1466.65
3610,Cost effectiveness of bisphosphonates in the management of breast cancer patients with bone metastases,"BACKGROUND: Bisphosphonates are recommended to prevent skeletal related events (SREs) in patients with breast cancer and bone metastases (BCBM). However, their clinical and economic profiles vary from one agent to the other. MATERIALS AND METHODS: Using modeling techniques, we simulated from the perspective of the UK's National Health Service (NHS) the cost and quality adjusted survival (QALY) associated with five commonly-used bisphosphonates or no therapy in this patient population. The simulation followed patients into several health states (i.e. alive or dead, experiencing an SRE or no SRE, and receiving first or second line therapy). Drugs costs, infusion costs, SREs costs, and utility values were estimated from published sources. Utilities were applied to time with and without SREs to capture the impact on quality of life. RESULTS: Compared to no therapy, all bisphosphonates are either cost saving or highly cost-effective (with a cost per QALY < or = 6126 pounds sterlings). Within this evaluation, zoledronic acid was more effective and less expensive than all other options. CONCLUSIONS: Based on our model, the use of bisphosphonates in breast cancer patients with bone metastases should lead to improved patient outcomes and cost savings to the NHS and possibly other similar entities.",2006-01-02683,16670202,Ann Oncol,M Botteman,2006,17 / 7,1072-82,No,16670202,"M Botteman; V Barghout; J Stephens; J Hay; J Brandman; M Aapro; Cost effectiveness of bisphosphonates in the management of breast cancer patients with bone metastases, Ann Oncol, 2006-Jul; 17(7):0923-7534; 1072-82",QALY,Not Stated,Not Stated,Not Stated,I.V. ibandronate,Not Stated,Not Stated,Not Stated,"Female, Male",Full,10 Years,3.50,3.50,2370,United Kingdom,2004,5951.98
